2020-03-13_008_NISTplasma1,2020-03-13_012_NISTplasma1,2020-03-13_016_NISTplasma1,2020-03-13_022_HEART,2020-03-13_023_LIVER,2020-03-13_024_BRAIN,2020-03-13_025_MUSCLE,2020-03-13_026_HEART,2020-03-13_027_LIVER,2020-03-13_028_BRAIN,2020-03-13_029_MUSCLE,2020-03-13_030_HEART,2020-03-13_031_LIVER,2020-03-13_032_BRAIN,2020-03-13_033_MUSCLE
2046,1824,1967,2475,2664,2737,4331,2616,2983,2469,4261,2705,2639,2594,4646
0,0,4641,0,35690,23732,3654,14174,34643,24987,3455,12779,35548,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14822,16184,16460,55050,44217,0,8516,52409,44177,0,8077,52161,41451,0,8858
0,0,0,0,0,0,1664,0,0,0,4566,0,0,0,4437
5970,6104,5820,26993,89494,0,3798,26378,87847,0,3671,25428,87067,0,3877
2513,2288,2501,1070,1642,0,0,0,1565,0,0,0,1511,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5526,0,1836
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3896,2850,0,0,3973,2956,0,0,3806,2846,0,0
0,0,0,0,2181,0,0,0,2035,0,0,0,2031,0,0
0,0,0,0,0,0,0,5522,0,0,0,0,0,0,0
0,0,0,0,4288,0,0,0,3892,0,0,0,4484,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,2236,2337,26670,32204,14687,1142,25252,32503,14892,1050,26578,31142,14544,0
0,0,0,10840,18951,25375,0,10910,19480,24300,0,10910,18720,24786,0
5848,5726,5959,43142,102805,1906,2833,42580,100270,1865,3055,41218,98669,1973,1625
0,0,0,0,0,0,0,0,0,0,6568,0,0,0,0
6518,5588,6388,0,10815,4452,9759,9198,10321,0,8447,8955,10504,0,9257
5392,6888,5447,31815,170416,0,0,29878,167678,5566,3956,13649,165495,4048,4016
21940,23021,24495,15520,30834,0,8814,15995,31412,0,8648,20059,30772,1012,8629
0,0,0,0,0,0,12481,0,0,0,13022,0,0,0,8798
10078,9912,9598,8237,12546,0,4013,7852,12100,0,3949,8274,12526,0,4172
7937,3071,3336,10790,9421,4353,1739,11192,8711,4162,1911,10560,8110,4095,1818
2551,9710,0,0,0,0,0,0,3885,0,0,3468,3916,0,0
0,1130,0,4013,22097,16947,0,3940,21555,16703,0,4069,20515,15697,0
5272,5180,5667,7104,14130,0,0,7513,13815,0,0,7665,13695,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5053,4805,5181,5942,6689,3110,5550,5836,5819,3027,5642,6403,6202,2843,5854
0,0,0,0,2443,0,0,0,2425,0,0,0,2391,0,0
0,0,0,0,2247,1945,0,0,1942,1856,0,0,2103,2001,0
0,0,0,0,0,0,4383,0,0,0,4748,0,0,0,4561
1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6266,0,0,0,6194,0,0,0,6037
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10701,159419,2261,0,10453,162712,2604,2080,10631,153699,2607,2234
0,0,0,4867,112694,10148,0,4892,111798,10103,0,4480,110721,9455,0
4200,3983,4177,6461,9312,10291,5934,6186,10170,10154,6368,6331,9704,10122,6142
0,0,0,33041,131926,97860,14585,32058,133591,104001,13298,32635,129254,97317,13914
0,0,0,0,0,0,0,0,0,0,0,0,9322,0,0
0,0,0,1609,103550,195542,0,0,103887,194033,0,0,104001,190716,0
5969,6655,6438,6013,17434,5199,1693,5496,13755,4849,0,5868,13468,4702,1672
0,0,0,3568,13898,0,0,3401,17106,0,0,3322,17078,0,0
3147,3048,3094,2547,20451,14691,0,2250,21135,14169,0,2163,8118,13846,0
6495,6682,6485,0,0,0,0,0,0,0,0,0,0,0,0
2728,2617,3170,1171,4231,5250,0,1255,4084,5043,0,1467,4144,4627,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,1114,1409,0,0,0,0,0,0,0,0,0,0,0,0
5969,6054,5575,2771,5363,0,3744,2726,4901,0,3011,2355,4528,0,3539
3374,3738,3343,4753,4332,0,3924,4947,0,1173,4025,4241,4364,1109,4210
0,0,0,0,0,0,12860,0,0,0,13019,0,0,0,13887
0,0,0,0,0,0,31219,0,0,0,32600,0,0,0,31590
0,0,0,0,0,0,5290,0,0,0,5858,0,0,0,5596
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4947,35285,5414,0,4278,35261,5114,0,4442,33480,5102,0
0,0,0,2067,39823,14333,0,2077,39154,13762,0,2029,38048,13620,0
0,0,0,2921,43838,0,0,2823,45785,0,0,2627,43078,0,0
0,0,0,0,41692,4939,0,0,39960,5310,0,0,40872,2066,0
0,0,0,0,6482,0,0,0,6162,0,0,0,5846,0,0
0,0,0,0,7617,6506,0,0,7021,6884,0,0,7244,6518,0
0,1545,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7628,0,0,0,7473,0,0,0,7247,0
0,0,0,0,0,7337,0,2137,0,6985,0,2078,0,6922,0
0,0,0,2474,0,0,5158,2462,0,0,4891,2162,0,0,5402
0,0,0,0,0,0,58627,0,0,0,57430,0,0,0,58868
0,0,0,0,0,0,51187,0,0,0,51377,0,0,0,52428
0,0,0,0,0,0,6325,0,0,0,6236,0,0,0,6816
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5680,0,6664,5604,6717,0,7094,0,6889,0,0,0
7915,7640,8021,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2254,0,0,0,2618,0,0,0,0
29540,29641,30122,47376,51878,51298,52690,47338,51762,51900,52097,48780,51661,50376,51433
0,0,0,0,0,72364,1918,0,0,71365,0,0,0,70132,0
1392,1902,1823,5646,0,0,8140,5745,0,0,8162,5688,0,0,8575
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6641,0,0,24795,7071,0,0,23523,6056,0,0,25493
2698,2796,2383,3793,4369,5596,4124,3851,4746,5570,4132,3778,4620,5485,4097
0,0,0,0,0,0,15658,0,0,0,15889,0,0,0,15937
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7041,8795,8278,0,5394,0,2376,0,6849,0,2468,0,1375,0,2854
0,0,0,0,3515,0,0,0,0,0,0,0,0,0,0
36022,37008,37470,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61644,61842,61540,103212,127613,109969,107126,103439,123844,108140,106637,102336,122545,109368,105280
0,0,0,0,0,0,2302,0,0,0,0,0,0,0,2292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,1661,1665,6543,0,0,6418,5890,1349,0,6571,6327,1283,0,6227
3030,3746,3790,8323,1225,0,27965,7949,1410,0,27710,7773,1422,0,28258
5450,39926,0,17471,0,23308,0,17014,0,57119,0,15984,0,19113,0
2354,2599,2825,4590,0,0,26968,4407,0,0,28048,4740,0,0,26630
0,1195,0,50696,0,103976,0,51050,0,101687,0,50962,0,102059,65627
0,0,0,0,0,9118,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8879,0,0,9412,8524,0,0,9740,8035
0,0,0,0,0,4680,0,0,0,0,12044,19960,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13805,0,0,0,0,0,0,0,13796,0,0
0,0,0,0,0,1525292,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2612,0,0,0,5712,0,0,0,5731
0,0,0,0,0,0,5844,0,0,0,0,0,0,0,0
0,0,0,0,12835,13482,14482,0,0,13249,14820,0,12656,14161,14134
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,1930,2115,13648,5694,0,2819,13573,5606,0,3473,12435,5910,0,2995
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4339,4259,4629,23662,7999,0,33465,22364,7113,0,33493,23231,7869,0,32262
6040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,3621,4087,1834,0,0,25950,2147,0,0,24612,1820,0,0,25186
160803,11271,163159,0,0,0,116747,0,0,0,16264,0,0,0,115755
0,0,0,1528,0,0,19957,2062,0,0,20146,1629,0,0,21208
0,0,0,0,0,0,4704,0,0,0,4393,0,0,0,4914
0,0,0,0,0,0,0,2620,0,0,0,0,23549,0,0
0,0,0,0,0,0,0,0,16758,0,0,0,0,0,0
0,0,0,0,0,21700,0,0,0,0,0,0,0,0,0
0,4610,5182,0,0,0,0,0,0,0,0,0,0,0,0
1927,1726,1915,0,0,0,0,0,0,0,0,0,0,0,3100
2838,3093,2883,4303,5991,15911,4439,4085,5876,15410,4762,4542,5693,15751,4014
191423,195155,203748,111836,0,87073,264992,8335,0,87603,261403,7745,0,85649,4712
0,0,0,5036,0,0,0,4939,0,0,0,4554,1664,0,0
7025,7666,8040,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13606,0,0,0,14416,0,0,0,13880
0,0,0,0,0,0,5024,0,0,0,4564,0,0,0,4459
0,0,0,0,3295,0,0,0,4741,0,0,0,4265,0,0
0,0,0,0,0,0,2589,0,0,0,0,0,0,0,2393
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11560,11314,11451,11557,0,0,15303,11494,10573,0,16271,10656,10440,0,16367
0,0,0,0,0,0,0,2250,0,0,1266,0,0,0,0
2811,2498,2901,6392,8261,0,0,5787,6840,1594,0,5238,6902,1460,0
8282,8079,8467,37608,22201,1967,22361,36103,21898,1722,22852,37014,21797,1806,22581
8212,8516,8323,18395,11475,1179,44206,19323,12085,1544,45262,18411,11393,1387,42624
2101,2538,2769,2820,0,0,23857,2583,0,0,22513,2541,0,0,22758
0,2026,2067,4974,0,0,38671,4549,0,0,35669,4744,0,0,35950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,2989,3601,0,8102,0,0,0,6854,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,2902,2636,8125,2465,0,80298,8120,0,0,51055,7827,2303,0,75646
0,0,0,9290,4127,0,0,9580,4259,0,2494,9354,4666,0,2308
0,0,0,7069,3420,0,0,7240,3233,0,0,6820,4017,0,0
10905,12148,12524,15050,18683,0,4578,14468,19568,0,5186,15003,19388,0,5272
0,0,0,4486,0,3403,10289,4670,0,0,9696,0,0,0,10295
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,2822,3003,0,1879,0,28547,1660,1986,0,26748,0,2012,0,25690
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8893,0,0,0,0,0,5386,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4363,0,0,0,0,0,0,0,4730
0,0,0,0,0,0,9329,0,0,0,9592,0,0,0,9417
0,0,0,14472,0,0,17523,14515,0,0,16761,14964,0,0,16799
0,0,0,0,0,0,3334,0,0,0,0,0,0,0,0
0,0,0,0,0,0,47742,0,0,0,47138,0,0,0,46676
3531,3396,3813,2974,5997,2173,0,3079,3726,2493,0,2390,3531,2253,0
14276,15664,14987,53735,40937,5542,18808,52689,40749,5754,18963,52751,41627,5801,19247
0,16533,0,0,40533,0,0,0,40380,0,0,0,0,3602,0
0,0,0,2813,19802,0,0,2476,21004,0,0,2735,20693,0,0
0,0,0,8112,19596,0,0,8468,20449,0,0,7849,19813,0,9296
0,0,0,0,0,0,2593,1398,0,0,3647,0,0,0,0
0,0,0,0,3386,0,4231,0,2821,0,0,0,3294,0,5432
0,0,0,11426,0,0,21663,11390,0,0,21613,11280,1596,0,0
15562,16157,16459,7034,5210,2618,10229,6860,5444,0,10776,7132,5100,0,10393
0,0,0,0,0,19500,0,1873,0,0,0,0,0,0,0
0,0,0,0,0,0,3114,0,0,0,3350,0,0,0,3231
0,0,0,0,0,0,4481,0,0,0,4690,0,0,0,4402
0,0,0,0,4487,4631,1385,0,4175,4847,1312,0,4116,4838,1536
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,2685,2698,18600,13756,0,2165,18594,13508,0,11220,18600,13581,0,11468
0,0,0,3847,20140,0,0,3311,20058,0,0,3735,20268,0,0
2799,3293,3666,8394,25464,0,0,7940,25409,0,0,8249,26533,0,0
0,0,0,6304,3934,0,9281,6198,4126,0,8924,6441,4115,0,8424
1366,0,1478,15472,0,7034,5821,14595,1546,6657,6222,15374,2635,6670,6473
0,0,0,0,1307,5037,0,0,0,4757,0,0,0,4832,0
0,1524,0,0,2222,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3385,0,0,0,0,2255,0,0,0,5068,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11815,0,0,0,12292,0,0,0,12455
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77921,79424,78479,14831,16048,15553,30914,16620,15243,14590,34049,15629,14827,15738,32660
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1421,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49153,52773,51134,10053,10758,10960,21004,11320,9502,10150,20669,10470,10322,11206,20899
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56901,56340,57204,5177,20573,12414,17205,5244,20950,12587,16675,5200,19990,12993,16686
0,0,0,0,0,14257,1124,0,0,13628,1080,0,0,13451,0
0,0,0,0,3833,0,1457,0,3670,0,1628,0,3720,0,1514
0,0,0,0,3526,5677,0,0,3772,5511,0,0,0,5415,0
4845,4700,4882,0,0,9194,0,0,0,8958,1170,0,0,8681,0
0,0,0,204497,7055,0,0,200891,380067,0,0,204242,6726,0,0
0,0,0,0,0,244110,0,0,0,244638,0,0,0,240325,0
0,0,0,0,0,91615,0,0,0,90535,0,0,0,89424,0
0,0,0,0,0,138403,0,0,0,134776,0,0,0,133780,0
0,0,0,0,0,312829,1602,0,0,310652,1556,0,0,311966,0
0,0,0,0,0,634367,0,0,0,629298,0,0,0,628991,0
0,0,0,1198,0,103663,0,0,0,102397,0,0,0,2179,0
0,0,0,0,0,107851,0,0,1920,105928,0,0,1925,108184,0
0,0,0,0,0,140001,0,0,0,139950,0,0,0,140087,0
0,0,0,0,0,43941,1894,0,0,44378,1644,0,0,43042,1713
0,0,0,0,0,195262,6293,0,0,194249,6365,0,0,191427,6105
0,0,0,0,0,530792,0,0,0,529561,0,0,0,518303,0
0,0,0,0,0,24425,0,0,0,24586,0,0,0,23600,0
0,0,0,0,7802,54449,0,0,5089,53287,0,0,4256,51795,0
0,0,0,2343,5890,11475,0,2072,6802,11513,0,2427,5793,11625,0
0,0,0,0,0,30220,0,0,0,29492,0,0,0,29169,0
0,0,0,0,0,0,1535,0,0,0,0,0,0,10917,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,98999,0,0,0,98827,1799,0,0,98026,2150
0,1324,1254,0,1378,153511,7395,0,0,149490,7204,1874,0,144305,7389
0,0,0,0,0,58781,0,0,0,59345,0,0,0,58541,0
2879,3190,3158,0,4674,635186,2310,0,4611,640678,2295,0,4578,638029,2459
0,0,0,0,0,1531191,2664,0,0,1522132,2550,0,0,1489763,1217
0,0,0,0,0,12843,0,0,0,12595,0,0,0,12740,0
0,0,0,0,0,3129,0,0,0,3109,0,0,0,2882,0
0,0,0,0,0,1358185,0,0,0,1350685,0,0,0,1346498,0
0,0,0,0,0,187251,0,0,0,185595,0,0,0,183457,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,127604,0,0,0,127800,0,0,0,126415,0
0,0,0,0,0,65088,0,0,0,65088,0,0,0,64503,0
0,0,0,0,9720,6881,0,0,10233,6872,0,0,9152,0,0
1365,1427,0,0,0,280029,0,0,0,281281,0,0,0,276801,0
0,0,0,0,0,656574,0,0,0,655210,0,0,0,652915,1297
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2960,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,117943,0,0,0,120368,0,0,0,121448,0
0,0,0,0,0,0,0,0,0,1366,0,0,0,1494,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8888,0,0,0,9283,0,0,0,8588,0
0,0,0,0,0,649612,0,0,0,654765,0,0,0,651040,0
0,0,0,0,0,1596978,0,0,0,1610285,0,0,0,1600904,0
1620,1517,0,0,1921,449414,0,0,2009,445323,0,0,1799,441868,0
4058,3983,3926,0,5910,2035802,2142,0,5436,2030718,1935,0,5836,2008004,2754
0,0,0,0,0,2995885,0,0,0,2986817,0,0,0,2970040,0
0,1821,0,0,0,2683443,0,0,0,2680137,1615,0,0,2671274,2300
0,0,0,0,0,36731,0,0,0,95183,0,0,0,93901,0
0,0,0,0,0,11707,0,0,0,11568,0,0,0,11248,0
0,0,0,0,0,1034399,4011,0,0,1031276,4055,0,0,1010754,1446
0,0,0,0,0,183495,0,0,0,180959,0,0,0,177469,3787
0,0,0,0,0,566651,0,0,0,567692,0,0,0,562614,1724
2602,2687,2792,0,0,4448880,0,0,0,4426400,2996,0,0,4412540,3784
0,0,0,0,0,16031,0,0,0,14860,0,0,0,15947,0
0,0,0,0,0,2300636,0,0,0,2311368,0,0,0,2282660,1186
0,0,0,0,0,2223298,0,0,2242,2175421,0,0,0,2156739,0
0,0,0,0,0,101859,0,0,0,102650,0,0,0,97710,0
0,0,0,0,0,367484,0,0,0,365439,0,0,0,366618,0
0,0,0,0,0,0,0,0,0,4425,0,0,0,4387,0
0,0,0,0,0,137218,0,0,0,135076,0,0,0,134078,0
0,6817,0,0,0,156878,0,0,0,157504,0,0,8163,156270,0
5817,0,7226,2610,8295,269398,2535,2369,7898,271434,2743,2626,0,264163,3191
10799,4322,3677,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100644,0,0,0,100215,0,0,0,99258,0
0,1005,0,0,0,658711,1748,0,0,653710,2584,0,0,653508,3690
0,0,0,0,3014,11000,0,0,2835,12495,0,0,2641,11784,0
0,0,0,0,0,43583,0,0,0,44252,0,0,0,42678,0
0,0,0,0,0,151142,0,0,0,151944,0,0,0,147370,0
0,0,0,0,0,354141,0,0,0,350760,0,0,0,352968,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,86127,0,0,0,86003,0,0,0,83329,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,270477,0,0,0,273913,0,0,0,269198,0
0,0,0,0,0,269825,0,0,0,264402,0,0,0,259075,0
3441,3730,4499,0,9809,367550,0,0,9570,358299,0,0,9829,357295,1574
0,0,0,0,1702,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10139,0,0,0,10732,0,0,0,10207,0
0,0,0,0,0,22612,0,0,0,23779,0,0,0,22873,0
0,0,0,0,0,276683,0,0,0,273524,0,0,0,269631,0
0,0,0,0,0,69477,0,0,0,68358,0,0,0,67611,0
0,0,0,0,0,622816,0,0,0,614596,0,0,0,623185,0
0,0,0,0,0,706925,0,0,0,705762,0,0,0,698773,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7450,0,0,5525,0,0,0,5914,0,0,0,5622,0
0,0,0,0,0,758472,0,0,0,746344,0,0,0,749230,0
0,0,0,0,0,63905,0,0,0,62066,0,0,0,61722,0
0,0,0,0,0,816999,0,0,0,801936,0,0,0,797894,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10302,954922,4167,0,0,953054,4233,0,0,934159,0
0,0,0,0,0,3639,0,0,0,0,0,0,0,0,0
1204,0,0,0,0,819202,0,0,0,0,0,0,2565,810854,0
0,0,0,0,0,222287,0,0,0,226522,0,0,0,218713,0
0,0,0,0,0,4309,0,0,0,4177,0,0,0,3193,0
0,0,0,1323,0,165650,1618,1190,0,173995,1686,1323,0,173108,0
0,0,0,0,0,380122,0,0,0,380495,0,0,0,371850,0
0,0,0,0,0,27538,0,0,0,27728,0,0,0,29258,0
0,0,0,0,0,5930,0,0,0,0,0,0,0,1498,0
0,0,0,0,0,418191,0,0,0,410897,0,0,0,410765,0
0,0,0,0,0,35956,0,0,0,0,0,0,0,35038,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6182,5864,5950,14182,16590,14642,16150,13884,15705,16447,16907,14526,15519,15918,17086
15009,16031,15236,32998,37205,34364,1748,32636,37057,33828,1980,32973,35597,35375,34258
0,1807,1154,5112,0,1641,5682,5438,12566,2157,0,5561,12411,1761,0
13816,14607,14840,2634,7124,0,0,2607,6589,0,0,2652,6959,0,0
309188,329842,337893,16980,168585,17846,0,18876,177512,20390,0,20637,177548,21735,0
263031,275630,277454,12042,27827,47194,73073,323250,930503,47917,71979,321766,946599,48746,74553
8629,8158,7687,14774,16173,14866,15408,14336,15948,15137,15585,14080,15540,14669,15603
0,0,0,0,2064,0,0,0,2167,0,0,0,1906,0,0
29162,25741,31287,0,5207,5961,0,2216,5334,6695,1214,0,5682,6650,0
1636,2500,2784,1662,16899,0,0,1848,17076,0,0,1549,17656,0,0
8594,8786,9484,5186,14074,0,0,5322,1253,0,0,5131,14679,3530,1280
23524,24887,26259,7570,88383,3227,0,8199,88923,3668,1114,7645,91206,0,0
0,0,0,3347,0,3436,3017,3514,0,3896,3265,4094,0,4048,3468
3071,3153,3245,0,3208,0,0,0,3738,0,0,0,3846,0,0
186703,206820,222864,2109,422754,3482,0,1757,422791,3552,0,2298,424767,3547,0
66697,68348,71469,0,74715,5560,1521,0,74198,5628,1939,3062,75641,5809,1876
1138810,1169299,1206678,80703,4926713,130908,28447,78317,4916660,129598,28368,80360,5011622,134400,28089
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12815,17252,19888,0,3436,2000,0,0,3851,2170,0,0,4172,1930,0
145407,153041,15190,15143,74200,23520,4872,15481,52104,25257,5061,19643,54973,24768,2366
24472,25370,26153,10013,91070,0,3166,10285,92299,0,10097,9712,0,0,0
39144,357471,375404,18920,169592,110141,10288,18840,171005,113621,2887,19344,173240,111257,10171
348793,0,44057,0,157802,0,0,25530,160003,55621,0,24284,162678,0,0
40526,43861,45207,154950,287666,2568,7819,155683,294275,3213,7784,155723,299361,2565,8200
9570,9479,84890,3398,1846,0,1246,3605,64066,0,0,3760,68216,0,1650
484106,509341,535324,75227,244756,4639,13901,77372,258416,4668,14386,0,261315,4750,14250
4419,12946,0,0,6299,0,0,1384,6354,0,0,0,3858,0,0
9780,0,4931,0,0,0,0,0,3680,0,0,0,6451,0,0
1692,1916,1458,0,12262,0,0,0,12418,0,0,0,13415,0,0
1209,1711,2060,6804,7412,7364,8015,7369,8207,7625,8426,7061,9192,8046,8333
2303,2654,3013,0,5105,0,0,0,4587,0,0,0,4573,0,0
4563,4514,4422,0,2181,4986,0,0,2105,5139,0,0,0,4687,0
0,0,0,0,2109,0,0,0,1653,0,0,0,2173,0,0
5202,6048,5702,0,3256,0,0,0,3262,0,0,0,4916,0,0
0,0,25535,0,12890,14364,0,0,13265,0,0,0,13023,9242,0
33507,3242,36224,3711,111687,1468,0,8107,114055,1590,0,7677,115543,0,0
3419,33747,3612,7574,74896,0,0,0,74450,0,0,0,74415,0,0
14658,19580,0,3344,15013,0,1062,3675,15145,6639,0,3695,15393,7103,1168
0,0,21960,0,5343,6361,0,0,6124,0,1356,0,6665,0,1034
14417,14759,160844,19509,0,16582,0,18726,74674,15867,0,0,76178,0,0
0,0,0,0,0,0,0,0,2111,0,0,0,1897,0,0
0,0,0,0,22330,0,0,0,22917,1330,0,0,24520,1460,0
0,0,0,0,0,3678,0,0,40552,3581,0,0,41669,0,0
2536,2527,2767,2029,65282,3422,0,2031,67797,3944,0,2435,66329,3722,0
5786,5993,6415,2972,33718,0,0,2882,62421,0,0,2758,62427,5599,0
3905,4038,4110,0,9492,3275,0,0,8664,2953,0,0,36344,3060,0
23276,25528,2778,0,11352,9493,0,0,12797,15762,0,0,13647,15003,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3783,3140,0,0,4059,3155,0,0,3466,3554,0,0
0,0,0,6365,5937,0,0,6949,2009,0,0,6872,6201,0,0
16836,17855,17149,19770,0,4660,0,19758,0,5338,0,19308,0,4715,0
0,0,0,0,0,0,6225,0,0,0,6503,0,0,0,6324
18684,19648,19026,160987,9172,0,13028,160998,9624,0,13188,161777,0,0,13006
0,0,0,3490,0,0,0,8509,0,0,0,3680,0,0,0
4578,4440,4140,3680,2904,1134,0,3347,3090,0,0,4044,3337,0,0
9995,10760,10901,1631,0,4241,0,2646,1028,3830,0,1777,1040,4225,0
2284,2328,2291,20605,1525,2385,1463,21007,1809,2271,1562,20984,1636,2099,1603
1412,1428,1482,4691,6038,0,0,0,6016,0,0,4862,6471,0,0
1535,1513,1593,8296,1151,1992,2030,8187,1252,1959,1637,8730,1292,2280,1458
2197,1718,2053,0,0,0,0,0,0,0,0,0,0,0,0
7457,7387,6988,3656,38530,10237,0,3668,1998,9762,0,3594,2263,9340,0
0,0,0,0,0,8044,0,0,0,7959,0,0,0,7215,0
0,0,0,0,1806,19420,0,0,1817,19672,0,0,1598,18833,0
0,0,1382,5983,6640,9987,0,6451,11846,9635,0,6942,8795,9762,0
3019,3353,3532,5029,6089,4824,4701,4875,6386,5686,5219,4736,6429,5446,4386
0,0,0,0,0,28128,0,0,0,26667,0,0,0,12176,0
0,0,0,7469,0,0,0,7788,0,0,0,7421,0,0,0
0,0,0,4603,2557,0,1139,4587,2800,0,0,4383,2527,0,1151
6357,6351,6284,6800,13660,0,0,6682,13614,0,0,6942,13814,0,0
0,0,0,8691,14747,0,0,8023,14853,0,0,8330,16324,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1819,0,3513,0,0,0,3601,0,0,0,3593,0,0
6206,6399,5908,12825,11252,6934,0,10718,12179,7198,0,12885,12207,9559,0
0,0,0,0,0,0,0,0,5063,4446,0,0,5227,3796,0
0,0,0,0,3711,4047,0,0,3856,4912,0,0,3192,4538,0
0,0,0,0,2778,5506,0,0,2664,2385,0,0,0,0,0
0,0,0,0,4638,2795,0,0,4520,5762,0,0,3013,5656,0
0,0,0,0,0,5606,0,0,0,5422,0,0,0,5401,0
3740,0,0,0,0,12172,0,0,0,13740,0,0,0,0,0
0,3924,4291,0,1738,6372,0,0,0,5921,0,0,0,6321,0
1130,1508,0,14582,3667,9525,1927,14977,3519,9070,1931,15066,3406,8791,1874
1715,0,1745,24419,1958,20576,1552,24845,2194,20663,0,25014,1972,20949,1623
