H1.CDF height,H2.CDF height,H21.CDF height,H22.CDF height,H23.CDF height,H24.CDF height,H25.CDF height,H3.CDF height,H31.CDF height,H32.CDF height,H33.CDF height,H34.CDF height,H35.CDF height,H4.CDF height,H41.CDF height,H42.CDF height,H43.CDF height,H44.CDF height,H45.CDF height,H5.CDF height,L1.CDF height,L2.CDF height,L21.CDF height,L22.CDF height,L23.CDF height,L24.CDF height,L25.CDF height,L3.CDF height,L31.CDF height,L32.CDF height,L33.CDF height,L34.CDF height,L35.CDF height,L4.CDF height,L41.CDF height,L42.CDF height,L43.CDF height,L44.CDF height,L45.CDF height,L5.CDF height,M1.CDF height,M2.CDF height,M21.CDF height,M22.CDF height,M23.CDF height,M24.CDF height,M25.CDF height,M3.CDF height,M31.CDF height,M32.CDF height,M33.CDF height,M34.CDF height,M35.CDF height,M4.CDF height,M41.CDF height,M42.CDF height,M43.CDF height,M44.CDF height,M45.CDF height,M5.CDF height,S1.CDF height,S2.CDF height,S21.CDF height,S22.CDF height,S23.CDF height,S24.CDF height,S25.CDF height,S3.CDF height,S31.CDF height,S32.CDF height,S33.CDF height,S34.CDF height,S35.CDF height,S4.CDF height,S41.CDF height,S42.CDF height,S43.CDF height,S44.CDF height,S45.CDF height,S5.CDF height
,,,72862.3938,,,,,,,,,,47508.48794,,,,,,,49882.14337,40567.51285,54327.0284,39424.22047,44133.33305,50870.52466,48750.63899,41824.56538,54384.94647,37295.90664,55584.20905,42919.80992,40892.00568,39397.67532,71597.2049,,52245.88402,39907.15118,40707.27144,39164.2995,,38035.82423,75514.84626,71680.96689,69081.67904,,60109.12684,49600.94913,69024.61965,59397.84685,50719.69389,53822.3197,,47339.00164,51654.49149,,40251.48187,45457.03371,,59711.30703,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48850.39263,30989.55778,67016.54153,65079.43918,65188.93714,63867.40256,70926.67317,43354.2653,29056.89157,30653.55538,39365.2947,21306.14832,28642.29779,46368,41371.31558,74780.20548,48264,48164.54292,61052.88449,45652.99765
,,,,,,3025.466791,,,,,,,,,,,,6245.507016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31755.38218,24342.66544,,14705.38168,26262.60311,13702.82176,30436.77515,72722.2181,40787.48463,38242.37802,73817.02905,29628.98631,34455.21507,22787.61507,37589.70179,8510.695759,22197.55499,19640.15927,,21032.97785
,,12468.88097,13775.52203,,10171.42445,10635.70343,25616.41371,29231.80607,25413.89911,20457.52426,25072.98372,26315.70407,13764.8899,,19864.52995,28315.58658,26030.43384,,16762.38872,,,,,,,,,,,,,,,,,,,,,26452.14808,11484.73446,10520.82561,20304.61637,12248.8774,5311,9987.158183,20932.53401,28864.58978,27495.33796,14914.25622,25401.28979,21494.53456,13151.4295,18897.77767,24680.34917,5322.125554,34049.73153,,11292.18626,,,,,,,,,,,,,,72596.76567,,,,,,
,,,,,,,,,,,,,,,,,,,,31662.72165,54805.42804,149554.159,,30726.67298,82429.89298,128308.6353,56332.56216,17577.24439,,27561.00051,,,,,,37920.27345,72321.01446,,,,,,,,,60099.30601,16209.86266,,,119502.406,15021.90674,,19949.93518,,,,,,48760.47071,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,9555.939872,,,34652.06552,29144.08459,72039.97122,27466.54838,18863.38274,,56241.19657,25013.25004,30165.93125,21421.33565,,,11698.18427,16753.81482,15786.48299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11653.99542,,,,,,,,,,,,,,,,,,,,,,,,,25281.66867,34459.8492,25656.34604,29824.3956,33245.60634,19632.65478,41388.74039,42352.43096,47029.27371,62708.95446,48264.94944,40978.47621,24171.3818,31112.62882,70909.37281,45304.21673,23220.97647,39894.26363,,37618.93491
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37263.41534,44484.77689,45283.18225,33358.62839,55980.5813,36882.17735,70504.82371,34930.12706,15690.59624,44134.57029,24779.23711,11852.30128,19199.87478,58374.68385,11119.0685,50449.13199,8067.514706,14561.20263,,48796.90255
20710.55694,28536.40026,,55954.07551,,34456.01625,50079.41244,60178.73883,29639.61693,49947.26942,57858.40712,62345.45261,48550.67045,44365.06561,,24209.7736,44733.06104,59147.1708,,70046.81952,,,,7089.063901,,,8654.082952,10550.93734,5041.113554,7125.813365,,9896.146443,10251.29778,7405.745322,,6550,8073.429892,,10624.09509,8345.003899,,,,,,,,,,,,,,,,,,,,,15110.33039,28017.50438,,,54702.52721,34712.35214,,22174.71168,,16489.23277,,10351.78495,26262.73454,27436.6316,,,,,,27812.07273
6958.683901,6810.474048,5305.026822,6938.665271,3953.880934,5495.44091,8512.80969,7404.600584,10300.22293,7980.776404,7038.755933,7979.106653,8646.24664,7821.695157,2624.904236,10343.53527,11084.81155,9820.701933,10305.95411,10182.2896,11026.62849,15851.58006,12463.45713,10405.067,14473.3801,14375.5418,16112.27541,13849.16889,12989.00628,10372.45724,17958.03257,13817.5664,12906.52299,12246.64902,15543.96436,15263.50233,15475.3458,12653.04872,14697.02445,15815.52278,8630.925175,7752.755905,6598.486989,9925.032641,6511.610399,8628.661599,8940.767015,11769.42114,13980.99535,9964.598292,11218.77962,13381.42484,13625.49584,8723.985693,15204.13597,11633.88553,6611.020446,8832.761929,12961.03257,8863.410449,31622.30376,38602.42409,53652.59361,38404.65267,48326.4991,47263.33859,65971.14642,,,,,,,,,,,,,
17704.40263,14849.9975,9681.616457,23771.6467,4553.652175,8874.492852,11393.02572,14576.7582,17559.80925,16368.72712,18760.08733,18105.29014,9617.677718,8951.285646,,18610.11333,25619.65373,36041.73783,13323.08614,19218.24034,,,,,,,,,,,,,,,,,,,,,24183.35692,9383.715536,25346.31621,19976.66137,24655.70031,,26389.66491,18472.82257,39095.01759,25371.50532,19151.31154,41940.93975,65564.92177,39383.62033,10477.68353,18269.14292,,37346.0791,,38962.17917,,,,,,,,,,,,,,,,,,,,
17949.97884,15732.36994,12879.01412,18000.75473,13101,12682.91896,18996.53809,20906.23426,18945.74599,17882.9062,14389.52318,21299.97484,17003.52428,25038.95209,,17621.92549,18942.60471,14343.78066,14819.96527,22165.45349,11958.83577,28347.36638,36315.72346,27849.23603,27142.06515,45952.18613,41330.48243,47883.4718,42333.39329,30410.92367,64152.22324,53125.67133,32625.12327,32223.21206,39671.71349,22565.57202,43472.3009,33112.07411,28301.93553,50219.54687,,3908.087746,,,7789.334404,,,15745.10191,,13487.76983,30112.60461,,,,,31189.94075,23494.47756,,,,,31543.26086,,,,28846.86639,,27225.28393,,15486.42202,,,,25745.55731,22940.17227,,,,,
14112.91007,9166.54589,6478.851879,13955.94661,7702.346359,7511.365348,10451,11787.30091,18214.90387,14251.16985,,16180.92725,,12213.04634,3837.983277,19379.68573,21197.80403,27052.65466,15015.10751,11281.83043,32082.16023,36887.87236,22053.61785,34625.96261,32263.36556,35593.97798,33252.26438,50554.81631,33407.97262,32447.52089,41111.15776,33050.49732,42006.91971,50100.17855,37097.33649,29335.2679,40905.86782,37478.88793,33196.61214,41155.24412,25764.09223,22654.34919,20031.3462,24294.54926,18901.94779,21410.40668,26739.58535,33696.02458,37227.52821,30196.99111,36105.18336,40416.99631,63652.16789,21397.40489,26874.01405,40867.59704,19858.51663,26979.10809,19113.04723,25926.51402,,,,,,,,,,,,,,,,,,,,
,2839.873744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5755.371979,,,,,,16556.69787,,,9559.986135,,63486.75561,36291.66317,30640.03075,13402.50297,27051.47263,173791.6468,95806.11383,112133.783,,17728.40347,,,163133.1334,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22756.92438,53177.21009,40988.07589,31571.77542,49038.63851,62516.25188,59890.40816,25879.09519,33314.42537,21656.7342,28132.48065,16491.5065,41380.05201,44994.24271,36902.5656,45026.27474,16908.26237,21725.9073,,54720.82442
,,,16717.72104,,15396.419,11510.04243,,10096.31384,13289.9553,11386.56896,11664.95852,20801.54321,,,17305.74218,17557.36775,14287.74298,8962.768021,15304.79267,,22969.35521,47677.98534,53488.77809,46703.45162,,42285.43283,13147.66696,27381.12453,24386.75533,29130.34037,35960.30682,49218.39832,10249.54235,52010.47859,57168.01357,20465.38337,43302.91709,36545.59215,62251.24035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,44953.79588,,,,,,,15283.91984,,23275.88569,,,27487.60059,,,,36215.08557,38804.44789,34369.9182,34987.45195,24580.40539,26864.79019,26440.21518,26773.6716,36438.95793,33988.86733,29842.02671,32900.86543,28872.80824,30521.85803,32059.35997,30033.3754,,31915.50694,29041.67668,,30486.75296,,32153.30842,51519.93233,31893.4758,47892.48004,,44945.78715,36531.68891,61285.43461,47680.86792,40829.55437,49531.13565,,49615.02722,58619.0714,,54495.42746,32471.7543,,49842.96839,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,9316.773455,21176,,,38816.68325,,,,,25766.10749,17551.87297,19132.71529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23758.52473,,,,20285.11202,,17479.02863,22145.87399,17780.23778,20332.02791,36417.47529,18985.95471,34740.95438,32760.2762,40379.18455,35809.45742,60627.70487,16735.94012,47457.0961,36642.11247,39630.22342,28474.66867,25274.54037,,,29483.48765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25768.47953,48848.69842,43207.28941,48277.79828,52517.42658,,59710.15985,,37997.17227,,,28937.30892,37572.39928,38313.59678,30607.68124,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25556.88318,17391.59641,29168.50907,30024.25553,48641.74281,30659.06828,24172.24788,58865.19887,34102.12178,41558.68347,32944.01545,29087.38472,45834.00111,,45314.44253,45243.0529,33431.35144,25227.31965,29823.70488,42898.18519
,,,,,,,,,,,,,,,,,,,,60040,,103320,,,,,,52984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58588.27034,20278.348,86244.44732,,25792.03145,,36307.33012,,,,27088.72543,,33527.17113,16130.14472,45885.37503,56037.52292,52115.83846,82672.10094,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6582.064336,,6372.36243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15085.61798,21885.17037,10648.83282,15993.86141,18431.50989,,7874.424699,27774.86646,57323.11537,39464.17724,15351.16948,24188.84217,22739.03133,28407.83548,16549.70651,20296.01011,13437.01393,18656.30899,,21335.88952
14342.04166,14084.94598,11053.33546,18395.28974,11690.70316,9062.503364,14815.79587,14866.11148,22141.55467,13496.89053,14662.87199,14154.78617,19323.23879,14038.796,4352.654609,20911.91559,30197.03241,20525.69231,12114.44072,19002.46059,9843.547676,13147.726,21459.1142,19843.50479,11542.2407,12563.35318,25813.30245,23697.93545,11163.56608,9346.46708,21341.44666,15321.30338,16629.25057,13444.95353,16298.46397,12869.80169,11946.29313,11450.95477,14576.79484,26572.49471,10055.22231,15261.54879,15539.99523,16522.16029,13722.30149,15649.54867,22838.07012,18930.73499,24776.20709,12043.70264,18416.70284,21891.67381,25300.51383,16533.67927,19536.59824,14624.85803,16272.32571,15841.20732,7500.37464,20766.90676,49942.87994,46299.3041,27914.63944,34757.24199,34366.56142,41187.26022,56783.46558,43734.48524,39554.3254,40125.92764,45655.63607,39034.51239,51270.02154,50091.25235,48973.76232,44745.88622,31816.75239,34042.62068,,56513.63115
,,,,,,,,,,,,,,,,71694.90884,,,,,,,,10738.76594,,11350.18455,,,,,,,12127.19447,,,,,,,,,,,,,,,,,,,,,,,,,,,31400.10658,41752.47731,,,23184.26171,94434.32144,216124.9934,28320.72691,14615.52133,,,,,36041.52489,56694.10124,,38487.69708,,,37203.08433
,,,,,17174.8175,,,,,,,,,,,,,,,24803.54785,,20992.85249,7725.508291,27800.46438,14065.36819,38367.7677,34512,26049.42526,19811.55977,48398.40588,22987.88491,31583.43219,,55377.62826,40537.72328,47750.30036,,24113.22202,,,,,,,,,,37969.15874,15078.0798,40008.10826,,28672.37017,,,,,,,,,37317.8014,,,,,,,,,,,,64696,,,,,,
,,16574.70765,56024.10031,,,,,,,,,,,,,,,,,,,,37832.73876,,,30967.11665,,53167.00472,37484.10786,,57891.24954,46911.10962,,53464.26481,,47142.19739,32530.5547,48871.0252,49981.5987,,,,39348.48616,54023.01618,,,,,38649.88536,54612.3276,,,36539.84231,,,29871.20791,43546.33803,,,,45707.515,57063.10421,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16448.35813,,8078.549492,,27168.31339,,23474.23579,14101.52935,28013.90081,8662.051132,,,,53218.35257,18234.82733,,,31097.13016,10818.66324,,,,,,,,,,,,,,,,,,,,
3945.896007,3217.578562,,,,,3191.093251,2487.592436,5361.37937,4077.233495,4445.569618,3846.5857,4325.350683,3489.261808,,3195.988446,2950.819028,4525.543176,,3108.240436,4950.946859,12747.99911,7944.697057,9951.271756,12630.62165,13682.65808,15626.72957,21187.26971,17729.53881,7208.723696,16126.69179,13258.75316,5781.55278,10903.01613,10340.37889,13233.27383,9299.463876,15457.05642,12533.03699,20671.838,,,,,3573.487967,2425.724741,3864.146262,3193.535592,3684.729915,3668.201564,3318.531087,3658.834966,4677.568289,,,,,,,,53093.04522,36195.23652,29113.06315,37920,42672.15217,31042.27327,44635.26195,,13744.36312,,,,,,,,,,,39676.53478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33711.83313,18414.95548,19646.29296,27959.19996,25752.19779,,25203.3838,22440.55527,,19982.11202,,,,22640.26868,,,52680.8613,40583.55135,,24769.92132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17524.29529,42556.56383,26904.8968,28294.09458,42923.32551,31204.38735,32594.91328,39939.32868,44163.43123,32857.42932,30376.78243,26846.21014,50997.57688,49926.61368,22749.73745,22059.31606,10685.82863,,,52229.91923
,,,,17224.45034,,,17467.15085,23220.27105,11160.9346,17603.91091,,24131.86083,22801.45697,,16557.28156,16549.14694,,,23898.02523,34247.65468,16946.33941,28884.7467,30435.84905,23486.46808,43049.63737,24483.14531,40765.56295,,,28493.54431,31253.93095,24964.41227,27088.21938,21653.69807,27458.63028,,30938.5946,28965.29515,52190.8435,21493.73383,22015.35136,23086.18999,23086.73857,23461.6397,21479.98775,26789.06156,28635.14731,22193.2745,30914.09602,23116.54917,24122.63662,32349.64876,17476.74675,24803.42476,22370.29533,19408.43021,17481.25315,,32896.74684,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11199.45791,9428.274291,,,9550.943801,,13226.67425,17012.77931,16545.9929,,35510.19913,29018.98597,60536.94643,,48957.7489,8710,23430.31857,37195.46519,,11379.4237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24985.52157,37973.16152,31865.72701,29395.35097,48337.84344,31217.17995,48784.54283,36649.69426,29439.79492,23152.88806,19956.36229,18797.44438,34448.03292,23991.91344,35286.62687,22295.32825,12544.65665,15084.30525,,26548.6673
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200.61551,34014.54505,21592.89559,24139.6572,28574.68673,19591.145,22272.64635,38673.08663,37824,25853.55167,30053.31677,24543.64934,47928.18637,33433.54723,18721.48096,21594.02539,14132,14018.98105,,40000.81057
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44788.33088,40497.9495,33426.51839,31697.91798,34343.82357,,40687.95842,47743.45225,31292.38832,38235.08692,19524.32893,,23648.02737,30698.23797,25937.24838,34264.1719,17372.83887,20702.19671,,24908.06882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46339.81638,36016.15635,41483.89023,,,42288.5436,33973.3416,37016.97557,22470.17787,30680.38391,16104.07476,47511.74794,39611.22737,36400.05893,33450.59257,21199.36352,20905.73646,,44081.91024
,,,,12858.98526,,,,,,14022.12484,,,18636.25805,,,19467.21924,,,,29562.69592,,39552,34559.2661,27024.11127,34240,,,,,,,,,20133.1587,25522.49422,34429.05852,34364.39032,27361.7559,42561.69598,23041.72656,,18658.88284,21825.73452,23866.67393,20979.97191,26505.74183,28040,24893.4384,26174.97917,24184.78856,38480,47433.61125,27688,37264,15783.23949,20015.49814,22928,,32584,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32416.25535,31331.2096,24420.10492,51931.08811,,28847.93047,19786.83056,22617.36987,15943.16917,46744.81291,34989.72609,,15926.8214,,19617.49005,,28992
,149449.2123,,40514.84297,,,,,,,,,,,,,,,,,23992.5243,,77977.62061,15997.50133,24247.8173,19968.06878,46520.69859,29343.24389,,8711.25557,,,,,28849.68597,,,,,,,,,,50660.36902,,,,,,62299.44295,,,103208,,,,,,,,,245176.7193,,,138564.0669,,68684.83392,,,,,,,,19436.17623,,,,
22250.30854,14957.84886,9546.070602,30929.71675,23962.98186,12185.11656,15302.11071,21016.90744,31707.64381,12139.40182,10673.13389,12397.74494,10352.50496,23093.57993,,11750.47865,11328.8989,46357.53807,8597.755249,19145.99742,16448.22306,23634.22635,25298.08285,21770.40935,21190.69245,21967.05039,21775.66019,26466.73095,13578.55361,14482.97991,29146.36782,20654.56833,22848.56942,21782.63712,14627.11256,12918.76042,20806.81815,15751.39126,20218.92277,21454.09982,10788.88054,12881.91236,14400.34512,10314.5588,21400.01039,22628.53756,24055.1591,16676.56185,21095.02343,19763.77391,20592.66869,19726.59059,16210.60273,21645.33465,21719.96942,18234.8352,16365.48321,18647.31849,20193.47668,23131.14654,,,17698.76652,23258.57946,,,24601.98614,,19767.19385,,,,,22323.137,,,,,,
41134.78315,,,,40762.76067,,,36273.0034,44558.35357,,28974.01874,39952.07171,32309.93236,35361.89355,7816.205602,31821.19705,28513.74538,36886.60072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42944.7312,,36035.34674,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34069.79451,12845.54321,17178.24536,17428.62151,9566.684234,26201.44609,26360.30076,31472.11418,22033.07427,,25979.10613,44459.75463,26497.61238,22657.52482,,14110.01611,,,30056.261
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21201.09443,,,59133.42188,29362.80643,,,32141.25744,44346.39446,28454.67775,24840.85088,31006.28448,,,6041.690155,6606.208117,12016.27923,,43295.15512
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38076.98786,30380.68397,25511.27148,42909.2458,31738.59648,,30578.51303,22551.80368,,,17350.44878,24521.30999,24522.99602,34272.89046,,,,,
,,,3893.877839,,,16256.42292,,16055.61025,6970.252676,7630.36033,6038.988422,5393.436028,,,6196.913847,12503.57078,4815.27934,19944.88167,14348.6097,,,,,,,,,,,,,,,,,,,,9795.092679,,,,,,,,,,,,3093.208738,,,,3517.532874,,,,,,40562.01343,,,23419.60205,,,,30075.01956,,,,,31075.70648,,,,,,42336.8028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12003.90464,,,,,5593.573679,41033.75517,72015.66753,27097.63319,57010.77184,30068.77073,57403.57742,18977.42189,33421.85764,,,50701.22537,,
25804.3633,21543.95849,17136,,26760,18195.10561,22320,28056.30188,29760,20235.20166,21936.65623,,20828.00789,31368,,22904,23827.89255,27480.44718,12011,25016,27204.33988,27722.55259,34994.38834,29024,29652.2044,33396.62319,33369.49532,,,23163.01133,31285.89504,,29131.05788,27560,26711.4186,16452.00998,22026.93066,27746.58237,24012.35488,37920.81542,23635.37477,27371.93196,29960,26284.23235,33577.3031,28869.82613,31649.51881,32399.87929,39761.011,31009.32906,34416,38134.7747,39196.43879,31704,38036.40571,29829.59383,26853.87211,5303.176759,,40389.99239,,,,,,,,,,,,,,,,,,,14931.37435,
,,,,,,,,,,,,,,,,,,,,,8112.520619,,8867.999713,,15270.07976,,,12550.09219,7619.915303,,13249.12565,9092.065016,,,,8537.599825,,,13198.10201,,,,,,,,,,,,,,,,,,,,,,29014.5484,19813.36565,20678.50021,21604.97501,27164.14669,39614.1966,27396.96171,24558.05288,,13492.07683,,,24940.22336,11237.85593,21392.40505,7444.385738,16771.47488,,25534.33446
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4063.102022,,,6820.982732,9719.400799,5786.981693,8994.91802,,30262.74672,16146.68153,6749.056976,39089.38235,5827.786087,,11722.82119,6630.177872,,17262.87795,,,,,,,,,,,,,,,,,,,,,,
12506.0216,9648.145355,11439.44356,21750.93893,14563.54741,8174.615656,11733.67327,,19541.95213,10531.775,13537.28861,12367.19229,13030.69008,39022.20796,,14846.75634,15170.09537,16182.19959,,15147.18787,,,22422.64246,,,,,,19312.66106,12752.43577,,,24179.14285,9995.519256,23623.14545,10503.29499,,,15457.95459,11430.04394,,,18614.97782,,18537.0614,,37428.01104,,,14884.34267,,,,36845.98899,,14744.57651,20256.48397,47340.95938,34168.1635,,,,,,,,,,,,,,,,,,,,,
,,,12606.36127,,,,,,,,16235.15764,,,,,,,,,20898.77774,23296.80643,32347.49997,34769.80587,38202.43614,36418.56101,35140.89002,38759.96401,18465.81699,16923.44916,19637.35187,24429.32657,26865.1872,22652.66673,23884.87141,,19449.9796,20228.28783,17633.8566,36687.85153,,,,,15841,,,,14235.67839,20064.17764,,,61769.2943,12686,,,24824,18805.46291,,13893.67104,,,,,,,,,,146796.477,99890.00206,99441.6612,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16432.6339,25955.57023,34928.53377,28949.5582,38688.49362,27152.0676,37379.27141,21053.99363,32136.62739,25361.87146,26078.61757,17250.82078,36557.74852,28412.33048,22615.34214,23085.54794,18024.38423,16845.68706,,25081.41152
,,,,,,,,,,,,,,,,,,,,,,,,53896,,,,,,55330.19289,,,,39853.56476,,,49695.72829,,,,,28368.8073,,25532.73704,508480,,126054.6029,,,,35149.07461,51733.74056,,,328139.2942,46820.03327,,1502563.298,38395.4625,,,3502371.879,2053489.761,,54918.81014,,,,,,,,,,,,,,
12776.23897,16742.76428,13784.97289,20445.46759,,9881.255261,20335.79868,,,,,15530.93815,,,,,,,10732.70536,,,,,,,,,,25252.91857,29969.68745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18071.96068,,,25949.08292,10563.48123,,16172.30023,25198.13157,38335.444,17322.04752,18634.12791,12997.93884,14640.23787,44083.15027,44225.87661,34322.65432,18870.79195,27511.51702,13435.40235,13598.24384,,29542.49363
,,,,,,,,,,,,,5463.894909,,,,,9128.050873,,,,,5179.328249,,,,,,,,,,,,,,,,,4199.758157,2971.240886,,4123.586912,,,6137.304884,,6607.862827,5823.936678,5967.523246,5886.048786,7580.908725,6233.33398,,,,5409.302343,,5417.686929,,27097.33746,,,,,,28193.73304,21995.29576,11423.7004,12080.68609,,14406.51535,,22046.0569,,,,,36254.3433
,11236.14238,,,,18730.12029,23774.92939,12154.24081,,24500.33362,16920,36047.88671,26627.21012,,,12292.45113,24462.01862,17757.41196,10759.56355,34696.36662,,,,,,,,,,,,,,24913.82461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5767.143772,12565.21151,10941.72257,,,12718.02918,9101.518907,,10538.93,25548.99984,6403.376257,8596.086494,17110.03556,9477.950038,7708.993808,13208.50603,20737.51192,,17887.05338,10985.77257,9399.201369,8816.321306,28622.29047,22307.08604,11746.56383,16400,11737.52042,15903,8456.659728,3859.533917,18434.76321,8961.741732,14664.07504,5330.114199,13920.08553,5841.896597,,4716.940315,5026.640947,35714.45281,,,,,,,,,,,,,,,4864.659289,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35070.42187,30588.44958,35065.90722,35459.81827,27998.04018,,27865.54215,54943.95369,,,,22015.17114,24770.65323,31467.55162,20625.67882,11983.46425,19422.57421,,,
,,,,,,,,,,,,15499.68326,,,,,,,,19860.24022,,24666.66891,20324.35033,20247.89822,24404.62615,29899.83602,29208.24257,17335.49039,16214.49883,25437.70706,18968,23451.17101,22692.94423,24480.21175,16840,19761.71619,19824,21640,34817.68049,,,,,,21197.78827,17108.0446,21343.12705,,,,,,,27817.98028,23000.44541,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6517.649138,6413.949421,,7252.184953,,,,10928.08278,12657,,,,20064.52707,,14621.97493,,18284.67308,16943.27837,27728.02186,17644.98815,16076.47482,21328,15440.58476,,27024.71935,18561.82273,13517.43946,19288.35231,,16911.4903,22674.32044,12017.21603,10032,9569.141739,12514.5823,9695.633634,9398.831777,10397.88824,16745.25121,17791.55778,14849,13611.73206,17896.52492,34571.35173,9186.688129,12148.02657,14639.61008,10165,13537.12207,9473.426528,14244.46537,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12607,12148.29888,18578.10402,17550.01134,24646.77584,18786.26778,24871.24658,14622.96257,20459.67084,14936.01267,16452.12072,10472.69956,12600.43855,15356.00377,12880.40338,34269.8129,20940.13318,23544.53874,,14103
,,,,,,,,,,,,,,,,,,,,,26881.34123,,29104.56616,15414.48863,,28100.09959,34096.75105,,15313.40427,,21215.59395,15749.94993,,21112.68472,27405.23613,17772.90764,,12559.10133,30685.57732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19003.82696,17098.97812,15090.17706,20770.03295,15898.17715,13587.84094,7451.18498,19856.67185,20224.70431,21155.13788,14225.79609,7397,21866.87008,33721.80956,,17582.34615,,15575.59464,9597.624121,13181.30157,17400.73899,16917.25156,23571.86969,19847.04165,20319.766,19418.81729,22197.49451,23797.7624,19851.56373,18058.00641,24634.41153,20639.46625,22413.40858,19081.08542,19445.86127,14675.76643,17942.83864,17051.11986,17483.874,24056.55749,,14020.47836,14095.38024,15725.61966,18896.66033,14161.82955,15181.34842,17942.74322,19097.88458,16006.48417,16358.92792,17882.51878,31016.49028,15017.20496,19472.53068,14165.25515,18270.44208,18481.38275,,16904.89821,,,,,,,,,15516.662,,,,,,,,,,,
