Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
0,0,0,38713,19913,16968,9795,4743,32493,0,0,0,0,0,0
0,0,0,135670,132942,121959,0,0,0,0,0,0,0,0,0
383238,334043,518077,54062,45773,19169,62185,46194,11023,140383,115977,140861,39775,0,38668
781929,733348,780564,352021,311988,340336,827991,713635,765202,0,0,0,52876,0,73031
236288,223373,312973,0,0,0,0,0,0,0,0,0,0,0,0
339130,339712,330776,521213,497580,570470,867372,758949,725126,187926,129860,159264,537722,17420,112072
3085443,4253224,4745825,0,0,9084,10137820,12445936,11257126,226423,220436,217514,15796,10058,60474
54095,39667,65702,240208,463802,293519,513301,322455,288950,417918,283156,496897,428836,124297,237339
0,0,0,5196,11499,20192,0,0,0,134100,181841,193846,0,0,5061
0,0,0,0,743,23628,0,0,0,125233,153789,163165,0,0,0
3401430,3864784,6789572,0,4021,0,5937,4528,6473,0,0,0,90821,8263,111190
0,0,0,0,0,0,0,0,0,479261,727321,713518,70827,0,71912
0,0,0,0,0,0,0,0,0,209075,278144,301544,39838,0,61734
906504,1071590,1742841,183949,229542,159649,744677,717731,846093,9537,15017,30110,52831,0,42750
42187,24472,62864,254486,261370,227909,0,0,0,0,0,0,7777,0,5967
60783,37846,31560,810393,955732,779048,995776,1154372,1252210,146266,213438,186874,690623,78688,809505
22596,24611,34198,0,0,0,0,0,0,0,0,15742,61806,5967,21332
0,0,0,0,0,0,0,0,0,129029,181601,167590,0,0,0
0,0,0,79618,107585,133930,144000,169175,176510,706098,1005627,1013961,165700,13008,153630
0,0,0,0,0,0,0,0,0,51574,100733,119634,0,0,0
0,0,0,12109,9119,39086,6243,5592,2786,718277,752045,852310,10902,0,26331
7415,7436,5021,20048,0,0,0,0,0,53015,19016,77880,0,0,0
0,0,0,4149,0,0,3010,10043,6995,402771,572539,546814,20884,3383,27246
1126041,1482332,3481232,22494,19607,19988,53471,47446,48968,0,0,0,0,0,0
0,0,0,0,15725,11176,477,3884,3971,165567,243341,267618,12211,0,7535
1435949,1937822,3811163,0,0,0,2004,0,22261,0,0,0,8284,0,11365
0,4408,0,580086,691582,766688,301591,330344,320943,612116,727764,680782,30313,5490,65883
501663,459075,573359,76659,67424,58871,1877602,2305218,2307388,4871,16017,6467,3579,542,30090
1904551,2041808,2659614,97803,111107,94874,2427490,3183942,3106950,13852,17238,13126,43165,7299,49285
0,0,0,250300,310212,246919,262984,284464,306776,31004,72055,36812,213548,0,221558
0,0,0,15761,27558,36274,4744,0,8866,289762,399147,383694,0,0,0
0,0,0,0,0,0,0,0,0,351505,405714,358130,0,0,0
0,0,3877,5741,11910,4790,2814,10340,3734,0,0,0,0,0,0
0,0,0,570549,676132,530430,1178621,1305192,1441627,0,6872,11262,106701,6711,112520
1711536,1616164,2483473,0,0,0,0,0,0,0,0,0,1001,0,0
0,0,0,0,2378,3782,4974,0,0,0,0,0,0,0,0
263338,280698,238999,441521,477550,370409,1907104,2077208,2159604,56711,151647,73208,147881,3753,31596
0,0,0,53625,72477,106804,12642,28071,47503,615224,826409,861159,14800,0,14429
498119,427593,498880,11906475,15640315,17715606,9472730,10896619,10638304,216013440,278827776,294099904,16468410,3347268,16850904
0,0,0,0,0,0,0,0,0,212929,265826,304282,5978,0,0
0,0,0,102613,146967,143953,90963,112376,141118,2414616,3267838,3210158,178178,11092,199084
36819,80096,180270,0,0,0,108512,111104,113771,0,0,0,0,0,0
440309,425062,524145,6198314,6331100,8101118,6429084,6262474,6068576,4485478,4125516,3932299,3104760,1017309,2191968
2001,7672,3205,87328,74989,58990,167362,156223,147686,79474,60364,65580,42421,6632,41038
0,0,0,39307,56717,65671,19982,32833,35750,571036,508931,576936,37101,0,60246
363847,484875,976871,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,35613,74855,79251,4083,0,0
574338,506844,678653,0,0,3543,156069,142434,269419,0,0,0,6443,0,4827
10253229,11041281,13676313,108699,98485,85156,1488990,1967572,1784254,27235,23779,28567,145442,11206,147936
0,0,0,0,0,0,6872,6230,15317,314150,415281,467252,10688,0,17994
0,0,0,75576,80897,96430,75102,99196,74096,1050678,1370420,1264189,97803,3819,77027
56086,82429,115028,403351,426063,350903,1232424,1361121,1377466,92662,118645,107616,193342,20208,204222
95840,74063,127093,0,0,0,1371124,1439687,1622130,0,13556,9928,215355,15492,227616
2798191,2928917,3239232,1055012,1103767,887568,28867718,32746422,31711000,954079,1110006,1151696,4891537,978562,4949486
3654478,3690622,4494856,488362,491786,479188,29548026,35369524,31919560,139894,225304,141386,1518454,263787,1357539
3517202,3561642,4403018,1076816,1161058,1025779,5548586,6673224,6051684,850611,1015362,1011005,1936048,348543,1850278
2673954,2751424,2329050,408455,478982,406540,323922,374596,398865,405214,463740,478644,1070142,138066,1201823
0,0,0,0,0,0,0,0,0,0,0,0,37675,0,63701
0,0,0,0,0,5241,3836,0,0,264130,278773,359786,0,0,0
0,0,13339,101809,505567,4451,119605,46592,57180,107859,35802,158668,104383,23248,41244
855,0,0,1935756,2068275,2293954,1430820,1657152,1785055,1098330,1040664,1086028,7147,69846,79598
0,0,0,151978,180240,211129,260375,271010,303959,1475792,2123918,2150358,344019,75505,348466
0,0,0,7508,19335,31322,88590,141998,128439,626032,751279,901162,199983,25851,205068
0,0,0,0,0,0,0,394,0,307048,391946,386026,1770,0,5961
4231,0,0,4301,0,0,8560,59125,53493,581306,547426,811303,55347,0,71725
98868,89264,152059,9632,69057,10010,17171,66102,41620,49812,52575,33704,50342,5664,88920
113831,54451,97303,346221,317921,285947,122383,130955,209508,118073,117046,124547,172931,18798,166187
0,0,5031,0,0,0,0,0,0,0,5975,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67701,67887,78646,32124,15614,12292,3294066,4054696,3709887,22682,19526,22811,90924,4071,122333
203630,105735,4439,1499747,1592846,1385777,4553748,5736156,5819258,1401083,1606828,2025829,1482461,551517,1460923
616427,610998,778362,222728,229891,195475,294801,347376,361664,23962,28466,27444,196169,0,187714
0,0,0,59877,48803,84889,0,4374,0,434339,486029,528451,22136,0,12879
0,0,0,0,0,0,0,0,0,73639,58788,65430,0,0,0
0,0,0,19793,55179,90853,13396,14135,27928,1065451,1543062,1451576,100734,28466,93960
0,0,0,0,0,0,0,0,0,55935,81972,90278,0,0,0
92609,118194,172804,584944,1564510,119588,426828,167837,178793,407626,213361,673432,986549,315941,576915
6579,0,0,5836,0,0,6746,0,7805,410802,514377,506521,0,0,0
0,0,0,0,14696,0,0,0,0,166170,186925,194661,0,0,0
0,0,0,65091,85342,107041,91063,148299,126909,1986082,2469776,2941417,294590,56947,357139
0,0,0,0,0,0,71870,78949,88163,0,0,0,0,0,0
100689,151526,175065,14653,63934,18382,36555,86619,87589,8714,0,9905,17442,0,0
1429341,1412896,1760362,0,0,0,17978,22094,12150,0,0,0,3746,0,1548
1336945,1449700,1798472,0,0,0,3425,6157,2687,0,0,0,468,0,0
0,0,0,313888,186282,346018,130864,276558,123031,296895,251629,237469,90869,6180,119842
30198,72297,93385,0,0,0,20662,14063,18956,0,0,0,0,0,0
0,0,0,26999,18155,23696,10580,15224,5718,417222,371855,398997,43700,0,57100
627388,643455,826478,0,0,4216,801646,968378,1036513,0,0,3362,5951,0,8377
921145,979770,1231101,6331,0,0,1261239,1685482,1611507,4234,0,0,18484,3968,23212
193650,244336,480565,0,0,0,0,0,4033,0,0,0,3540,0,0
23021738,22681228,26560948,1660181,1852169,1592036,290305376,353656960,309259552,591450,657767,631081,1866125,295219,1590033
60550,114384,19540,90083,85930,63758,13353318,15416599,15560395,5030,9975,17392,275993,30672,303235
982908,1029323,1063717,4864,534,18445,307840,355857,360966,0,3843,0,5820,0,8484
0,0,0,46118,63420,71686,0,4525,3966,148310,228752,226802,0,0,0
1847146,2037483,2566420,22604,15581,31212,3038802,3759260,3655573,6926,6145,18446,156410,0,169040
0,0,0,6935,16946,19702,0,8030,9845,727091,749681,924963,0,0,0
0,0,0,101528,142427,152642,83976,65177,54613,625620,728287,658739,111146,4412,118608
133352,131366,142853,1280791,1396723,1334246,635585,706239,707741,1932576,1656792,2197873,1108585,607184,1039851
0,0,0,418918,380961,395529,103627,165627,134115,268213,256005,281862,17788,5294,7524
133398,127298,210026,2208048,2611369,2858260,2101284,2082588,2205054,1357946,1452499,1513556,510113,181791,510325
0,0,0,38888,28112,30154,226254,461767,303458,1979287,2547859,2910098,630570,146351,604514
0,0,0,0,0,496,83492,118987,105932,713434,1065956,1086741,262400,32152,291641
0,0,0,62311,65014,62846,179467,232308,212457,400070,673621,584601,218250,0,186913
27734,32350,4047,5545248,5775108,5999800,1932858,2327380,2311180,3596500,3804192,4066752,247041,337087,500426
0,0,0,0,0,0,0,1485,0,357504,497138,454580,110525,0,105867
0,0,0,0,0,0,10131,25361,36848,291689,381245,463073,14731,0,13928
0,4415,0,0,0,0,22850,31469,25446,351087,489896,477202,130506,9946,153128
107889,136851,142979,42305,30660,18509,34389,93404,118692,9026,31022,19311,37786,0,43879
377943,537464,908968,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4951,850630,1117175,1111959,0,0,0,4080,0,0
0,0,0,0,0,0,1040043,1519317,1493187,0,0,0,0,0,0
44237,50614,47483,22968,14564,16770,5345,12738,14963,0,17267,7463,63938,0,109800
0,0,0,3348,2296,0,4661,2227,2599,196797,202028,216434,0,0,0
0,0,0,2426,20601,13172,88367,108840,117942,458379,599311,509020,248642,31936,235696
10976,12845,28206,0,0,0,278229,285419,326511,26962,18484,33437,25482,0,53824
4211,900,4472,0,0,0,0,11579,2467,0,0,21002,112093,4159,102869
77884,36178,78826,0,0,0,5036,30136,19714,0,0,0,50727,0,128795
0,0,0,854,20676,20675,56516,55539,86737,266216,281548,266650,18910,0,4662
0,0,4386,8058,8929,5010,79154,106344,117214,155537,206793,211641,106407,22941,148627
0,0,0,8673,18459,19553,85509,136222,118395,290194,342041,416423,39551,0,38136
0,0,0,29278,38933,38965,0,9791,0,19603,34286,27745,19624,3823,8947
0,0,0,5490,0,6206,92583,69716,99413,536371,643104,571218,308511,64515,435740
6888,0,0,39102,40892,58094,117769,135623,130474,9599,15237,15495,33278,18077,40931
0,0,0,0,0,7944,19855,43862,24461,130816,151233,143926,21675,0,18683
0,0,0,0,0,0,20851,34187,28759,56481,90684,64092,34541,0,43602
0,0,0,0,0,4950,29550,31524,22148,263346,333929,323123,75128,16468,152999
53078,30476,39229,65115,54381,48533,114826,128092,126746,22567,20742,24216,89659,33547,79127
7658,18587,3691,39068,48489,83669,124673,120101,103234,560339,623762,626437,47899,3436,19653
54363,46225,89431,88799,117447,106594,209237,281540,231062,44324,48514,50017,142211,29974,128448
27188,20236,24608,28818,16607,36044,109560,127997,180300,14952,2585,7548,20293,21157,24404
61296,79434,66079,151088,158846,131035,418303,497265,513228,36380,35940,20956,104645,36010,84897
0,0,0,0,0,0,0,0,0,87517,63369,92308,0,0,0
0,0,0,0,0,0,0,0,0,979225,983396,1142281,0,0,0
51422,45795,41323,197315,177022,161159,225369,236441,255211,50300,80933,68957,94741,34435,73450
0,0,0,200229,173298,195452,173756,181548,189971,27720,36539,44857,69071,3525,93717
0,0,0,0,0,0,23844,19997,18889,59233,54168,73128,0,0,0
5352,4876,2509,55738,89358,64556,54861,56199,60489,2954,0,0,34501,5740,48718
35847,52195,50173,50668,55670,48397,47963,54475,61330,46181,26456,57122,18229,2299,29562
145010,144826,146717,135402,148400,166020,170585,230609,191545,0,0,0,0,0,0
10414,26995,19888,18144,27400,21943,13140,23094,37226,281338,254192,333036,27383,6389,26216
19510,11561,18093,3788,18866,16988,12706,23094,36337,292020,316155,309729,17683,6389,20026
0,0,0,0,0,0,0,0,0,340721,317793,414242,0,0,0
455714,478624,520863,608462,668418,549848,489244,542859,585285,519678,521078,565784,189297,2620,170708
0,0,0,0,0,3277,130152,174429,124245,0,0,0,0,0,0
17733,5243,25627,58142,89456,76181,33387,31109,38621,24850,32622,22085,17335,20023,11594
53641,30349,48270,7132,3100,15716,18055,8401,11322,5623,5304,4180,7170,11440,10710
2926,0,0,0,7551,0,41333,53263,45943,0,0,0,656938,116834,619180
8663,4816,4674,16021,10651,16859,26999,25570,29467,4391,6914,10829,105175,21492,93502
0,3078,0,0,0,0,0,0,0,318664,304891,433621,7251,5621,2880
0,0,0,0,0,0,498903,458527,438257,0,0,0,80498,0,87317
0,0,0,0,0,0,498903,121643,109981,0,0,0,80498,0,87317
18631,16674,44740,43187,38673,41409,35353,43348,43477,33130,41682,35005,62704,9161,57480
110025,127252,141265,185535,182739,173024,141732,154697,147975,154314,193966,186188,45042,7786,46958
0,0,0,2859,3630,0,0,0,4261,2788560,3078568,2894128,0,0,0
0,0,0,0,0,0,0,0,0,0,90919,2068,0,0,0
0,0,0,0,0,0,0,0,0,151398,173880,128155,0,0,0
0,0,0,0,0,0,227749,188150,272119,0,0,0,0,0,0
0,0,0,0,0,0,379140,393181,487929,0,0,0,0,0,0
120379,133585,167742,0,0,0,0,0,0,0,0,0,0,0,0
12710,11292,0,1649287,1765300,1851216,88228,114456,95954,260685,376897,355810,0,0,0
547331,608168,636026,2161270,2368721,2665494,1815048,2285249,1961014,450141,590735,587458,141437,17954,126317
0,0,0,85121,123190,134069,54532,45247,56068,243865,253197,247293,17745,0,5617
132626,78637,101729,67384,116661,112822,0,0,0,21875,23860,0,0,0,0
96499,147751,130688,0,0,0,0,0,0,0,0,0,0,0,0
115770,149534,245223,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6083,51146,70436,58383,115865,129574,161495,20147,18452,12232,28717,15816,39157
0,0,0,0,0,0,0,0,0,0,0,0,99560,7459,77576
0,0,0,0,0,0,0,0,0,78989,116736,96486,0,0,0
0,0,0,4041,0,0,0,0,0,0,4750,4603,0,0,8990
0,0,0,0,0,0,873994,770321,932948,0,0,0,0,0,0
4323,0,5271,0,0,0,160243,168549,223145,0,0,0,0,0,0
3934,0,0,104807,95254,98566,0,0,0,131848,184276,176794,0,0,0
20587,37311,20197,335806,381081,357839,317040,377100,330872,1471777,1507164,1533686,570645,248532,479486
0,0,0,0,0,0,0,0,0,8909,0,36209,22958,0,34472
0,0,0,0,0,0,0,0,0,366686,339296,343016,0,0,0
0,0,77010,8860,97900,51435,285800,238372,312758,7915,0,0,8823,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416700,437803,598218,0,0,0,0,0,0,0,0,0,0,0,0
46001,35188,93320,0,3781,11552,14209,9951,7878,10037,8435,3576,0,0,0
0,0,0,0,0,6107,102861,82704,91903,19879,20973,40171,0,0,0
0,0,0,0,0,0,113950,123535,143109,132378,132983,143123,16439,0,25146
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10924,42633,37294,24934,441712,386928,397477,5709,19615,4079,50020,3969,72207
0,0,0,0,0,0,0,0,0,102931,138965,129622,0,0,0
0,0,0,183893,14260,55023,16418,15340,18001,49930,73201,38246,8279,0,5144
8665,0,45554,1119140,1054398,1086931,794652,944030,846755,141402,177079,159574,0,0,0
0,0,0,0,0,0,0,0,0,29651,36713,0,15540,13635,84680
0,0,0,0,0,0,0,0,0,29651,36713,0,15540,13635,84680
0,0,0,0,0,0,0,0,0,58168,85440,79692,0,0,0
0,0,0,0,3609,0,0,0,0,26883,21037,29101,0,0,0
0,0,0,0,0,0,0,0,0,82726,83029,98784,0,0,0
0,0,0,0,0,0,0,0,0,147843,187121,188154,0,0,0
0,0,0,0,0,0,0,0,0,326258,405665,384796,0,0,0
0,0,0,0,0,0,0,0,0,109451,143302,144333,0,0,0
0,0,0,0,0,0,270035,346039,310366,0,0,0,0,0,0
0,0,0,0,0,0,885258,739423,889830,0,0,0,3396,0,10298
24324,17180,44505,11314,15525,9405,161655,185235,202371,6537,3888,0,74292,3417,79345
0,0,0,0,0,0,0,0,0,3180,0,3264,29908,0,27677
70603,87191,310177,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,167811,190868,153819,102162,178938,139113,11620,21197,11452,50017,0,61295
0,0,0,0,0,0,0,0,0,0,0,0,18040,3224,30852
0,0,0,26362,43127,20320,22324,32450,9412,3162,6864,7979,70412,10715,76229
814132,981536,1012890,54488,60582,45824,109799,129874,129625,0,485,0,0,0,0
1072252,1171832,1169571,24043,26222,10448,4350,13265,1894,0,3884,0,0,0,0
806952,697034,773746,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100153,115185,92809,0,0,0,638833,746391,715202,0,0,0
0,0,0,2344385,2287694,2270022,363599,369994,323796,0,0,0,0,0,0
0,0,21328,1236402,1308647,1087597,869282,1101482,940135,0,0,0,0,0,5150
0,0,0,0,0,0,0,0,0,0,0,4633,0,0,0
0,0,0,3713,3566,0,0,0,0,510579,583042,617895,0,0,0
0,0,0,3531,0,0,0,0,0,94281,139342,138396,0,0,0
35542,19230,74188,81895,84816,82491,3892,0,0,12274,8170,17721,0,0,0
1099429,914982,1146798,6824454,7201406,6182206,3574856,3918865,3690642,1790238,1825956,1938816,113540,6200,129018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,212424,260663,251393,0,0,0
0,0,0,10022,26696,31746,0,0,4517,0,0,5196,0,0,0
0,0,0,0,0,0,0,0,0,139831,139566,157350,0,0,0
0,0,0,0,0,0,0,0,0,55467,89652,84662,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,195804,305337,145519,0,0,0,24103,53395,0,0,0,0
0,0,0,0,0,0,0,0,0,408879,427988,542715,0,0,0
0,0,0,0,0,0,0,0,0,499136,648410,687781,0,0,0
0,0,0,0,0,0,83360,128606,126812,0,0,0,0,0,0
70719,55975,143430,0,0,0,241178,114483,163841,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8079,4844,93481,117626,103297,0,0,0,0,0,0
0,0,0,2531337,2288059,2055234,0,0,0,144986,128200,139434,93507,0,72039
0,0,0,0,0,0,0,0,0,24783,29999,0,15480,9999,61558
6560,6290,0,26201688,27191360,26174064,1566227,2014798,1894385,4657206,5652906,5705774,227208,22906,228218
0,0,0,0,0,0,24093,108131,18571,0,0,0,0,0,0
0,0,0,2631504,2695350,2243241,1080753,1267827,1222470,30510,26855,31368,0,0,875
112556,126987,180518,1280963,1451708,1254529,0,0,0,372987,420055,381050,97386,9667,104214
120166,100296,182004,489522,451846,424392,24256,44720,20978,483613,543124,533965,96452,3411,108776
0,0,0,8695660,8943641,7966312,1539038,1955781,1762610,1076735,1106706,1249685,7362,4686,2997
20572,59747,42727,0,16057,0,0,0,0,0,0,0,0,0,0
0,0,0,1397244,1682567,1399652,685623,833728,815506,0,0,0,0,0,0
0,0,0,95951,91669,107934,0,0,0,0,3928,5521,0,0,0
4240729,4012504,4154184,219748,84766,120940,102451,173692,138956,131295,171322,108816,76233,100209,81436
197470,202857,223421,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,39101,59363,61518,0,0,0,576776,763791,743981,2398,0,18676
0,0,0,630249,686767,606842,33361,12440,16463,0,0,0,0,0,0
0,0,0,69752,99981,108906,0,4372,6784,161661,170494,141447,4151,0,7775
0,0,0,0,0,0,0,0,0,0,0,0,81876,0,59438
0,0,0,0,0,0,0,0,0,72434,95880,113802,0,0,0
2681254,2149814,3872976,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,36398,46837,39805,5965,10382,25564,12948,0,14624,0,11546,9981
25353,38868,24825,27953,22222,27108,17582,38376,23094,32875,32472,19055,31085,40582,26167
6351,10322,0,39941,48256,48343,78990,67562,92188,8657,0,0,7507,0,10102
436878,559630,427810,148522,100971,93080,75519,97439,132433,163339,60426,163036,1221696,213298,1245987
284807,406467,774212,0,0,0,22958,0,0,0,0,0,0,0,0
5543,0,6321,16748,12668,9969,71285,86437,83547,0,0,0,0,0,4167
3044268,2828372,3438950,455653,479903,398575,101690,134497,120341,47451,41321,30350,90633,4426,98036
0,0,0,0,0,0,0,0,0,0,0,0,176909,18985,162278
3530471,3467885,3865896,911773,965327,988595,88710,55035,97759,263124,334296,303514,183513,11130,193324
150428,230514,293808,68704296,72698112,65990584,7277820,8952553,7724674,11612684,12270005,12399248,1312219,287105,1419875
0,0,0,63229,74567,65565,44693,66004,50430,0,0,0,0,0,0
0,0,0,104068,103488,89686,143709,164032,173559,0,4444,0,0,0,0
83531,21140,77310,0,6705,0,0,0,0,0,0,0,0,0,0
74930,86846,50701,520272,649715,530721,237095,250232,311702,121862,189428,176656,10329,0,21217
326178,425155,393327,5452152,5070262,4928637,482226,531035,531223,2273921,2586087,2269451,555704,55667,540619
728582,689888,701119,4963879,5066006,5266312,124827,154794,103472,1477733,1605937,1609004,199020,7364,158026
179106,203941,235589,154753,120725,163088,389833,633875,544794,99048,118718,58787,0,0,0
43560,26293,22975,15734183,14950694,16264256,2104778,1963561,1966295,11218242,13268726,12574405,645324,79830,655234
0,0,0,0,0,18479,532982,749494,655059,21951,12975,0,5969,0,0
0,0,0,3014086,3070062,2873115,863894,912419,884485,74270,57225,107149,0,0,0
0,0,0,1365628,1361285,1258199,57336,35355,28031,124301,112951,113142,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149004,141755,197337,0,0,0,0,0,0,0,0,0,0,0,0
78407,113832,245981,0,0,0,0,0,0,0,0,0,0,0,0
433802,497559,580963,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,55935,81387,71868,0,0,0,0,0,0
0,0,0,6515,59145,0,0,0,0,0,0,0,0,0,0
0,0,0,148502,180651,176727,91597,97013,89638,49173,55426,62848,0,3888,0
0,0,0,5067,13398,59550,5663,6331,10597,9677,7540,8802,0,0,0
0,0,0,7791,4167,4032,0,0,0,407296,488649,494697,4244,0,0
0,0,0,48283,45590,67859,12885,11635,8698,116347,136184,129564,5351,0,540
819301,939626,1009709,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,770095,1002817,990070,0,0,0,0,0,0
0,0,0,0,0,0,492280,174576,236076,0,0,0,12995,0,0
16444,5967,8164,6718,24357,13722,35635,64722,56065,0,0,0,0,0,0
4535,3928,13475,25003,38378,50356,33259,34871,48054,0,3906,6713,7996,8920,0
248055,405181,710112,0,0,0,0,0,0,0,0,0,0,0,0
413133,490175,616793,0,0,0,0,0,0,0,0,0,0,0,0
204625,186847,176521,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,160002,158035,145862,380897,479825,517127,0,0,0,3420,0,0
0,0,0,66672,46277,16511,12750,20100,0,0,15006,0,0,0,0
0,0,0,12495,11508,18819,147768,155539,157512,0,0,3226,0,0,0
0,0,0,410,6474,7443,120847,145903,152564,0,0,0,0,0,0
1503387,1304582,1835865,1320767,1491416,1195886,624538,775586,834486,245095,282594,300736,597658,125264,598580
0,0,0,8322,3681,0,964,16704,14041,0,0,0,0,0,0
477,1778,2209,16404,14506,15293,162329,207467,194198,607,673,0,0,0,0
0,0,0,499,3681,4155,3277,7620,1346,0,0,0,0,0,0
0,0,0,3847,2977,0,0,12704,4675,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3762,0,8497,6559,0,0,0
119501,79732,62440,11820685,11026284,11454533,343282,345672,293495,1069431,1228589,1206348,121626,0,66662
3432734,3367447,4035922,2803755,3440461,2820188,8388668,9062750,9849626,1284509,1527927,1645112,0,0,0
28176,57204,37813,35536,29949,48514,96070,119372,123771,0,0,0,0,0,0
56435,48520,74368,34085,47331,10865,81082,44654,72508,9793,37835,6953,0,0,2219
17733,22890,51544,0,0,0,0,0,0,43341,64458,49477,87365,44646,139684
0,0,0,66188,53295,37684,0,0,0,64183,33398,25489,70920,0,64230
16955,29504,81696,0,0,0,0,0,0,0,0,0,0,0,0
299368,302508,450375,0,0,0,0,0,0,0,0,0,0,0,0
24961,8916,3594,306529,254889,292243,0,0,0,0,0,0,0,0,0
22211,40170,17143,237949,237768,251452,961861,1205282,1088612,12542,36810,17124,11167,0,12445
4820,0,0,139160,77721,117126,92180,101198,77405,20477,7912,9805,0,0,0
0,0,0,172187,177426,96568,134434,124580,52577,36928,35335,20061,17776,0,18116
0,0,0,172187,177426,180182,135025,124580,124128,41995,0,0,17776,0,18116
65412,50235,12111,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15819,4428,0,0,4131,137780,75181,83374,0,4145,12423
20257,79248,37412,0,0,0,0,0,0,0,0,0,0,0,0
18874,13533,24058,30986,34700,47766,38437,63781,69498,0,0,0,0,0,0
10087,0,0,84074,79139,94197,8745,0,16009,111525,143316,156761,555240,52439,483491
9085,5420,51459,0,0,0,111162,152760,149259,0,0,0,0,0,0
0,42482,0,0,8517,6754,0,0,0,108158,95844,136757,309680,65571,351889
0,0,0,0,0,0,69047,81482,96844,0,0,0,0,0,0
0,0,0,0,0,0,16394,11266,4742,0,0,0,0,0,0
0,0,0,0,0,0,10922,24406,30402,0,0,0,0,0,0
0,0,0,0,0,0,4375,4514,3184,0,0,0,0,0,0
0,0,0,40444,40834,47670,701512,878503,840874,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672,0,0,353003,297244,361849,38094,0,30936,638146,729604,677684,36069,1977,58837
79607,87512,158476,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23015,13538,26869,59415,88888,97112,0,16600,19719,4117,11695,0
0,0,4410,68229,31455,33040,38940,58609,78343,13004,0,0,0,0,0
0,0,0,55056,89318,69967,87418,46019,53395,0,0,0,35136,12453,27578
0,0,0,0,0,0,0,0,0,49047,47214,20357,0,0,5538
106338,138262,174933,61417,106632,94110,151706,204410,207296,0,0,0,0,0,0
0,0,0,0,3996,0,240989,332407,375743,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2009416,2273769,2346002,0,0,0
141090,132059,118677,20301,17087,31196,210302,293536,301080,4840,0,0,0,0,0
0,0,0,13398,10037,0,47806,41103,57274,14991,10844,8390,0,0,0
0,0,0,64966,42799,23517,7062,8610,13638,28818,35698,16998,0,0,0
0,0,0,24444,58100,12348,0,14534,13638,19406,18750,0,0,0,0
0,0,0,0,0,0,0,533,0,0,0,0,0,0,0
203993,222801,367276,0,0,0,0,6295,0,5435,0,0,0,0,0
0,0,0,0,0,0,87928,103951,92201,0,0,0,0,0,0
381742,235835,334445,96617,90478,74984,162159,211276,224352,12691,7980,12379,0,0,4496
798196,923617,1203307,175776,178714,207124,13271,20068,13944,38670,53919,100755,11683,0,1038
0,0,0,0,0,0,0,0,0,0,0,0,42459,0,60419
0,0,0,0,0,0,4096,2042,0,70494,80705,60145,0,0,0
0,0,0,0,0,0,37810,58937,77007,0,0,0,0,0,0
798196,923617,1203307,0,0,0,13271,0,0,0,0,0,0,5246,0
0,0,0,20994,22184,42213,23716,15648,9572,19621,25938,21271,29693,5451,33546
5182,0,12801,48071,153842,0,32245,8988,0,31765,5916,69148,239132,92203,108803
0,0,0,88910,204559,0,0,0,0,4703,5260,18481,0,0,0
66864,89719,125147,57071,7433,1018,191273,209871,212449,92296,47602,78449,118738,23315,127530
19991,17992,16441,29227,34946,62823,24875,12986,19177,29758,31286,20972,0,15736,8319
46762,113816,100443,34431,0,0,173604,71775,65123,0,0,0,36210,46601,5653
7073,8991,25684,16229,0,14990,77738,133545,107444,43437,52194,28846,36210,13889,30967
30572,19314,17173,41849,24044,15182,66064,75344,34049,0,0,0,20898,86226,35558
5085,3425,3634,49691,7979,22049,66064,77026,39498,15937,0,0,20898,72845,35558
0,0,0,0,2401,0,148958,203885,213620,1625288,2391790,2369900,712344,154455,747877
