Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
3100591,3273388,3040285,3270378,3237193,3347780,3241500,3152864,3352030,12406677,12897044,13829544,3496668,3231535,3471076
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3485,0,0,275487,332717,283901,66135,64019,54386,0,2027,0,0,2235,0
4589,0,0,180350,194965,192538,39144,46769,43096,0,2064,2419,0,0,0
0,0,0,66599,71793,59274,3118,1584,901,0,2252,0,0,0,0
47398,71242,88672,40754,53863,72309,43565,66166,64572,32560,88379,30772,16131,32301,5438
0,12759,0,0,0,0,0,0,0,23325,16401,16450,47296,24762,29397
1537604,1959199,2118988,1640939,1791285,1898031,1577349,2166686,1805846,1468494,1976749,1485887,900906,1176421,1008656
10536,6651,3461,14546,5026,14776,11903,18377,3755,20810,21936,16411,21745,15934,21990
0,0,0,0,0,0,137581,174060,149843,0,0,0,14354,0,10199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38395,43018,34486,43045,42497,16084,36172,31725,30771,352690,367639,353112,38773,25422,46452
1318209,1120190,1259895,1270643,1119891,1063532,1344662,1164704,1355644,8388859,7980916,8145768,1223814,1099572,1292106
1318209,1186803,1162398,1261569,1119891,1148189,1344662,1163048,1319376,8388859,7980916,6910905,1223814,1099572,1284700
548326,611380,574398,581180,547312,497567,629607,594898,550811,620342,520808,551521,611660,566091,612624
14441,4664,2069,7044,4636,13578,9516,1466,0,267652,250211,284220,0,21025,4684
4828,5410,5490,451478,981436,400525,27017,26521,34613,2197,0,3253,6491,5001,3705
0,0,0,232602,267291,215836,64070,75521,69806,0,0,0,0,0,0
0,0,0,47938,44556,38540,0,5477,0,0,0,0,0,0,0
14670,23595,20014,24836,22080,29707,20496,25004,28774,305554,467182,290850,4795,7866,20328
443872,476718,440294,410768,444505,416177,483878,454417,405612,441041,401710,419472,461571,449960,495217
834464,917658,1090657,985041,992753,1020124,969567,1169429,1171050,5707669,7538036,6042608,597244,703987,688193
964107,1061831,1151571,985041,992753,1068690,969567,1169429,1212216,5707669,8204139,6042608,630946,703987,688193
11018,0,0,0,0,5784,0,4954,3886,319176,325902,292040,0,0,0
0,5421,4999,374324,468068,420642,0,0,0,4077,0,0,2936,4533,4630
0,0,0,405357,453442,411652,0,0,0,0,0,0,0,0,0
23642,15061,12401,2533203,3254650,2873982,135247,35638,62436,4418,4183,6181,10614,3652,9815
1117,2231,0,7541700,5207714,7606068,74381,107360,111663,2210,0,0,886,0,0
4110331,4449834,4277602,3851851,4142298,4130998,4194938,4653658,3935232,4282480,3971330,4021582,4429929,4284647,4853597
4820,0,2687,35070,55709,43693,0,0,0,26181,25094,31085,0,0,0
0,0,0,48512,66012,50143,2885,0,3547,0,6100,5398,0,0,0
101308,95503,94358,84185,79061,83923,80827,87615,117819,395684,382702,389702,104375,105496,93489
12396,14299,19274,201931,179185,201162,63910,47839,50525,15281,26111,12776,15997,4845,10192
0,3875,9860,351725,344175,315203,16562,20442,13150,10177,0,0,494,3807,12412
0,3793,2873,89831,91037,79916,4609,0,5455,0,0,0,3953,0,3186
0,0,0,292099,356906,295980,7590,22059,20484,0,0,5469,0,0,0
3389,6831,37201,161399,200405,295980,4003,14324,11239,1476,35660,3446,0,0,1519
0,0,0,70820,78089,77464,3266,2965,6680,0,0,0,0,0,0
1885380,1819826,1807850,1708269,1806905,1786710,1875032,2151102,1845650,2011376,1880720,1769452,1729713,1654917,1695640
1868824,2059584,2000493,1828014,1897556,1964206,2073310,2151102,1775728,2011376,1880720,1794105,2026187,2062322,2211738
0,0,0,390447,371532,405195,4969,0,6068,0,0,0,0,0,0
104171,92151,77760,80315,91413,104347,84352,95270,112005,906822,1479078,914431,111412,91228,113447
989884,1036940,1048215,1143897,954119,1117320,1422399,1300157,1228218,6958712,7928483,7214200,1168132,896987,1018727
1794518,1520016,1708176,1673202,1523037,1473036,1730040,1674218,1797467,21346014,22810006,20501732,1931650,1580094,1910495
1794518,1659990,1493260,1548605,1577396,1634376,1508961,1542310,1543943,9915971,11004298,11518919,1664005,1483239,1676913
1317810,1426611,1273985,1321826,1295043,1623224,1323375,1372646,1447105,3818996,4587090,4519092,1528821,1483239,1427676
0,0,0,36816,56333,45925,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3663,0,2643,0,0,25531
0,0,0,0,0,0,29834,19285,25111,0,0,0,0,0,0
16214,11672,20540,14634,11293,2158,35334,11270,35736,637130,718333,633467,35859,38270,32996
17512,27425,14104,41083,23411,29200,15605,18140,15119,254680,297684,296246,18688,18706,29267
494744,477549,523498,553287,453702,615434,620739,599040,591458,3898310,4472256,4089548,492600,449556,490604
787162,816348,807157,725985,769571,796404,735951,781409,742364,5158446,6215544,6322566,777512,707217,799629
0,0,0,10517,7957,0,0,0,0,9974,30532,23462,131771,19072,158620
0,3398,0,19925,9605,8873,0,0,0,0,8076,0,54120,0,41962
0,0,0,5625,13867,8304,0,0,0,0,0,2495,9156,0,2418
1016,0,4225,5363,821,5668,6946,6064,8113,851535,936311,828068,15218,4089,0
0,0,0,19227,21842,11282,0,0,0,14481,18174,9768,0,0,2618
0,0,454,0,356,0,82018,123017,100134,0,0,0,110710,15980,207987
3316,0,0,0,0,0,0,0,0,141510,193992,160468,3176,0,17436
0,0,3629,0,6094,0,220769,240562,235086,0,0,0,187752,46432,207987
6486,4725,3449,1136469,1130743,1052530,5965,14444,9496,357936,354916,359096,95790,36083,90901
9337,9405,4042,18851,25955,21981,19815,14020,17792,32351,33532,33156,62826,22989,59336
0,0,0,0,0,0,20672,73862,23375,0,0,0,0,0,0
0,0,0,0,0,0,52502,54036,62309,0,0,0,0,0,0
0,0,0,116902,97341,109159,3352,0,0,0,8474,0,0,0,0
0,0,0,209385,231136,215110,3352,0,0,0,1152,0,0,0,0
0,0,0,195934,223917,201870,6759,0,1981,7786,46843,24792,0,0,0
0,0,0,166430,147686,129607,0,0,0,27617,55626,75880,0,0,0
0,0,0,126584,141442,168847,0,11776,0,14970,45529,29953,0,0,0
0,0,0,0,0,0,0,0,0,166170,155720,190363,0,0,0
0,0,0,99032,85823,39310,0,0,0,0,0,8557,0,0,0
0,0,0,172760,235596,205197,0,4437,0,51390,49202,39084,0,0,0
0,0,0,35112,34765,56883,0,4187,0,36338,60860,71229,0,0,0
0,0,0,80103,82353,111049,0,5088,0,14061,1883,12035,0,0,0
0,0,0,0,5807,0,154634,211227,218594,0,0,0,0,0,0
0,4500,0,11195,35151,36633,42271,53024,34408,25375,13429,12045,0,0,0
4486,7332,7988,67333,63394,58645,240716,303284,316655,0,0,0,0,0,0
8241,5563,0,1190627,1422415,1388087,670910,695378,700188,453592,489189,559952,23112,10322,15011
502947,835007,1878943,0,0,0,3964,0,0,0,0,0,0,0,0
0,0,0,49029,17008,118966,11812,9755,11938,1089853,1452694,1634208,0,0,0
344188,437425,637467,0,0,0,0,0,0,0,0,0,0,0,0
76890,73680,141063,163281,630556,124697,437707,237466,206438,215876,185091,389544,760314,344059,523733
212541,263414,529590,4791,0,9122,452942,540978,515771,0,0,0,4047,0,1539
0,0,0,57246,20622,40786,70300,66222,66469,0,0,0,4162,0,9108
0,0,0,43702,44600,36030,43487,62811,66034,6707,16590,10654,59792,4814,58374
0,0,0,45547,40561,52025,119847,139146,183000,0,0,0,0,0,3403
5483,5647,12225,3698,5870,6121,416712,515050,565637,0,0,0,0,0,0
0,0,0,0,0,0,133446,164204,120144,0,0,0,0,0,0
0,0,0,0,0,0,31141,64656,78694,0,0,0,0,0,0
0,0,0,37770,71967,72454,20869,34372,14164,66820,78765,113301,0,0,0
2002,0,2658,2208,2510,2593,1768,0,2888,24339,25504,16218,4151,0,2687
2296,0,0,0,0,2198,8654,6046,14116,32106,22026,24473,2662,0,0
6839,0,0,1191967,1569362,2293954,952877,1141388,1188932,517553,509373,563692,53025,44501,79598
0,0,0,1137357,1350686,1324419,923329,1657152,1785055,1098330,1069686,1188373,52320,69846,12878
17604,23954,27846,2279736,2473533,2719273,1551967,1562775,1566599,2255291,2231313,2372539,327816,108276,311420
0,0,16505,131888,505567,44827,257285,137482,144966,107859,38260,158668,104383,23248,41244
0,0,0,0,76586,0,0,0,0,7692,0,9411,0,0,0
0,0,0,5512,5545,27079,0,0,0,168063,270691,253062,4374,0,0
0,0,0,11544,69250,95934,0,0,0,170170,191721,203716,0,0,0
0,0,0,12304,20493,17231,16507,36905,26127,0,3348,3957,0,0,0
0,0,0,12226,19991,19902,32619,112400,103925,0,0,0,0,0,0
157473,192260,197071,0,0,0,11415,27137,31886,0,0,0,0,0,0
0,0,6617,0,0,5323,220647,457468,400382,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13665,58558,30598,0,0,0,0,0,0
0,0,0,0,0,0,12868,49758,44638,0,0,0,0,0,0
0,0,0,134601,107727,135729,9905,33208,26463,1408349,1713149,1953466,0,0,0
0,0,0,67575,67680,168512,0,0,0,608514,731224,883018,23900,4488,30606
0,0,0,135090,306076,359407,0,0,12845,1312068,1566177,1890717,0,0,0
76099,51136,88534,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,15206,10301,0,0,0
0,0,0,0,0,0,0,0,0,350287,284777,155168,0,0,0
0,0,0,0,0,0,0,0,0,99893,148814,152962,0,0,0
0,0,0,22060,4746,8270,64237,77682,98755,768030,929678,975834,152037,18236,161533
0,0,0,0,0,0,0,0,0,35424,28415,70259,0,0,0
0,0,0,0,0,0,0,0,0,163313,201873,195168,0,0,0
0,0,0,0,0,0,1197007,1320276,1099100,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,76248,92842,16184,22205,0,0,0
0,5494,0,49428,116418,161601,14119,0,12117,20190,56209,39011,4017,0,4697
0,0,0,70908,136493,187433,0,0,6054,209613,239093,258456,0,0,0
0,0,0,13295,34784,82234,0,0,0,87603,115403,129972,0,0,0
0,0,0,0,0,0,10792,12977,16408,614744,859329,728774,0,0,0
0,0,0,69495,74465,134390,7287,9547,14300,2111354,2425166,2885220,0,0,6357
0,0,0,13098,6998,61786,0,0,0,334014,375789,446717,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3151,14084,0,15512
0,0,0,0,0,0,0,0,0,0,0,0,47508,0,42050
625728,739061,770657,298170,284064,272276,559674,461144,500208,49944,42214,59340,168322,0,169082
3917862,3973378,4198447,12590446,13898794,13947302,7763330,9072583,9162619,13839765,14524242,14000777,14285479,9121132,13775391
94677,134434,191549,2583069,6652106,552602,336260,114067,133905,341763,225154,672186,357770,79040,208255
962114,860977,1002349,5505332,6596534,6545279,4551719,5076924,5189021,13352363,18101784,13898248,9514263,4254360,9726014
0,0,0,4597,4425,18211,167567,250211,207319,962506,1028569,1217256,407723,97645,399778
63477,44209,125258,1882666,2681790,2873850,702781,652211,726541,525163,551903,607172,112952,6870,123351
0,0,0,56209,120010,128454,9903,4118,11320,8493,18075,21903,0,0,0
89386,117450,253273,7739046,8661217,10655344,959609,1119018,1140925,3017822,3356156,3605835,343219,71311,345002
17503,15574,12927,890705,1141348,1170854,314669,347034,363182,2581308,2574021,2708417,354099,152115,434007
6127,13992,7550,1769894,4590737,485464,92868,22568,4488,41901,22730,102151,44627,4693,9148
0,0,7262,47293,83286,53632,19326,133867,42016,412276,959244,683794,29716,0,34384
0,0,0,0,0,6183,0,0,5335,8368,23448,7132,0,0,0
364722,424643,432903,598222,714099,782129,2091596,2260796,2330385,5227065,5721701,5420226,2069512,890113,2344651
538741,482801,568121,1153882,1210053,1156790,942361,1095144,1066981,9355800,11068787,10260783,3091368,1394116,2869739
142268,143149,163543,220712,310138,305138,436527,527430,497461,5930958,6993786,6651538,1776679,587412,2017660
22570,36251,27454,141880,143306,142745,1302993,1403630,1326815,1198253,1246195,1445965,2317896,798523,2437244
15886,11217,5268,104147,155171,241937,32757,38482,37786,246748,273530,305460,12878,4559,31803
0,0,0,0,0,0,0,0,0,171346,309113,298035,0,0,4950
0,0,0,134926,286039,262640,22575,10172,5161,16795,30727,46794,0,0,0
0,0,9272,620659,668418,929377,133187,136569,135299,720112,810250,848782,65789,0,48499
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10375,5834,0,19228,0,7553,115547,108622,86635,0,0,0
0,0,0,4770,0,0,23143,29456,41611,318426,507194,443526,337241,25635,367074
0,0,0,0,0,5854,0,0,0,79778,124214,179039,0,0,0
0,0,0,0,34761,84219,0,0,0,21904,44560,39141,0,0,0
55021,63350,67990,342806,455442,493274,435739,433450,478493,1063366,1197829,1266521,186003,102615,304944
66973,77920,66881,248830,269953,334607,752000,834049,874134,773053,792865,749414,351570,144998,404200
0,0,0,0,0,0,0,0,0,17347,7708,20906,0,0,0
149372,130203,162183,269714,379058,377162,1002416,1237044,1314282,1291717,1866435,1432396,1217284,439665,1375229
34034,15458,25075,282311,246170,277577,728770,930088,923015,1830008,1992868,2249024,548825,271933,529859
64991,69066,44382,14695,25823,13785,133067,171923,156997,590031,629586,654972,237189,101086,313393
0,0,0,26654,56410,118710,0,0,0,13452,8358,8975,0,0,0
0,4890,4197,18734,5857,58171,418381,490352,480695,296338,303962,344301,76559,4995,68819
0,0,0,0,0,0,0,0,0,66949,63309,105256,0,0,0
0,0,0,9952,0,0,38444,50194,57965,42321,88851,58615,4722,0,4153
0,0,0,0,0,0,0,0,0,0,0,0,0,5033,0
12369,2548,2585,3675,4313,2818,3055,3153,0,0,461589,7087,40514,0,18588
0,2116,0,0,0,0,0,0,0,1857,63123,0,2993,0,2387
0,0,0,0,0,0,0,0,0,0,86660,0,260,0,0
0,0,0,0,0,0,0,0,0,0,130456,0,0,0,0
8406,0,0,0,5906,3493,0,652,0,0,193319,0,14274,409,22861
2969,2109,2523,0,0,2343,6928,330,2980,1640,221155,2093,6702,3010,28950
2037,5434,0,0,0,2343,6748,5052,373,2581,116749,2093,6702,2802,23488
10982,18004,17497,60194,63106,52199,60894,58357,68155,13097,10616,8034,22311,4608,16311
9063,0,2503,13726,2575,3050,2403,2115,5567,0,493617,5850,15478,2740,137528
0,0,0,0,0,0,36118,66446,67488,0,0,0,0,0,0
2204,0,2608,7125,19398,12636,15221,0,6288,43215,72836,0,7180,0,9936
3007,2851,3622,823,2613,0,11593,4801,11818,9879,9046,2461,33111,8592,41502
3186,2968,1327,5106,14371,3180,11593,4473,11818,9446,2939,2461,14844,5013,41502
0,0,0,0,0,0,359036,417305,432796,0,0,0,4111,0,0
0,0,0,8862,0,0,342148,389150,323979,6352,0,7329,0,0,0
0,0,0,0,0,0,20857,63302,42668,0,0,0,0,0,0
47138,76592,54844,51024,48403,53392,9245,13232,1963,46777,65096,67454,307409,92462,338983
57245,33039,8016,0,21447,0,27740,12061,4367,17151,27700,8705,95513,32383,49365
0,0,0,0,0,0,290668,322837,222644,0,0,0,0,0,0
102923,94359,264601,0,0,0,0,0,0,0,0,0,0,0,0
113952,150265,139760,0,8239,7902,257430,251583,328707,0,0,4486,0,0,0
0,0,0,0,0,0,53343,29826,45254,6727,0,0,9030,0,0
0,0,0,0,0,0,182815,121682,159243,0,0,0,0,0,0
0,0,0,0,0,0,457824,504453,458729,0,0,0,0,0,0
0,0,0,0,0,0,77310,15318,79564,0,0,0,0,0,0
0,0,0,29349,28236,14805,0,0,0,0,0,0,316729,89544,360860
2281,2756,0,0,0,0,0,0,0,0,0,0,20150,0,5957
0,0,0,0,0,0,0,0,0,54463,66023,47865,0,0,0
0,0,0,4453,0,0,79999,92837,111296,0,0,0,0,0,0
1156840,1257132,1543209,17218,20829,8094,333314,376773,361219,4829,8996,4894,0,0,0
305772,336838,495640,85632,108979,106190,743143,739930,740842,4166,4572,0,10225,0,20900
2107949,2115355,1977092,0,0,0,0,0,0,116741,98802,103719,0,0,0
0,0,0,0,0,0,283344,251636,235378,0,0,0,0,0,0
568647,594247,606908,0,0,0,68739,20499,18158,53451,42445,34914,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250747,425396,740156,0,0,0,0,0,0,0,0,0,0,0,0
141880,140657,188796,0,0,0,181443,181542,211428,0,0,0,0,0,0
42663,84479,156976,4494,3649,0,189101,199235,201806,0,0,0,7875,3021,7607
660534,660781,667360,26831,24466,17241,348313,406006,352410,13087,8955,15421,3923,0,3181
0,0,0,1602,0,0,871995,991740,1005254,0,0,0,0,0,0
64943,33020,51578,0,0,0,0,0,0,0,0,0,603,3832,0
108836,99409,198867,0,0,0,0,0,0,0,0,0,0,0,0
1118160,1231745,1939126,0,0,0,0,0,0,0,0,0,0,0,0
342684,322527,450226,0,0,0,142375,172067,190602,0,0,0,6309,0,8087
410209,608693,1253211,0,0,0,18503,28050,29705,0,0,0,0,0,0
153823,148209,191833,0,0,0,130689,145701,167400,0,0,0,0,0,0
16006,29549,48964,0,0,0,83464,138510,131282,6585,3741,4480,0,0,0
430571,396825,438007,5940,15589,5240,540115,705502,658805,2730,0,8878,6197,0,6815
120217,127007,131780,158474,149183,149191,1339687,1634968,1615383,141357,152718,153823,79112,12092,90071
69695,70526,67790,0,0,0,199024,252514,226128,0,0,0,0,0,0
0,0,0,5864,0,0,125734,74207,94689,0,0,0,37392,0,4241
0,0,0,0,0,0,0,0,0,2190997,2690473,2562178,0,0,0
89506,82171,170815,0,0,0,637138,641897,690923,3797,0,0,5897,0,7996
0,0,0,0,0,0,174617,207189,191125,0,5967,0,0,0,0
0,0,0,0,0,4438,211157,212973,203753,0,0,0,0,0,0
59628,85412,203523,65252,65827,65628,600308,450980,536746,15269,7068,4209,239374,56442,199547
41765,40936,82610,0,0,0,175821,196296,204967,0,0,0,0,0,0
524,0,0,637,0,0,1013825,1123562,1088112,0,0,0,2641,0,3113
98187,137590,341887,0,0,0,0,0,0,0,0,0,0,0,0
5269,5687,10909,113854,110071,104789,8994215,10149832,9796338,9201,14378,9869,170275,9354,126583
892593,1033108,1270983,8416,9005,14306,362081,382795,435346,21129,13663,11235,165424,20121,157926
0,0,0,15351,7770,10857,2662337,1945231,2571648,0,0,0,60044,9295,68700
0,0,0,0,0,0,340548,328336,337996,0,0,0,0,0,0
166085,175929,264947,0,0,0,767743,831061,902314,0,0,0,13336,0,19305
75636,85119,88071,0,0,0,274998,287374,295554,0,3479,0,3052,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23039,14003,11094,45286,84460,70117,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23016,29659,13488,0,0,0,80659,40199,66269,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8824,6964,9492,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,35287,45026,47445,143017,183442,168464,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,62713,11392,54365
53039,68394,75983,72295,78308,61197,69360,73620,90928,102892,175188,76688,73746,16186,62383
42538,37821,38713,35313,47242,33030,55749,32809,39057,57832,94783,69208,24643,16186,30799
2648,0,3891,0,0,0,3159,634,345,140048,136002,132803,3118,0,0
0,0,0,0,0,0,0,425,0,344484,397899,430477,0,2233,0
0,0,0,2281,0,0,0,0,0,166342,265179,201603,0,0,0
4910,8004,6137,112645,111545,109964,4060,4609,4325,112336,118186,110306,16191,3631,27650
0,0,0,0,0,0,0,0,0,54901,61549,73562,0,0,0
3578,0,0,0,0,0,0,0,0,139146,152388,174067,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13953,39625,46330,96759,102992,84510,36503,49199,47781,35369,28565,16536,41358,21143,32313
5339,20016,19277,62583,41893,46764,24963,47309,49504,10745,24171,8167,32522,11030,35012
38327,35590,33083,33712,38324,69386,63712,60190,74621,31201,20609,22989,33292,20243,36270
38327,35590,33083,30848,36374,43904,63712,60190,74621,31201,19784,22625,22657,20772,36270
0,0,0,88123,124455,87870,31718,80090,116310,16544,19752,24040,0,4886,0
0,0,0,23773,40484,25806,71117,74759,96647,0,0,0,0,0,0
0,0,0,4826,18282,16172,31981,55093,53638,0,0,0,0,0,0
0,0,0,48271,56009,55654,104332,165563,129164,0,0,0,0,0,0
0,0,3922,168803,176144,171088,115743,131030,139682,0,0,0,0,0,0
0,0,0,76528,76991,79166,38833,46379,21871,0,0,0,0,0,0
7397,0,0,183664,146243,170244,361764,371735,362151,0,7855,0,0,0,4525
47671,26330,53839,9787,9403,0,0,0,0,4337922,4542807,4196624,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,0,2193,387788,389035,346163,370598,414195,443536,0,4562,5141,0,0,6243
118756,107843,116743,157329,125313,136411,294163,326198,265401,4728,24328,15657,45413,0,55182
15773,8825,22160,521490,528848,499772,516167,625716,601521,12000,9260,12383,14450,0,20572
0,0,0,216924,265359,221350,325420,408391,406389,10916,13978,11895,45370,8876,45553
190594,193129,252186,168009,211395,172837,236663,405357,340940,77379,102295,82340,85364,12349,112625
0,0,9748,0,0,0,0,0,0,0,0,0,12478,3349,3228
0,5375,0,48499,60839,47874,79415,110579,46964,0,0,0,3483,0,10231
0,0,6110,192277,264111,188286,786380,792309,706820,0,0,0,966,0,0
68778,123752,141453,52823,67998,58713,85839,163330,102887,0,0,10756,4024,0,0
0,0,13294,0,0,0,0,0,0,4723,0,0,927,3867,9393
0,0,0,7906,12599,7591,12415,19381,25948,0,0,0,0,0,0
0,121744,0,0,10603,0,185486,86633,0,0,0,0,105222,0,50804
5132,0,0,0,0,4878,0,0,0,3097,0,0,0,0,0
13382,6948,16309,12660,6543,15481,18144,28808,33610,0,0,0,0,0,0
13584,4425,25372,4536,8727,6424,0,15879,3788,0,0,0,0,0,0
0,15100,15260,108965,82433,68213,1139652,1142456,710094,78479,113729,16749,138834,17087,120427
71638,61907,69939,0,0,0,0,2708,0,0,0,0,0,0,0
370313,347386,367336,0,0,0,0,0,2876,0,0,0,0,0,0
4396,0,5321,224530,236985,229982,214773,284460,277517,120127,135338,132322,10406,4188,9009
0,0,0,0,0,0,0,0,0,2726,0,2495,0,0,0
0,0,0,0,0,0,749839,976928,865473,0,0,0,0,0,0
0,0,0,0,0,0,88602,116912,83592,0,0,0,164131,40362,146467
0,0,0,0,0,0,30976,79343,48983,0,0,0,0,0,0
0,0,0,0,0,0,149666,134027,152521,0,0,0,0,0,0
0,0,0,4820,13060,18835,3070,483,5599,68391,73272,73888,4216,0,4731
4551,0,0,0,0,0,148785,158774,197974,0,0,0,0,0,0
0,0,0,0,0,0,1232555,984302,1098051,0,0,0,0,0,0
55022,35286,45297,42674,46639,34269,37351,33777,28968,22757,45208,30232,257150,73761,263009
141380,149439,252973,3779,5154,0,280732,270581,302037,0,0,0,0,0,0
0,0,0,0,0,0,168381,98723,186707,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,33432,29925,0,65091,0,58919
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,36456,23861,21875,785241,921599,952722,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,26381,0,23969
0,0,0,0,0,0,0,0,0,0,0,0,67218,8489,105901
0,0,0,0,0,3521,0,0,0,3610,0,10643,107011,8852,73755
