Index,Vip,Metabolite name,Average Mz,average RT,Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
9803,,w/o MS2:SL 19:1;O/26:7,742.5422,6.222,17310,23778,32792,26353,33433,21023,17872,28075,52198,0,0,0,0,0,0
9804,,w/o MS2:SL 19:3;O/26:2;O,781.6141,9.34,0,4310,7576,117421,109425,163772,68505,116791,104914,4941,9037,7158,0,0,0
9805,,w/o MS2:SL 19:3;O/26:7,755.5464,6.352,208794,205029,279210,0,0,0,0,0,0,0,0,0,0,0,0
9806,,w/o MS2:SL 19:3;O/26:7,755.5414,4.881,4684045,4625022,4374288,874021,837845,767782,1359920,1506902,1525723,1291101,1438018,1399088,1080536,242360,1152189
9807,,w/o MS2:SL 19:3;O/26:7,755.5453,4.362,228863,241066,242023,126084,171653,129548,697375,841589,857726,254513,273314,250746,653688,132367,585804
9808,,w/o MS2:SL 19:3;O/26:7,755.5441,5.364,293630,275139,232650,970517,878899,782615,3350915,4257228,4205374,31796,63130,71217,0,0,0
9809,,w/o MS2:SL 19:3;O/26:7,755.5452,4.236,2373,0,0,21397,23431,22469,350370,470358,430765,10833,39516,30620,46771,0,23476
9810,,w/o MS2:SL 19:3;O/26:7,755.5434,5.273,55907,64635,51683,160916,258060,232493,756228,936152,895268,0,0,0,0,0,0
9811,,w/o MS2:SL 19:3;O/26:7,755.5414,7.871,0,3300,0,0,0,0,0,0,0,211120,256617,252472,0,3663,0
9812,,w/o MS2:SL 20:0;O/26:0;O,805.7126,8.992,0,0,0,3926,4379,0,0,0,0,191108,237991,225018,0,0,0
9813,,w/o MS2:SL 20:0;O/26:0;O,788.6802,8.854,0,0,0,1898,4861,2827,4663,0,2872,289563,393720,420400,7540,0,11853
9814,,w/o MS2:SL 20:0;O/26:0;O,805.7115,9.296,0,0,0,74783,83802,132320,12597,13974,39190,470980,660634,672101,3816,0,4209
9815,,w/o MS2:SL 20:0;O/26:1;O,786.6625,8.304,0,0,0,4561,0,0,4962,0,5301,162723,199277,225244,0,0,0
9816,,w/o MS2:SL 20:0;O/26:6,777.6179,5.802,11931,12371,406825,336834,360739,281664,1496622,2065336,1871363,18799,68325,47424,15336,0,60648
9817,,w/o MS2:SL 20:0;O/26:6,777.6226,6.261,331925,326512,409545,277287,351566,273375,1749550,2197166,2323146,0,5230,0,0,0,477
9818,,w/o MS2:SL 20:0;O/26:7,775.61,5.95,3862848,3749588,4605178,521029,498856,514905,3127818,3842895,3608263,82284,66687,74506,77192,2187,72856
9819,,w/o MS2:SL 20:1;O/26:7,756.5586,3.659,0,0,0,38713,19913,16968,9795,4743,32493,0,0,0,0,0,0
9820,,w/o MS2:SL 20:1;O/26:7,756.5567,3.971,0,0,0,135670,132942,121959,0,0,0,0,0,0,0,0,0
9821,,w/o MS2:SL 20:3;O/26:2;O,778.6101,5.4,383238,334043,518077,54062,45773,19169,62185,46194,11023,140383,115977,140861,39775,0,38668
9822,,w/o MS2:SL 20:3;O/26:7,769.5543,5.209,781929,733348,780564,352021,311988,340336,827991,713635,765202,0,0,0,52876,0,73031
9823,,w/o MS2:SL 20:3;O/26:7,752.5257,4.832,236288,223373,312973,0,0,0,0,0,0,0,0,0,0,0,0
9824,,w/o MS2:SL 20:3;O/26:7,769.5538,5.098,339130,339712,330776,521213,497580,570470,867372,758949,725126,187926,129860,159264,537722,17420,112072
9825,,w/o MS2:SL 20:3;O/26:7,769.5596,5.509,3085443,4253224,4745825,0,0,9084,10137820,12445936,11257126,226423,220436,217514,15796,10058,60474
9826,,w/o MS2:SL 21:0;O/26:0;O,802.7001,10.33,54095,39667,65702,240208,463802,293519,513301,322455,288950,417918,283156,496897,428836,124297,237339
9827,,w/o MS2:SL 21:0;O/26:0;O,802.6937,8.948,0,0,0,5196,11499,20192,0,0,0,134100,181841,193846,0,0,5061
9828,,w/o MS2:SL 21:0;O/26:0;O,802.6952,8.862,0,0,0,0,743,23628,0,0,0,125233,153789,163165,0,0,0
9829,,w/o MS2:SL 21:0;O/26:1;O,817.7092,6.896,3401430,3864784,6789572,0,4021,0,5937,4528,6473,0,0,0,90821,8263,111190
9830,,w/o MS2:SL 21:0;O/26:1;O,800.678,8.981,0,0,0,0,0,0,0,0,0,479261,727321,713518,70827,0,71912
9831,,w/o MS2:SL 21:0;O/26:2;O,798.6623,8.515,0,0,0,0,0,0,0,0,0,209075,278144,301544,39838,0,61734
9832,,w/o MS2:SL 21:0;O/26:6,791.639,6.718,906504,1071590,1742841,183949,229542,159649,744677,717731,846093,9537,15017,30110,52831,0,42750
9833,,w/o MS2:SL 21:0;O/26:7,789.6221,5.193,42187,24472,62864,254486,261370,227909,0,0,0,0,0,0,7777,0,5967
9834,,w/o MS2:SL 21:2;O/26:2;O,811.6608,6.668,60783,37846,31560,810393,955732,779048,995776,1154372,1252210,146266,213438,186874,690623,78688,809505
9835,,w/o MS2:SL 21:2;O/26:2;O,811.657,5.631,22596,24611,34198,0,0,0,0,0,0,0,0,15742,61806,5967,21332
9836,,w/o MS2:SL 21:3;O/26:2;O,792.6224,8.107,0,0,0,0,0,0,0,0,0,129029,181601,167590,0,0,0
9837,,w/o MS2:SL 22:0;O/26:0;O,816.7099,9.328,0,0,0,79618,107585,133930,144000,169175,176510,706098,1005627,1013961,165700,13008,153630
9838,,w/o MS2:SL 22:0;O/26:0;O,833.7444,8.527,0,0,0,0,0,0,0,0,0,51574,100733,119634,0,0,0
9839,,w/o MS2:SL 22:0;O/26:0;O,833.7447,9.498,0,0,0,12109,9119,39086,6243,5592,2786,718277,752045,852310,10902,0,26331
9840,,w/o MS2:SL 22:0;O/26:0;O,833.746,10.335,7415,7436,5021,20048,0,0,0,0,0,53015,19016,77880,0,0,0
9841,,w/o MS2:SL 22:0;O/26:1;O,814.6955,8.837,0,0,0,4149,0,0,3010,10043,6995,402771,572539,546814,20884,3383,27246
9842,,w/o MS2:SL 22:0;O/26:1;O,831.7168,7.611,1126041,1482332,3481232,22494,19607,19988,53471,47446,48968,0,0,0,0,0,0
9843,,w/o MS2:SL 22:0;O/26:1;O,814.6948,8.949,0,0,0,0,15725,11176,477,3884,3971,165567,243341,267618,12211,0,7535
9844,,w/o MS2:SL 22:0;O/26:2;O,829.6999,6.951,1435949,1937822,3811163,0,0,0,2004,0,22261,0,0,0,8284,0,11365
9845,,w/o MS2:SL 22:0;O/26:2;O,812.6836,9.706,0,4408,0,580086,691582,766688,301591,330344,320943,612116,727764,680782,30313,5490,65883
9846,,w/o MS2:SL 22:0;O/26:7,803.6388,6.366,501663,459075,573359,76659,67424,58871,1877602,2305218,2307388,4871,16017,6467,3579,542,30090
9847,,w/o MS2:SL 22:0;O/26:7,803.6391,6.465,1904551,2041808,2659614,97803,111107,94874,2427490,3183942,3106950,13852,17238,13126,43165,7299,49285
9848,,w/o MS2:SL 22:1;O/26:2;O,827.6938,6.659,0,0,0,250300,310212,246919,262984,284464,306776,31004,72055,36812,213548,0,221558
9849,,w/o MS2:SL 22:1;O/26:2;O,810.6691,9.254,0,0,0,15761,27558,36274,4744,0,8866,289762,399147,383694,0,0,0
9850,,w/o MS2:SL 22:1;O/26:2;O,810.6696,3.264,0,0,0,0,0,0,0,0,0,351505,405714,358130,0,0,0
9851,,w/o MS2:SL 22:1;O/26:7,784.5894,4.184,0,0,3877,5741,11910,4790,2814,10340,3734,0,0,0,0,0,0
9852,,w/o MS2:SL 22:2;O/26:2;O,825.6762,7.002,0,0,0,570549,676132,530430,1178621,1305192,1441627,0,6872,11262,106701,6711,112520
9853,,w/o MS2:SL 22:2;O/26:2;O,825.6682,6.156,1711536,1616164,2483473,0,0,0,0,0,0,0,0,0,1001,0,0
9854,,w/o MS2:SL 22:2;O/26:7,782.5736,3.849,0,0,0,0,2378,3782,4974,0,0,0,0,0,0,0,0
9855,,w/o MS2:SL 22:2;O/26:7,782.5725,6.005,263338,280698,238999,441521,477550,370409,1907104,2077208,2159604,56711,151647,73208,147881,3753,31596
9856,,w/o MS2:SL 23:0;O/26:0;O,830.7261,9.349,0,0,0,53625,72477,106804,12642,28071,47503,615224,826409,861159,14800,0,14429
9857,,w/o MS2:SL 23:0;O/26:0;O,847.7609,9.979,498119,427593,498880,11906475,15640315,17715606,9472730,10896619,10638304,216013440,278827776,294099904,16468410,3347268,16850904
9858,,w/o MS2:SL 23:0;O/26:0;O,830.7257,9.085,0,0,0,0,0,0,0,0,0,212929,265826,304282,5978,0,0
9859,,w/o MS2:SL 23:0;O/26:0;O_w/o MS2:SL 23:0;O/26:0;O,847.7507,9.586,0,0,0,102613,146967,143953,90963,112376,141118,2414616,3267838,3210158,178178,11092,199084
9860,,w/o MS2:SL 23:0;O/26:1;O,845.7338,7.926,36819,80096,180270,0,0,0,108512,111104,113771,0,0,0,0,0,0
9861,,w/o MS2:SL 23:0;O/26:1;O,828.7162,10.35,440309,425062,524145,6198314,6331100,8101118,6429084,6262474,6068576,4485478,4125516,3932299,3104760,1017309,2191968
9862,,w/o MS2:SL 23:0;O/26:1;O,828.7157,10.509,2001,7672,3205,87328,74989,58990,167362,156223,147686,79474,60364,65580,42421,6632,41038
9863,,w/o MS2:SL 23:0;O/26:2;O,826.6941,9.507,0,0,0,39307,56717,65671,19982,32833,35750,571036,508931,576936,37101,0,60246
9864,,w/o MS2:SL 23:0;O/26:2;O,843.7142,7.682,363847,484875,976871,0,0,0,0,0,0,0,0,0,0,0,0
9865,,w/o MS2:SL 23:0;O/26:2;O,826.6968,9.016,0,0,0,0,0,0,0,0,0,35613,74855,79251,4083,0,0
9866,,w/o MS2:SL 23:0;O/26:7,817.6481,6.144,574338,506844,678653,0,0,3543,156069,142434,269419,0,0,0,6443,0,4827
9867,,w/o MS2:SL 23:0;O/26:7,817.6562,6.75,10253229,11041281,13676313,108699,98485,85156,1488990,1967572,1784254,27235,23779,28567,145442,11206,147936
9868,,w/o MS2:SL 23:1;O/26:2;O,841.7101,8.955,0,0,0,0,0,0,6872,6230,15317,314150,415281,467252,10688,0,17994
9869,,w/o MS2:SL 23:2;O/26:2;O,822.6693,9.174,0,0,0,75576,80897,96430,75102,99196,74096,1050678,1370420,1264189,97803,3819,77027
9870,,w/o MS2:SL 23:2;O/26:2;O,839.6917,7.329,56086,82429,115028,403351,426063,350903,1232424,1361121,1377466,92662,118645,107616,193342,20208,204222
9871,,w/o MS2:SL 23:2;O/26:7,813.6132,5.236,95840,74063,127093,0,0,0,1371124,1439687,1622130,0,13556,9928,215355,15492,227616
9872,,w/o MS2:SL 23:2;O/26:7,813.613,5.534,2798191,2928917,3239232,1055012,1103767,887568,28867718,32746422,31711000,954079,1110006,1151696,4891537,978562,4949486
9873,,w/o MS2:SL 23:2;O/26:7,813.6226,5.993,3654478,3690622,4494856,488362,491786,479188,29548026,35369524,31919560,139894,225304,141386,1518454,263787,1357539
9874,,w/o MS2:SL 23:2;O/26:7,813.6226,5.661,3517202,3561642,4403018,1076816,1161058,1025779,5548586,6673224,6051684,850611,1015362,1011005,1936048,348543,1850278
9875,,w/o MS2:SL 23:3;O/26:2;O,837.6758,6.65,2673954,2751424,2329050,408455,478982,406540,323922,374596,398865,405214,463740,478644,1070142,138066,1201823
9876,,w/o MS2:SL 23:3;O/26:2;O,820.6471,6.103,0,0,0,0,0,0,0,0,0,0,0,0,37675,0,63701
9877,,w/o MS2:SL 24:0;O/26:0;O,861.7748,9.502,0,0,0,0,0,5241,3836,0,0,264130,278773,359786,0,0,0
9878,,w/o MS2:SL 24:0;O/26:0;O,844.7469,10.977,0,0,13339,101809,505567,4451,119605,46592,57180,107859,35802,158668,104383,23248,41244
9879,,w/o MS2:SL 24:0;O/26:1;O,842.7314,10.544,855,0,0,1935756,2068275,2293954,1430820,1657152,1785055,1098330,1040664,1086028,7147,69846,79598
9880,,w/o MS2:SL 24:0;O/26:1;O,842.7284,9.293,0,0,0,151978,180240,211129,260375,271010,303959,1475792,2123918,2150358,344019,75505,348466
9881,,w/o MS2:SL 24:0;O/26:1;O,842.7286,9.466,0,0,0,7508,19335,31322,88590,141998,128439,626032,751279,901162,199983,25851,205068
9882,,w/o MS2:SL 24:0;O/26:2;O,840.7108,8.756,0,0,0,0,0,0,0,394,0,307048,391946,386026,1770,0,5961
9883,,w/o MS2:SL 24:0;O/26:2;O,840.71,8.967,4231,0,0,4301,0,0,8560,59125,53493,581306,547426,811303,55347,0,71725
9884,,w/o MS2:SL 24:0;O/26:4,837.721,4.988,98868,89264,152059,9632,69057,10010,17171,66102,41620,49812,52575,33704,50342,5664,88920
9885,,w/o MS2:SL 24:0;O/26:7,831.6669,6.123,113831,54451,97303,346221,317921,285947,122383,130955,209508,118073,117046,124547,172931,18798,166187
9886,,w/o MS2:SL 24:1;O/26:7,812.6211,4.713,0,0,5031,0,0,0,0,0,0,0,5975,0,0,0,0
9887,,w/o MS2:SL 24:2;O/26:7,810.6055,4.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9888,,w/o MS2:SL 24:3;O/26:7,825.6217,5.855,67701,67887,78646,32124,15614,12292,3294066,4054696,3709887,22682,19526,22811,90924,4071,122333
9889,,w/o MS2:SL 24:3;O/26:7,825.6224,5.56,203630,105735,4439,1499747,1592846,1385777,4553748,5736156,5819258,1401083,1606828,2025829,1482461,551517,1460923
9890,,w/o MS2:SL 24:3;O/26:7,825.6217,6.666,616427,610998,778362,222728,229891,195475,294801,347376,361664,23962,28466,27444,196169,0,187714
9891,,w/o MS2:SL 25:0;O/26:0,842.7687,11.317,0,0,0,59877,48803,84889,0,4374,0,434339,486029,528451,22136,0,12879
9892,,w/o MS2:SL 25:0;O/26:0,859.7989,10.63,0,0,0,0,0,0,0,0,0,73639,58788,65430,0,0,0
9893,,w/o MS2:SL 25:0;O/26:0;O,858.7582,9.562,0,0,0,19793,55179,90853,13396,14135,27928,1065451,1543062,1451576,100734,28466,93960
9894,,w/o MS2:SL 25:0;O/26:0;O,858.7582,8.567,0,0,0,0,0,0,0,0,0,55935,81972,90278,0,0,0
9895,,w/o MS2:SL 25:0;O/26:0;O_w/o MS2:Cer 14:0;2O/44:9,858.7628,11.154,92609,118194,172804,584944,1564510,119588,426828,167837,178793,407626,213361,673432,986549,315941,576915
9896,,w/o MS2:SL 25:0;O/26:1,857.7797,10.512,6579,0,0,5836,0,0,6746,0,7805,410802,514377,506521,0,0,0
9897,,w/o MS2:SL 25:0;O/26:1,840.7515,10.954,0,0,0,0,14696,0,0,0,0,166170,186925,194661,0,0,0
9898,,w/o MS2:SL 25:0;O/26:1;O,873.7692,9.687,0,0,0,65091,85342,107041,91063,148299,126909,1986082,2469776,2941417,294590,56947,357139
9899,,w/o MS2:SL 25:0;O/26:5,849.71,6.827,0,0,0,0,0,0,71870,78949,88163,0,0,0,0,0,0
9900,,w/o MS2:SL 25:0;O/26:6,847.6943,5.484,100689,151526,175065,14653,63934,18382,36555,86619,87589,8714,0,9905,17442,0,0
9901,,w/o MS2:SL 25:1;O/26:7,843.6697,6.842,1429341,1412896,1760362,0,0,0,17978,22094,12150,0,0,0,3746,0,1548
9902,,w/o MS2:SL 25:1;O/26:7,843.6705,6.791,1336945,1449700,1798472,0,0,0,3425,6157,2687,0,0,0,468,0,0
9903,,w/o MS2:SL 25:1;O/26:7,843.6742,9.904,0,0,0,313888,186282,346018,130864,276558,123031,296895,251629,237469,90869,6180,119842
9904,,w/o MS2:SL 25:2;O/26:7,841.6405,6.971,30198,72297,93385,0,0,0,20662,14063,18956,0,0,0,0,0,0
9905,,w/o MS2:SL 25:2;O/26:7,841.6572,9.506,0,0,0,26999,18155,23696,10580,15224,5718,417222,371855,398997,43700,0,57100
9906,,w/o MS2:SL 25:2;O/26:7,841.6551,6.35,627388,643455,826478,0,0,4216,801646,968378,1036513,0,0,3362,5951,0,8377
9907,,w/o MS2:SL 25:2;O/26:7,841.6541,6.459,921145,979770,1231101,6331,0,0,1261239,1685482,1611507,4234,0,0,18484,3968,23212
9908,,w/o MS2:SL 25:3;O/26:2;O,865.6984,7.26,193650,244336,480565,0,0,0,0,0,4033,0,0,0,3540,0,0
9909,,w/o MS2:SL 25:3;O/26:7,839.6383,5.994,23021738,22681228,26560948,1660181,1852169,1592036,290305376,353656960,309259552,591450,657767,631081,1866125,295219,1590033
9910,,w/o MS2:SL 25:3;O/26:7,839.6293,5.565,60550,114384,19540,90083,85930,63758,13353318,15416599,15560395,5030,9975,17392,275993,30672,303235
9911,,w/o MS2:SL 25:3;O/26:7,839.6359,6.729,982908,1029323,1063717,4864,534,18445,307840,355857,360966,0,3843,0,5820,0,8484
9912,,w/o MS2:SL 25:3;O/26:7,839.6384,9.401,0,0,0,46118,63420,71686,0,4525,3966,148310,228752,226802,0,0,0
9913,,w/o MS2:SL 25:3;O/26:7,839.6393,5.857,1847146,2037483,2566420,22604,15581,31212,3038802,3759260,3655573,6926,6145,18446,156410,0,169040
9914,,w/o MS2:SL 26:0;O/26:0,856.778,10.502,0,0,0,6935,16946,19702,0,8030,9845,727091,749681,924963,0,0,0
9915,,w/o MS2:SL 26:0;O/26:0;O,889.8058,9.987,0,0,0,101528,142427,152642,83976,65177,54613,625620,728287,658739,111146,4412,118608
9916,,w/o MS2:SL 26:0;O/26:0;O,889.8088,10.431,133352,131366,142853,1280791,1396723,1334246,635585,706239,707741,1932576,1656792,2197873,1108585,607184,1039851
9917,,w/o MS2:SL 26:0;O/26:1;O,870.7562,10.586,0,0,0,418918,380961,395529,103627,165627,134115,268213,256005,281862,17788,5294,7524
9918,,w/o MS2:SL 26:0;O/26:1;O,870.7628,10.953,133398,127298,210026,2208048,2611369,2858260,2101284,2082588,2205054,1357946,1452499,1513556,510113,181791,510325
9919,,w/o MS2:SL 26:0;O/26:2;O,868.7433,9.474,0,0,0,38888,28112,30154,226254,461767,303458,1979287,2547859,2910098,630570,146351,604514
9920,,w/o MS2:SL 26:0;O/26:2;O,868.7433,9.641,0,0,0,0,0,496,83492,118987,105932,713434,1065956,1086741,262400,32152,291641
9921,,w/o MS2:SL 26:0;O/26:2;O,885.7734,10.065,0,0,0,62311,65014,62846,179467,232308,212457,400070,673621,584601,218250,0,186913
9922,,w/o MS2:SL 26:0;O/26:2;O,868.7468,10.616,27734,32350,4047,5545248,5775108,5999800,1932858,2327380,2311180,3596500,3804192,4066752,247041,337087,500426
9923,,w/o MS2:SL 26:1;O/26:2;O,866.7286,9.163,0,0,0,0,0,0,0,1485,0,357504,497138,454580,110525,0,105867
9924,,w/o MS2:SL 26:1;O/26:2;O,866.7308,8.915,0,0,0,0,0,0,10131,25361,36848,291689,381245,463073,14731,0,13928
9925,,w/o MS2:SL 26:1;O/26:2;O_w/o MS2:SL 26:1;O/26:2;O,866.7255,9.053,0,4415,0,0,0,0,22850,31469,25446,351087,489896,477202,130506,9946,153128
9926,,w/o MS2:SL 26:1;O/26:7,857.683,6.317,107889,136851,142979,42305,30660,18509,34389,93404,118692,9026,31022,19311,37786,0,43879
9927,,w/o MS2:SL 26:3;O/26:2;O,879.713,7.579,377943,537464,908968,0,0,0,0,0,0,0,0,0,0,0,0
9928,,w/o MS2:SL 26:3;O/26:7,853.6541,6.211,0,0,0,0,0,4951,850630,1117175,1111959,0,0,0,4080,0,0
9929,,w/o MS2:SL 26:3;O/26:7,853.6541,6.306,0,0,0,0,0,0,1040043,1519317,1493187,0,0,0,0,0,0
9930,,w/o MS2:SL 26:3;O/26:7,853.6476,6.65,44237,50614,47483,22968,14564,16770,5345,12738,14963,0,17267,7463,63938,0,109800
9931,,w/o MS2:SM 10:0;2O,391.2044,2.501,0,0,0,3348,2296,0,4661,2227,2599,196797,202028,216434,0,0,0
9932,,w/o MS2:SM 10:0;2O/44:1,983.8867,10.29,0,0,0,2426,20601,13172,88367,108840,117942,458379,599311,509020,248642,31936,235696
9933,,w/o MS2:SM 10:0;2O/44:4,977.8405,10.549,10976,12845,28206,0,0,0,278229,285419,326511,26962,18484,33437,25482,0,53824
9934,,w/o MS2:SM 10:0;2O/44:6,973.8119,9.94,4211,900,4472,0,0,0,0,11579,2467,0,0,21002,112093,4159,102869
9935,,w/o MS2:SM 10:0;2O/44:6,973.8108,10.069,77884,36178,78826,0,0,0,5036,30136,19714,0,0,0,50727,0,128795
9936,,w/o MS2:SM 11:0;2O/44:0,999.9178,10.894,0,0,0,854,20676,20675,56516,55539,86737,266216,281548,266650,18910,0,4662
9937,,w/o MS2:SM 11:0;2O/44:1,997.903,10.705,0,0,4386,8058,8929,5010,79154,106344,117214,155537,206793,211641,106407,22941,148627
9938,,w/o MS2:SM 11:0;2O/44:1,997.9043,10.607,0,0,0,8673,18459,19553,85509,136222,118395,290194,342041,416423,39551,0,38136
9939,,w/o MS2:SM 11:0;2O/44:10,979.7635,6.182,0,0,0,29278,38933,38965,0,9791,0,19603,34286,27745,19624,3823,8947
9940,,w/o MS2:SM 11:0;2O/44:2,995.8865,10.293,0,0,0,5490,0,6206,92583,69716,99413,536371,643104,571218,308511,64515,435740
9941,,w/o MS2:SM 11:0;2O/44:9,981.7789,6.763,6888,0,0,39102,40892,58094,117769,135623,130474,9599,15237,15495,33278,18077,40931
9942,,w/o MS2:SM 12:0;2O/44:1,1011.919,10.606,0,0,0,0,0,7944,19855,43862,24461,130816,151233,143926,21675,0,18683
9943,,w/o MS2:SM 12:0;2O/44:1,1011.9193,10.709,0,0,0,0,0,0,20851,34187,28759,56481,90684,64092,34541,0,43602
9944,,w/o MS2:SM 12:0;2O/44:2,1009.9023,10.303,0,0,0,0,0,4950,29550,31524,22148,263346,333929,323123,75128,16468,152999
9945,,w/o MS2:SM 12:2;2O/2:0,421.255,3.136,53078,30476,39229,65115,54381,48533,114826,128092,126746,22567,20742,24216,89659,33547,79127
9946,,w/o MS2:SM 12:2;2O/2:0,421.2488,3.227,7658,18587,3691,39068,48489,83669,124673,120101,103234,560339,623762,626437,47899,3436,19653
9947,,w/o MS2:SM 12:2;2O/4:0,449.2865,3.138,54363,46225,89431,88799,117447,106594,209237,281540,231062,44324,48514,50017,142211,29974,128448
9948,,w/o MS2:SM 12:2;2O/4:0,449.2871,3.668,27188,20236,24608,28818,16607,36044,109560,127997,180300,14952,2585,7548,20293,21157,24404
9949,,w/o MS2:SM 12:2;2O/4:0_w/o MS2:SM 12:2;2O/4:0,449.2859,3.243,61296,79434,66079,151088,158846,131035,418303,497265,513228,36380,35940,20956,104645,36010,84897
9950,,w/o MS2:SM 12:2;2O/6:0,477.3108,3.967,0,0,0,0,0,0,0,0,0,87517,63369,92308,0,0,0
9951,,w/o MS2:SM 12:2;2O/8:0,505.3395,0.461,0,0,0,0,0,0,0,0,0,979225,983396,1142281,0,0,0
9952,,w/o MS2:SM 13:0;2O/44:10,1007.7941,6.84,51422,45795,41323,197315,177022,161159,225369,236441,255211,50300,80933,68957,94741,34435,73450
9953,,w/o MS2:SM 13:0;2O/44:11,1005.7783,6.32,0,0,0,200229,173298,195452,173756,181548,189971,27720,36539,44857,69071,3525,93717
9954,,w/o MS2:SM 13:0;2O/44:2,1023.922,10.675,0,0,0,0,0,0,23844,19997,18889,59233,54168,73128,0,0,0
9955,,w/o MS2:SM 14:3;2O/2:0,447.2717,2.763,5352,4876,2509,55738,89358,64556,54861,56199,60489,2954,0,0,34501,5740,48718
9956,,w/o MS2:SM 14:3;2O/4:0,475.299,0.946,35847,52195,50173,50668,55670,48397,47963,54475,61330,46181,26456,57122,18229,2299,29562
9957,,w/o MS2:SM 15:0;2O/44:10,1035.826,7.484,145010,144826,146717,135402,148400,166020,170585,230609,191545,0,0,0,0,0,0
9958,,w/o MS2:SM 15:1;2O,459.269,3.859,10414,26995,19888,18144,27400,21943,13140,23094,37226,281338,254192,333036,27383,6389,26216
9959,,w/o MS2:SM 15:1;2O,459.2689,3.796,19510,11561,18093,3788,18866,16988,12706,23094,36337,292020,316155,309729,17683,6389,20026
9960,,w/o MS2:SM 16:0;2O/44:0,1070.0048,5.048,0,0,0,0,0,0,0,0,0,340721,317793,414242,0,0,0
9961,,w/o MS2:SM 17:0;2O,489.3001,0.787,455714,478624,520863,608462,668418,549848,489244,542859,585285,519678,521078,565784,189297,2620,170708
9962,,w/o MS2:SM 17:0;2O/44:12,1059.8241,7.129,0,0,0,0,0,3277,130152,174429,124245,0,0,0,0,0,0
9963,,w/o MS2:SM 18:0;2O,503.3221,8.955,17733,5243,25627,58142,89456,76181,33387,31109,38621,24850,32622,22085,17335,20023,11594
9964,,w/o MS2:SM 18:0;2O,503.3212,6.456,53641,30349,48270,7132,3100,15716,18055,8401,11322,5623,5304,4180,7170,11440,10710
9965,,w/o MS2:SM 19:1;2O,515.3133,1.416,2926,0,0,0,7551,0,41333,53263,45943,0,0,0,656938,116834,619180
9966,,w/o MS2:SM 19:3;2O,511.2845,3.054,8663,4816,4674,16021,10651,16859,26999,25570,29467,4391,6914,10829,105175,21492,93502
9967,,w/o MS2:SM 20:2;2O,527.3219,0.454,0,3078,0,0,0,0,0,0,0,318664,304891,433621,7251,5621,2880
9968,,w/o MS2:SM 21:1;2O,543.3472,2.146,0,0,0,0,0,0,498903,458527,438257,0,0,0,80498,0,87317
9969,,w/o MS2:SM 21:1;2O,543.3475,2.197,0,0,0,0,0,0,498903,121643,109981,0,0,0,80498,0,87317
9970,,w/o MS2:SM 21:3;2O,539.315,1.178,18631,16674,44740,43187,38673,41409,35353,43348,43477,33130,41682,35005,62704,9161,57480
9971,,w/o MS2:SM 21:3;2O,539.3157,1.477,110025,127252,141265,185535,182739,173024,141732,154697,147975,154314,193966,186188,45042,7786,46958
9972,,w/o MS2:SM 24:3;2O,581.3681,2.119,0,0,0,2859,3630,0,0,0,4261,2788560,3078568,2894128,0,0,0
9973,,w/o MS2:SM 29:1;2O,655.4784,10.784,0,0,0,0,0,0,0,0,0,0,90919,2068,0,0,0
9974,,w/o MS2:SM 29:1;2O/44:12,1226.0026,5.887,0,0,0,0,0,0,0,0,0,151398,173880,128155,0,0,0
9975,,w/o MS2:SM 30:0;2O/44:0,1266.2076,7.586,0,0,0,0,0,0,227749,188150,272119,0,0,0,0,0,0
9976,,w/o MS2:SM 30:1;2O(FA 14:1),855.6967,7.015,0,0,0,0,0,0,379140,393181,487929,0,0,0,0,0,0
9977,,w/o MS2:SM 30:1;2O(FA 16:2),881.7154,6.451,120379,133585,167742,0,0,0,0,0,0,0,0,0,0,0,0
9978,,w/o MS2:SM 30:1;2O(FA 17:0),899.7712,9.272,12710,11292,0,1649287,1765300,1851216,88228,114456,95954,260685,376897,355810,0,0,0
9979,,w/o MS2:SM 30:1;2O(FA 18:3),907.7332,9.338,547331,608168,636026,2161270,2368721,2665494,1815048,2285249,1961014,450141,590735,587458,141437,17954,126317
9980,,w/o MS2:SM 30:2;2O(FA 14:1),853.6749,9.753,0,0,0,85121,123190,134069,54532,45247,56068,243865,253197,247293,17745,0,5617
9981,,w/o MS2:SM 30:2;2O(FA 14:1),853.6792,5.983,132626,78637,101729,67384,116661,112822,0,0,0,21875,23860,0,0,0,0
9982,,w/o MS2:SM 30:2;2O(FA 16:3),877.6827,5.792,96499,147751,130688,0,0,0,0,0,0,0,0,0,0,0,0
9983,,w/o MS2:SM 30:2;2O(FA 17:3),891.6932,8.366,115770,149534,245223,0,0,0,0,0,0,0,0,0,0,0,0
9984,,w/o MS2:SM 30:3;3O,659.4868,6.775,0,0,6083,51146,70436,58383,115865,129574,161495,20147,18452,12232,28717,15816,39157
9985,,w/o MS2:SM 31:0;2O/44:2,1276.1952,10.767,0,0,0,0,0,0,0,0,0,0,0,0,99560,7459,77576
9986,,w/o MS2:SM 31:2;2O/44:12,1252.0214,5.971,0,0,0,0,0,0,0,0,0,78989,116736,96486,0,0,0
