Index,Vip,Metabolite name,Average Mz,average RT,Brain1,Brain2,Brain3,Heart1,Heart2,Heart3,Liver1,Liver2,Liver3,Muscle1,Muscle2,Muscle3,Plasma11,Plasma12,Plasma13
2329,,Unknown,797.4788,1.395,0,0,0,0,0,0,0,0,0,0,0,0,13531,0,0
2330,,Unknown,389.3021,1.396,0,1814,0,2253,0,0,0,0,0,95214,102566,111742,0,0,0
2331,,Unknown,341.3064,1.397,2347,4387,5953,10625,3517,6338,57163,70911,67534,0,0,0,0,0,0
2332,,Unknown,638.2787,1.398,0,0,0,0,0,0,8332,4855,7830,0,0,0,9958,12262,23651
2333,,Unknown,716.2708,1.401,0,3480,0,2485,7943,9279,9179,11708,12592,0,0,0,21319,32758,35304
2334,,Unknown,791.9604,1.404,0,0,0,0,0,0,0,0,0,0,0,0,67749,3708,37421
2335,,Unknown,1071.6185,1.404,0,0,0,0,0,0,0,2436,0,0,0,0,36255,0,66819
2336,,Unknown,638.2531,1.404,0,3189,0,3795,3644,4142,15143,6285,10442,0,0,0,19869,31236,10397
2337,,Unknown,544.2956,1.406,3186,0,0,0,0,2845,18230,17181,19748,0,0,2894,158606,29597,85553
2338,,Unknown,570.2654,1.407,3243,13033,16360,14630,14362,21739,31499,57333,33469,0,0,0,158402,89682,142628
2339,,Unknown,796.9752,1.413,0,0,0,0,0,0,0,0,0,0,0,0,25621,0,12128
2340,,Unknown,496.1332,1.413,10801,22423,25809,14598,21282,12364,101570,91091,95986,0,0,0,572618,80681,264830
2341,,Unknown,496.536,1.415,18291,16169,6846,13291,21796,24028,78638,60197,80324,0,0,0,583036,105394,640987
2342,,Unknown,1261.3218,1.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,,Unknown,1508.9833,1.415,0,0,0,0,0,0,0,0,0,0,0,0,9479,0,0
2344,,Unknown,493.3017,1.416,0,0,0,0,0,4776,14625,21486,17826,0,0,0,95426,23191,179233
2345,,Unknown,496.1463,1.417,3305,0,26830,13842,23702,18051,56731,86249,58983,0,0,0,639897,72527,441154
2346,,Unknown,124.2104,1.418,0,0,0,0,0,0,0,0,0,0,0,0,29604,0,36748
2347,,Unknown,493.3172,1.418,865,4867,0,3373,5362,3457,7314,17109,17957,0,0,3779,131659,16433,82020
2348,,Unknown,648.279,1.418,7009,10862,7051,11348,4478,23042,28503,29314,30612,0,0,0,88969,64286,109600
2349,,Unknown,496.5483,1.419,9530,12320,7703,34767,38140,30669,66149,104596,53640,0,0,0,603409,129941,758948
2350,,Unknown,586.3126,1.42,35253,52400,62484,61141,79741,75139,142837,201461,170938,0,5975,4533,507493,268599,563159
2351,,Unknown,1508.9948,1.42,0,0,0,0,0,0,0,0,0,0,0,0,9479,0,9861
2352,,Unknown,580.2947,1.42,68560,78195,91729,97866,105845,103960,189934,227729,217650,8235,19261,15309,641712,282911,623504
2353,,Unknown,603.3001,1.422,40333,49928,59889,42562,44589,37488,61427,74778,75604,27999,28531,18803,78726,106923,59964
2354,,Unknown,304.1763,1.424,0,0,0,0,190749,5296,1452,0,6865,5729,0,0,16757,4440,8136
2355,,Unknown,1026.1384,1.427,0,0,0,0,0,0,0,0,0,0,0,0,39464,0,13822
2356,,Unknown,412.4279,1.427,0,0,0,0,7587,4974,5571,0,5633,0,0,0,0,0,0
2357,,Unknown,551.2695,1.429,34134,29468,49514,50966,47861,27717,38759,28884,43864,38541,42975,42175,11288,24255,20168
2358,,Unknown,777.9689,1.429,0,0,0,0,0,0,5795,5737,0,0,0,0,45940,0,66381
2359,,Unknown,202.8324,1.436,0,0,0,0,0,16473,0,27342,0,0,0,0,0,0,0
2360,,Unknown,196.9178,1.437,17079,83806,3480,0,68540,61462,0,114247,114607,2015,0,47014,0,0,0
2361,,Unknown,303.3096,1.445,18937,26305,33991,22221,15143,12388,39678,47144,50103,12541,6137,11632,3781,2946,3609
2362,,Unknown,196.8678,1.446,0,51792,38541,0,65659,57796,15957,0,0,0,25135,0,162608,0,125564
2363,,Unknown,196.8972,1.446,4996,1719,70322,0,0,0,0,0,3005,0,0,0,0,0,0
2364,,Unknown,202.767,1.45,0,0,0,0,0,0,0,0,0,0,0,0,4530,0,0
2365,,Unknown,801.9474,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,,Unknown,1018.6924,1.45,0,0,0,0,0,0,3796,0,5204,0,0,0,0,0,6083
2367,,Unknown,202.9031,1.457,0,0,0,0,0,0,17824,0,0,0,0,0,0,0,13017
2368,,Unknown,394.3168,1.468,0,0,0,0,4150,2773,6745,0,0,34384,31737,45862,48694,4676,176118
2369,,Unknown,438.3434,1.469,2652,0,0,0,7271,4245,14693,0,0,76787,66885,102026,57401,11023,214502
2370,,Unknown,383.0166,1.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,,Unknown,716.2698,1.481,0,0,0,0,0,0,0,0,1490,0,0,0,21368,8511,50902
2372,,Unknown,390.338,1.482,198940,198571,228383,7878,5041,3966,193035,234527,215557,0,0,0,0,0,0
2373,,Unknown,570.2649,1.494,0,2274,2288,0,0,0,637,4341,2049,0,0,0,58226,9189,68452
2374,,Unknown,477.391,1.512,0,0,0,0,0,0,0,0,0,109435,103791,102243,0,0,0
2375,,Unknown,502.8512,1.518,0,0,0,0,0,0,0,0,0,110527,99628,99328,8723,0,8210
2376,,Unknown,304.1775,1.52,8107,8365,5234,888,30596,2060,9035,1112,13037,0,2009,4303,5304,11931,9095
2377,,Unknown,458.3236,1.529,0,0,0,0,0,0,0,0,0,336917,339868,343254,30067,16288,54467
2378,,Unknown,898.6127,1.529,0,0,0,0,0,0,2324,0,0,147208,178607,170473,5637,4858,19339
2379,,Unknown,454.3752,1.533,0,0,0,48414,50766,50664,11479,17146,13905,59786,58367,51477,4931,0,8237
2380,,Unknown,410.3489,1.536,0,0,0,51427,80107,58143,32992,14888,20558,56674,68615,62227,5552,2182,5765
2381,,Unknown,500.2304,1.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,,Unknown,707.2718,1.542,0,6073,3611,7658,4882,5871,81149,92762,90818,0,0,0,0,0,0
2383,,Unknown,583.3262,1.544,149045,161549,229839,219351,240388,196969,1319245,1473853,1438626,0,0,0,0,0,0
2384,,Unknown,341.3539,1.544,0,0,0,0,0,0,0,0,0,0,0,0,6420,0,0
2385,,Unknown,366.3222,1.544,0,0,0,51884,48672,48333,29800,23747,8049,58840,49799,48299,2309,0,3420
2386,,Unknown,341.3059,1.545,11295,8833,13968,8045,15152,13428,136613,149807,150013,0,0,3144,2059,0,4462
2387,,Unknown,580.3627,1.551,0,2187,0,0,0,0,0,0,0,0,0,0,37160,2740,45385
2388,,Unknown,291.2328,1.555,3274,2388,26129,27574,2336,17606,3820,33641,302488,263278,0,0,0,2113,0
2389,,Unknown,742.282,1.562,2441,0,0,0,0,0,2516,0,3196,0,0,0,14564,4650,14787
2390,,Unknown,522.145,1.564,2219,4984,2770,0,0,0,13555,9856,3776,0,0,0,32499,0,27995
2391,,Unknown,674.2958,1.564,2369,0,2754,0,0,0,5584,3645,7801,0,0,0,27369,2275,16532
2392,,Unknown,332.3324,1.565,20261,10509,35594,20573,16939,24528,169800,144925,129527,56311,53528,69452,70624,20214,87679
2393,,Unknown,390.338,1.565,10538,9803,14758,0,0,0,18789,13702,8416,0,0,0,0,0,0
2394,,Unknown,522.5793,1.565,5862,0,3669,0,0,0,5476,9712,18892,0,0,0,36349,2462,47966
2395,,Unknown,678.4808,1.566,4700,5029,2784,25127,9573,12880,13254,15020,8236,1709548,1865359,1991136,212584,169914,307706
2396,,Unknown,596.2806,1.566,2239,4642,5846,0,0,0,4632,5596,6445,0,0,0,33750,6267,59698
2397,,Unknown,273.2225,1.576,0,0,6349,3455,0,0,0,2777,138499,141934,0,0,0,0,0
2398,,Unknown,362.2701,1.591,42452,43092,49707,0,0,0,140747,148581,169969,0,0,0,0,0,0
2399,,Unknown,502.3754,1.596,34588,19860,25977,52504,33340,46506,32007,23821,18484,1487682,1598277,1692810,221285,143779,272769
2400,,Unknown,425.848,1.598,34617,65404,56569,49718,54923,56204,53067,65699,59689,35430,46835,36831,5618,0,3098
2401,,Unknown,416.3539,1.609,0,0,0,0,0,0,53508,55792,60842,0,0,0,0,0,0
2402,,Unknown,304.1761,1.611,0,0,0,0,0,0,0,0,0,0,0,0,11172,0,9095
2403,,Unknown,370.2789,1.614,0,0,0,2491,2477,4071,126664,140651,157469,0,0,0,0,0,0
2404,,Unknown,635.3947,1.615,0,0,0,0,0,0,0,0,0,0,0,0,67002,1978,61443
2405,,Unknown,570.3157,1.617,0,0,0,58630,60580,37219,0,0,0,0,0,0,0,0,2489
2406,,Unknown,382.0186,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,,Unknown,496.4228,1.625,2214,12577,3454,0,0,0,3460,2545,0,15492,13244,7241,21238,4781,14433
2408,,Unknown,293.2487,1.626,1813,2433,5109,8508,4999,3280,3131,20073,86412,81991,1764,0,0,0,0
2409,,Unknown,347.1783,1.633,0,314,0,0,0,0,2376,0,0,59669,58082,63231,0,0,0
2410,,Unknown,526.3395,1.642,0,0,0,0,0,0,0,0,0,61664,56639,80829,0,0,0
2411,,Unknown,361.3071,1.643,6116,0,0,12725,5891,7848,7190,5596,2453,8073,4276,0,45612,8356,51257
2412,,Unknown,405.3165,1.648,678442,712024,695828,701526,741168,740514,644661,710492,709906,556220,541994,613699,230320,40930,192260
2413,,Unknown,286.3114,1.663,13454,13301,12086,17093,12994,15225,73796,76378,80363,10748,4359,9349,5460,2044,5202
2414,,Unknown,650.4432,1.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,,Unknown,425.8482,1.67,14491,21134,9288,7666,11564,12067,12111,11381,22889,22936,13877,8957,1089,0,0
2416,,Unknown,467.3866,1.681,0,0,0,0,0,0,0,0,0,58989,58353,56384,0,0,0
2417,,Unknown,304.1759,1.698,0,0,0,0,0,0,0,0,9883,0,38726,0,0,0,0
2418,,Unknown,321.2418,1.702,16996,13089,13130,46827,49041,47592,53584,69554,54279,23661,14621,20385,41771,18170,41974
2419,,Unknown,303.2331,1.706,0,0,0,0,0,0,39667,43501,54798,0,0,2797,2004,0,0
2420,,Unknown,356.3899,1.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,,Unknown,270.3163,1.711,0,0,2385,46469,56573,52318,30552,38464,36799,0,4294,13834,20257,2000,14246
2422,,Unknown,304.301,1.717,3427,2681,2683,0,0,0,0,0,0,6449232,6727680,6570056,36543,3147,11900
2423,,Unknown,284.3323,1.721,19485,11956,10351,11041,19828,4012,16710,7395,5810,12786,13139,7966,225926,38371,119095
2424,,Unknown,405.3165,1.721,183476,199711,167373,196187,225965,205249,190001,196630,167134,185984,160796,188898,92149,5669,39034
2425,,Unknown,286.3113,1.73,6770,13301,5542,5963,3128,15225,23981,21345,23256,10748,4359,6636,5460,2057,323
2426,,Unknown,298.3472,1.741,0,0,3850,0,0,0,6358,0,0,14187,3099,3930,51284,0,26675
2427,,Unknown,308.2588,1.746,0,0,0,0,0,0,0,0,4060,54721,33995,62961,3994,325,2130
2428,,Unknown,337.2509,1.759,0,0,0,0,0,0,0,0,0,57585,56072,71413,0,0,0
2429,,Unknown,368.3281,1.761,0,0,0,0,0,0,220102,234293,203779,0,0,0,0,0,0
2430,,Unknown,202.9034,1.776,0,0,0,0,0,0,18318,0,0,0,0,0,0,0,0
2431,,Unknown,485.3571,1.779,0,0,0,0,0,0,0,0,0,0,0,0,3762,0,0
2432,,Unknown,620.3945,1.785,0,0,0,0,0,0,0,0,0,0,0,0,9393,0,10849
2433,,Unknown,202.7517,1.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,,Unknown,202.7819,1.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,,Unknown,197.0709,1.791,2024,1960,97473,2081,1230,5642,1994,35450,15334,3863,5074,1419,219,8197,4258
2436,,Unknown,491.298,1.794,0,0,3614,955,693,2475,48738,74040,76105,0,0,0,1863,238,1204
2437,,Unknown,304.3011,1.797,0,0,0,0,2680,2946,0,0,0,711527,638898,738251,1509,1822,363
2438,,Unknown,309.2438,1.803,0,2322,3009,9419,5246,3035,78744,93965,73966,0,2917,2255,0,1796,0
2439,,Unknown,674.4428,1.829,0,0,0,0,0,0,3645,3132,0,0,0,0,4638,0,7041
2440,,Unknown,376.25,1.834,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0
2441,,Unknown,121.0286,1.835,5997,1672,6161,7934,6540,5591,2475,5107,7240,8460,9602,5272,3406,9140,5807
2442,,Unknown,231.1029,1.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,,Unknown,249.1127,1.842,0,1894,0,808,0,2124,3705,0,0,1953,0,2579,1979,4530,0
2444,,Unknown,269.1003,1.842,18756,8809,10818,7496,10577,10736,8162,4579,9675,6822,5622,6382,111207,27279,152442
2445,,Unknown,404.2809,1.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,,Unknown,375.2285,1.842,0,0,0,0,0,0,0,2903,0,0,0,0,0,287,0
2447,,Unknown,406.2151,1.843,13163,16009,14504,13643,13118,20395,24656,8400,20209,22725,20307,20634,14992,15888,26619
2448,,Unknown,362.2332,1.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,,Unknown,683.3571,1.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,,Unknown,747.3205,1.845,0,0,0,0,0,0,0,0,0,6647,6326,2888,0,0,0
2451,,Unknown,298.3479,1.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,,Unknown,311.1046,1.847,15867,8865,3147,13084,9684,8272,10789,11670,12111,63526,69480,35497,14044,5313,16051
2453,,Unknown,408.2306,1.847,82797,73711,78658,77505,75528,76290,81847,71973,76049,317917,541458,382454,69270,76184,71294
2454,,Unknown,149.0236,1.847,3676736,3297945,3290911,3387356,3201218,3421322,3409779,3406386,3301004,3304902,3253843,3405807,3412658,3309630,3450655
2455,,Unknown,250.9732,1.848,0,0,0,0,0,0,0,0,0,14624,17027,15364,0,0,0
2456,,Unknown,426.1815,1.849,0,0,0,0,0,0,0,0,0,76932,86347,60793,0,0,0
2457,,Unknown,394.2149,1.849,17205,22553,14881,28934,21685,28250,21934,24109,20699,676274,628699,617654,13950,29496,25271
2458,,Unknown,292.074,1.849,0,0,0,0,0,0,0,0,0,83907,94556,78766,0,0,0
2459,,Unknown,407.2101,1.85,16002,9242,10108,7142,11601,7791,14237,4898,17168,457471,454404,438969,9100,20514,16283
2460,,Unknown,450.2777,1.85,91147,71269,80183,94090,84567,85744,78311,75516,86919,1116943,1242604,1112026,62693,61728,88619
2461,,Unknown,167.0342,1.852,1964,7396,6336,5603,5196,2807,5727,4461,5765,1821,1840,6221,8564,0,4221
2462,,Unknown,631.3275,1.853,11840,11301,32015,17542,13020,15038,12627,17027,14372,19672,20589,12978,12952,8230,11250
2463,,Unknown,405.3166,1.862,84997,60372,90632,74839,70253,62785,61239,56412,71771,55861,56923,67325,1286,0,3682
2464,,Unknown,353.122,1.864,0,2051,1765,2056,3962,2047,2215,3972,0,3101,0,3319,1949,2462,2286
2465,,Unknown,355.0976,1.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,,Unknown,622.4122,1.866,0,0,0,0,2794,0,0,0,0,0,0,0,0,0,0
2467,,Unknown,313.2149,1.879,0,0,10660,8943,0,6264,0,27930,251028,214805,0,0,1874,0,2368
2468,,Unknown,311.2957,1.881,86829,36132,73281,56888,200766,74172,69650,43527,34683,65659,60160,58718,66228,27450,65627
2469,,Unknown,562.3969,1.881,0,0,2492,0,2394,0,0,0,0,67246,65917,58342,2833,0,0
2470,,Unknown,522.4382,1.895,0,0,0,0,0,0,0,0,0,1739365,1861934,1790055,0,0,0
2471,,Unknown,292.2859,1.895,23312,11150,34118,33976,45741,31470,52631,21858,119373,181204,38585,54409,34752,13615,42368
2472,,Unknown,726.3182,1.899,31616,28919,52761,70614,55649,61080,53725,39934,44926,59729,71326,59035,34494,0,37935
2473,,Unknown,722.308,1.9,21564,22011,22780,21543,40757,33858,29363,27731,37051,35541,30462,34847,16120,0,12968
2474,,Unknown,289.2755,1.902,18011,9461,68453,62280,35261,57752,64143,37117,241774,263756,3541,11144,18671,3581,22219
2475,,Unknown,360.3638,1.909,30186,4418,112122,14870,19713,5640,14909,5422,5909,1015,6749,32643,10577,27701,7828
2476,,Unknown,339.233,1.916,7759,10586,8978,17625,4826,6848,12588,10567,9869,227493,86724,186291,1946,0,0
2477,,Unknown,313.2149,1.917,0,0,10660,8943,0,1482,0,27930,251028,214805,0,0,1874,0,2368
2478,,Unknown,280.2643,1.926,1827,0,0,0,45705,4348,55059,41721,27714,11371,13862,13461,4255,0,2139
2479,,Unknown,351.2519,1.931,8029,2543,4092,7043,11613,19493,9834,8393,7952,887,7800,2983,30148,5022,36263
2480,,Unknown,411.048,1.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,,Unknown,622.41,1.94,0,0,0,0,2794,0,0,0,0,0,0,0,0,0,0
2482,,Unknown,350.3275,1.941,3274,0,13412,17925,4537,4813,33164,22983,266875,140706,3682,15146,1192,0,427
2483,,Unknown,412.3243,1.941,0,0,0,0,0,0,0,0,574,0,753,0,0,0,0
2484,,Unknown,306.3013,1.942,25697,2853,120249,112735,74095,90953,105893,48513,440470,362743,6126,8067,22653,2604,28220
2485,,Unknown,301.2172,1.943,0,0,0,0,0,0,97319,105333,106102,0,0,0,0,0,0
2486,,Unknown,286.3117,1.953,15362,9833,5305,16382,14293,13575,27195,26450,16736,12148,11932,10801,27319,6542,37940
2487,,Unknown,431.2569,1.956,0,0,0,0,0,0,0,0,0,499767,469846,469926,0,0,0
2488,,Unknown,401.2676,1.965,89892,79452,82241,118049,113364,116832,4948,0,3305,0,0,0,0,0,0
2489,,Unknown,303.2334,1.973,7257,11547,19653,5180,4702,6252,0,2972,1057,14169,1481,2377,0,0,0
2490,,Unknown,297.0834,1.977,4175,2252,1899,4209,2151,9188,62384,0,6323,5142,26707,4286,0,46152,2187
2491,,Unknown,510.4389,1.978,3499,11689,0,0,0,0,0,0,0,2599,5555,0,24162,4117,6092
2492,,Unknown,634.4108,1.985,2672,2388,0,0,0,0,0,2493,0,2181,2677,0,18360,2383,13804
2493,,Unknown,355.2829,1.986,3469,2727,5914,19510,50860,48053,94922,92309,110072,13117,5347,13309,5808,6935,2140
2494,,Unknown,417.3783,1.989,18663,18498,33159,24025,28946,16270,12173,18711,7943,23484,13008,12184,28150,2642,31317
2495,,Unknown,285.2222,1.99,0,4128,37307,33211,0,24388,2228,45257,326011,374760,8581,2219,2650,0,0
2496,,Unknown,501.0886,1.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,,Unknown,494.1752,1.997,0,0,0,0,0,0,9553,0,0,0,7858,0,0,8186,0
2498,,Unknown,507.1703,2.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,,Unknown,644.3799,2.002,0,0,0,0,0,0,112031,111017,130516,0,0,735,0,0,0
2500,,Unknown,634.4212,2.015,4880,2388,0,0,0,0,0,2493,0,2181,2677,0,11252,3160,5709
2501,,Unknown,350.3275,2.02,3274,301,13412,17925,4537,11215,15911,57418,266875,229582,4712,11663,5972,2068,3792
2502,,Unknown,572.4539,2.027,17705,0,28931,0,2323,0,0,0,2719,0,364,1993,12050,0,9826
2503,,Unknown,387.0129,2.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,,Unknown,297.0836,2.034,0,563,0,1026,0,1440,8340,0,571,0,2866,358,0,9870,2187
2505,,Unknown,377.2675,2.035,11165,8959,8481,417823,467777,391678,39337,31875,38281,6687,4026,1959,24583,8089,15822
2506,,Unknown,636.4253,2.058,0,0,0,0,0,1883,6484,4697,2445,0,0,0,34986,0,38833
2507,,Unknown,259.2068,2.059,0,0,0,1850,0,0,86773,93998,87708,0,0,0,0,0,0
2508,,Unknown,401.2674,2.062,52860,58701,65978,183594,168560,132889,48550,43714,45703,0,0,0,54358,9374,59321
2509,,Unknown,439.3583,2.064,39946,25400,49640,16441,39334,62032,61119,54870,100538,19394,34213,23430,2004,951,4617
2510,,Unknown,306.3014,2.064,19702,7916,74920,103996,30349,66065,65032,45386,295249,348374,0,8588,31626,0,38603
2511,,Unknown,360.3636,2.069,1014,0,8294,0,1095,609,5070,3649,20997,538,4548,1496,715,0,3110
2512,,Unknown,542.4448,2.072,37729,0,0,0,7643,0,0,0,0,0,49440,0,0,0,5555
2513,,Unknown,671.4319,2.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,,Unknown,409.1676,2.085,0,0,0,2174,4670,5949,65506,79526,69973,0,0,0,1843,0,0
2515,,Unknown,477.1561,2.087,0,0,0,0,0,0,37554,54072,42348,0,0,0,0,0,0
2516,,Unknown,879.4747,2.089,0,0,0,0,0,0,0,0,0,54005,53820,69878,0,0,0
2517,,Unknown,377.2676,2.09,11165,8830,5324,417823,467630,242846,14185,31875,9076,6296,974,3808,24583,7813,15822
2518,,Unknown,353.3541,2.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297
2519,,Unknown,401.2676,2.112,14356,58701,18522,183594,46058,42004,8365,43714,7727,0,0,0,54358,9374,59321
2520,,Unknown,488.1638,2.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,,Unknown,636.4268,2.115,0,0,0,0,0,0,0,323,0,0,0,0,34986,0,38833
2522,,Unknown,389.3384,2.122,5385,0,2391,6777,23484,2895,29851,5160,2575,3153,3720,0,17784,0,20079
2523,,Unknown,418.3698,2.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,,Unknown,603.4232,2.124,0,0,0,0,0,0,0,0,0,164553,190187,178386,0,0,0
2525,,Unknown,311.2569,2.129,0,2577,6354,9275,13638,15374,5136,4843,17597,64872,4975,3616,2710,5078,583
2526,,Unknown,467.3858,2.133,0,0,0,21391,3462,16172,756,3978,0,50781,49334,55834,0,0,7369
2527,,Unknown,570.46,2.136,37076,49399,34973,40278,38918,52660,15144,18975,27209,40538,53245,31748,289118,62919,273752
2528,,Unknown,837.0149,2.139,0,0,0,0,0,0,39424,77768,57554,0,0,0,0,0,4209
2529,,Unknown,521.072,2.148,0,0,0,0,0,0,136168,158791,116138,0,0,0,25562,0,26593
2530,,Unknown,482.4063,2.148,56279,70977,66306,52858,65373,66004,8495,15697,30743,71014,69035,76486,388677,103840,410455
2531,,Unknown,527.705,2.148,0,0,0,0,0,0,144907,132414,115919,0,0,0,25158,0,27998
2532,,Unknown,527.6849,2.153,0,0,0,0,0,0,96470,72597,33491,0,0,0,3515,0,18523
2533,,Unknown,631.3335,2.154,33869,34519,32378,41351,30524,35807,155936,111803,127194,19419,21343,23215,109575,60228,117575
2534,,Unknown,524.1469,2.155,0,0,2983,0,0,0,534552,380226,622897,0,0,0,47717,16837,67279
2535,,Unknown,524.6012,2.156,0,0,0,0,0,0,141128,390823,297030,0,0,0,157284,3155,66744
2536,,Unknown,524.5819,2.156,0,0,0,0,0,0,406488,208777,358161,0,0,0,26192,18292,173881
2537,,Unknown,682.3293,2.157,0,0,2198,0,0,2198,131371,125462,141796,0,0,0,74824,17814,72141
2538,,Unknown,744.3016,2.158,0,0,0,0,0,0,21315,34618,11388,0,0,0,21701,4310,18011
2539,,Unknown,524.1574,2.16,0,0,2983,0,0,0,212965,524552,423474,0,0,0,103569,15544,121756
2540,,Unknown,644.3229,2.162,31800,36170,48085,44154,42350,55104,27558,40850,34231,56210,67307,63238,60995,7970,64305
2541,,Unknown,1099.698,2.162,0,0,0,0,0,0,73561,74781,96162,0,0,0,23486,0,41227
2542,,Unknown,388.2035,2.164,11712,7927,16617,11653,16245,18052,4365,16104,14573,8635,6068,9223,8888,10851,26435
2543,,Unknown,438.3797,2.165,65300,72659,70476,61521,56805,67566,26203,11300,14187,72515,69511,66574,359427,110493,389504
2544,,Unknown,591.3002,2.17,23911,26360,37150,65047,55693,64187,34656,11705,22492,33357,35822,28268,35620,14902,35404
2545,,Unknown,571.4629,2.176,4146,5552,4308,4407,407,6542,0,641,0,0,8434,5789,82845,15585,85385
2546,,Unknown,425.8482,2.177,48569,43877,57905,38137,31716,41525,21185,22006,14288,46026,27351,24664,5577,0,3655
2547,,Unknown,547.2767,2.179,21876,28877,26638,53574,57770,60282,20347,10842,12313,16559,22749,14303,32616,14857,35132
2548,,Unknown,477.2324,2.182,72246,66008,83680,133021,145632,137643,148529,132029,90953,68954,67757,72801,94997,53000,100398
2549,,Unknown,202.8337,2.186,0,0,0,0,10383,0,0,48845,0,0,0,0,0,0,0
2550,,Unknown,466.375,2.192,0,0,0,0,0,0,0,0,0,9837,15139,13944,14124,0,63153
2551,,Unknown,197.0048,2.193,0,0,0,0,0,23406,0,46621,39080,0,0,0,0,0,0
2552,,Unknown,524.5914,2.198,0,0,0,0,0,0,534253,190446,367294,0,0,0,177666,20618,173881
2553,,Unknown,808.0381,2.198,0,0,0,0,0,0,127166,138493,158703,0,0,0,20351,0,3867
2554,,Unknown,1007.6068,2.202,0,0,0,23362,29034,35776,91553,91797,109782,0,0,0,0,0,0
2555,,Unknown,350.3279,2.202,14193,8448,25505,15419,18474,12203,0,8219,27253,64488,26084,31871,160192,37919,144988
2556,,Unknown,341.3062,2.205,9215,7091,8643,43322,40560,39697,115055,71168,82878,4769,2920,2394,0,0,0
2557,,Unknown,631.3331,2.209,21965,20917,32378,41351,30524,35807,71291,70396,74797,12847,21343,23215,109575,60228,117575
2558,,Unknown,304.1772,2.212,4289,2443,759,5558,2565,406,8205,7175,34013,5149,2612,0,3256,4631,6198
2559,,Unknown,524.1412,2.212,0,0,0,0,0,0,86103,66123,76029,0,0,0,29118,0,53718
2560,,Unknown,482.4066,2.212,25640,26850,10119,16034,11726,12832,4400,563,1921,57048,59886,57821,388677,46725,410455
2561,,Unknown,627.2971,2.215,6488,3209,0,0,5816,3188,4470,0,4145,6154,2385,3486,0,378,382
2562,,Unknown,438.3807,2.216,65300,28171,20818,23238,13990,24413,26203,0,14187,29006,22477,27226,359427,110493,389504
2563,,Unknown,410.0502,2.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,,Unknown,547.2753,2.234,9675,14120,8917,53574,57770,33469,60314,53932,52213,6135,8580,8947,26607,6027,35132
2565,,Unknown,477.2328,2.24,52847,30707,46885,133021,72154,81831,148529,132029,157936,47303,35637,49035,56077,39735,71322
2566,,Unknown,594.2786,2.24,13012,13071,23246,110048,128482,116188,120867,135052,129697,0,0,0,0,0,0
2567,,Unknown,371.3644,2.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,,Unknown,360.364,2.278,0,0,1011,0,0,0,8710,8579,10831,2750,884,10007,15126,0,5569
2569,,Unknown,389.3386,2.281,2514,2355,0,0,4284,0,16204,0,0,0,0,0,14013,0,26614
2570,,Unknown,482.4064,2.289,50663,27584,10119,1038,11726,6734,38883,4507,4627,220687,234404,195777,99133,46079,45107
2571,,Unknown,438.3794,2.295,50574,17323,0,0,13990,1409,24120,8342,0,3604,0,3819,109067,46967,38360
2572,,Unknown,425.8483,2.298,1044,0,0,407,378,835,0,0,0,395,568,907,0,0,0
2573,,Unknown,256.2645,2.315,0,0,0,0,0,0,18371,6764,10581,0,13863,20163,130231,35188,69792
2574,,Unknown,225.21,2.318,12447,17618,14138,6053,1082,5550,2794,3807,4268,10367,13184,10755,33597,68018,17218
2575,,Unknown,197.4506,2.318,174434,0,0,281267,0,227645,7911,9389,0,0,0,0,0,81531,0
2576,,Unknown,196.9654,2.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
