massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1257	1256.0	251.0745	3.209	0.33867604713565136	0.9612972569235625
row1258	1257.0	245.0923	3.398	0.6833892325412163	0.4090108468720745
row1259	1258.0	129.0396	4.625	0.7912869563886924	-0.265334943087387
row1260	1259.0	395.2054	2.961	0.411122251548809	0.8253089852344109
row1261	1260.0	401.0317	2.231	0.20205115034088073	1.2839993548704682
row1262	1261.0	259.045	0.824	0.0005313795062488297	3.578067740757201
row1263	1262.0	336.1271	5.82	0.5902616557855359	0.5401636187178823
row1264	1263.0	388.167	3.125	0.6524717006114393	-0.4516616114626427
row1265	1264.0	452.9166	5.091	0.0009065324606761875	3.4183619102813374
row1266	1265.0	193.0717	4.947	0.13913733648542653	1.4906580491674102
row1267	1266.0	410.9846	5.599	0.5688779035209706	0.5715593432169751
row1268	1267.0	215.0923	5.461	0.16093645590852856	1.4121942632659772
row1269	1268.0	401.179	4.248	0.10930166429728241	1.6154532827493646
row1270	1269.0	509.018	5.69	0.9571265489031796	-0.05389209346310898
row1271	1270.0	177.0229	2.672	0.001625797773751971	-3.2377651615695218
row1272	1271.0	331.0653	3.715	0.25468704950615484	1.145489250878529
row1273	1272.0	255.2322	10.958	0.7850261602877802	-0.2734944778162121
row1274	1273.0	529.155	6.444	0.8178913376733704	0.23085310666624317
row1275	1274.0	319.0478	3.295	0.07604105944262728	1.7923528109698301
row1276	1275.0	389.1791	3.309	0.19624925262821924	1.300825624706959
row1277	1276.0	210.0438	2.352	0.47072458323998456	-0.7239974458437507
row1278	1277.0	356.0789	2.048	0.9993992643572457	0.0007547581487226619
row1279	1278.0	297.1517	0.05	0.4768304109420909	-0.7140446001080002
row1280	1279.0	417.21	2.98	0.0029359208244012676	3.0477767425558424
row1281	1280.0	142.0211	5.665	0.35504473218640065	-0.9290730142129952
row1282	1281.0	142.0211	5.688	0.2671450969789687	1.1157635664624255
row1283	1282.0	222.9912	0.526	0.8379624074620902	-0.20502342621383146
row1284	1283.0	448.0939	3.239	0.13063554562184335	1.5238707545217012
row1285	1284.0	492.0468	0.777	0.23885746782569217	-1.1847804881802924
row1286	1285.0	258.0739	4.098	0.7724816420796858	0.28989948267349486
row1287	1286.0	379.1585	5.447	0.6536372357171943	-0.45003914095937997
row1288	1287.0	248.9722	3.854	0.05877881434421733	-1.9112556589265555
row1289	1288.0	158.0829	4.217	0.04240323844046594	-2.0553200818339663
row1290	1289.0	504.9704	7.929	0.05201145515291751	1.9660453620858935
row1291	1290.0	182.0751	4.686	0.12058728167046402	1.5653964300491525
row1292	1291.0	304.0845	1.278	0.9930223374906426	-0.008766776731213179
row1293	1292.0	348.1393	5.799	0.2882055661493308	1.0676349444203512
row1294	1293.0	622.1247	2.216	0.04903689647594793	-1.9920627035381318
row1295	1294.0	116.9298	0.213	0.13958480325022218	-1.488954503167951
row1296	1295.0	248.0592	5.469	0.5313595503953359	-0.6280734839249659
row1297	1296.0	248.9721	3.132	0.4416184929309285	0.7724765308921028
row1298	1297.0	215.0109	0.787	0.2668541645784845	1.1164465530407903
row1299	1298.0	637.2526	2.998	0.3850827983281503	0.8723196917199196
row1300	1299.0	427.1945	2.77	0.18366073758730342	-1.3386498590032794
row1301	1300.0	311.1171	2.948	0.903334631415273	-0.12175243154421936
row1302	1301.0	429.174	3.426	0.05585201004637839	1.9342600548216404
row1303	1302.0	202.054	2.846	0.003587383452827556	2.981492777921076
row1304	1303.0	541.2621	4.784	0.15195651478651898	-1.4434554338381955
row1305	1304.0	320.1519	1.679	0.6379973518165781	0.47191233077531386
row1306	1305.0	485.1956	8.425	0.7582932781319379	-0.3085498254282583
row1307	1306.0	799.0447	5.673	0.9624849085080511	0.047151211311030346
row1308	1307.0	237.1488	1.686	7.29689530161877e-07	5.2808888144399155
row1309	1308.0	277.0251	0.352	0.23490878025472672	-1.1948699395858116
row1310	1309.0	323.0929	3.13	0.42746192289762575	0.7967240055910261
row1311	1310.0	405.0198	7.206	0.2200654432351931	1.233927708721917
row1312	1311.0	601.1926	0.783	0.87895740928213	0.15267344565624918
row1313	1312.0	389.1268	0.603	0.38508279832815107	0.8723196917199182
row1314	1313.0	296.9814	7.669	0.07394076278282002	1.8055352215166625
row1315	1314.0	297.1517	11.293	0.34119712470871255	0.9562694257823148
row1316	1315.0	234.0249	2.218	0.07534990039204637	-1.7966571637976578
row1317	1316.0	512.2573	3.126	0.591493042732324	-0.5383722050175659
row1318	1317.0	306.9937	0.922	0.43993908538677495	-0.7753290366413831
row1319	1318.0	324.0564	2.349	0.014195077180005884	2.495140858295787
row1320	1319.0	297.1517	11.571	0.10042675466208166	1.657817829701529
row1321	1320.0	501.2245	3.142	0.07405988405030153	-1.8047793132075376
row1322	1321.0	297.1519	1.605	0.1789311727274997	-1.353363679441016
row1323	1322.0	656.0497	0.45	0.6534515573390138	0.4502975324836629
row1324	1323.0	385.0357	4.558	0.29154692862836523	-1.060223730824378
row1325	1324.0	371.096	6.036	0.14930503241563156	1.452957881045486
row1326	1325.0	316.0431	0.157	0.34229070675144435	-0.9540959834142586
row1327	1326.0	316.0432	0.047	0.16468770497651897	-1.3995311554107195
row1328	1327.0	155.0025	3.485	0.9315716236679674	0.08607993217940925
row1329	1328.0	290.0328	2.128	0.36737565227887203	0.9054219328969901
row1330	1329.0	401.1792	3.79	0.8718097061975577	-0.161766541800661
row1331	1330.0	224.563	0.795	0.832085782076383	0.21257106231067055
row1332	1331.0	367.0104	0.807	0.017881807304528236	2.4070075853987265
row1333	1332.0	343.0652	6.196	0.03926019107138678	2.0883092974843542
row1334	1333.0	390.0341	7.565	0.0679911763759178	1.8446439772752647
row1335	1334.0	339.0725	5.517	0.5408171258700634	-0.6136433460280637
row1336	1335.0	248.9723	4.128	0.9866724798018391	-0.01674534937929558
row1337	1336.0	304.0845	1.533	0.5592768768015055	0.5858403343527375
row1338	1337.0	393.0625	0.412	0.05953066672428734	1.9055024084284782
row1339	1338.0	646.8718	5.09	0.011108620583254333	2.5864253777769046
row1340	1339.0	248.9723	5.234	0.16589876582548405	-1.395490090388707
row1341	1340.0	115.0108	3.874	0.00032222242952962215	3.7234632807969628
row1342	1341.0	289.0377	3.192	0.042424398697332055	2.0551052088894024
row1343	1342.0	316.0433	0.276	0.42212852507705145	-0.805981622977286
row1344	1343.0	170.0826	2.885	0.427896955126731	-0.7959719089260875
row1345	1344.0	487.1286	3.779	0.00036589723219047953	-3.686875684106251
row1346	1345.0	261.0065	2.854	0.19489343534692274	1.3048108025110154
row1347	1346.0	396.1124	6.029	0.3554912517646335	-0.9282075128846429
row1348	1347.0	413.2152	3.132	0.5524418843998593	0.5960806082781863
row1349	1348.0	287.1488	5.3	0.1383031479445648	1.493845342803812
row1350	1349.0	283.2631	10.792	0.43805393978079743	-0.7785385562493002
row1351	1350.0	202.1084	4.195	0.00010584258070592922	4.034575703767058
row1352	1351.0	293.1494	3.1	0.15935086097356566	1.4176148290451382
row1353	1352.0	232.0394	0.351	0.4704141099226343	0.7245054567748779
row1354	1353.0	245.0293	1.08	0.0009642390010553978	3.3995892813341415
row1355	1354.0	233.0118	0.724	0.29681001886035985	1.0486666316675133
row1356	1355.0	285.1331	5.298	0.757274713100438	-0.3098928069772024
row1357	1356.0	506.8849	5.089	0.17880344437226206	1.353765091165689
row1358	1357.0	217.003	7.932	0.238895848765082	1.1846830082409403
row1359	1358.0	542.2652	4.358	0.02609151042147892	-2.257753333492018
row1360	1359.0	291.053	0.616	0.7118594294641607	0.370390712388336
row1361	1360.0	330.1177	3.384	0.06333204596093445	1.87731651985403
row1362	1361.0	247.0271	0.57	0.02351159398083413	-2.2995470328119834
row1363	1362.0	256.0586	4.019	0.8400545904158094	0.2023391993948017
row1364	1363.0	297.1516	0.282	0.14902119618175602	1.453982819397419
row1365	1364.0	467.0881	7.019	0.26627472024119253	-1.1178083940861283
row1366	1365.0	444.2028	1.143	0.011810497546633587	-2.563825583169399
row1367	1366.0	283.0497	2.871	0.09354081320278625	1.6928265484796783
row1368	1367.0	177.023	2.828	0.22950321472938476	1.2088815321064614
row1369	1368.0	543.0328	4.54	0.003201611468931046	-3.0192452999336
row1370	1369.0	343.1573	3.259	0.3358444138679153	0.9669735906441582
row1371	1370.0	384.0759	3.155	0.3850827983281503	0.8723196917199196
row1372	1371.0	297.1517	11.471	0.682476707322671	0.4102586144742999
row1373	1372.0	255.2323	10.77	0.8883894527324434	0.14069362859206389
row1374	1373.0	227.1281	1.667	0.0005382847956380787	3.5742636458810453
row1375	1374.0	514.1359	1.571	0.4776691405331992	-0.7126829802230347
row1376	1375.0	165.056	1.726	0.9103963065672862	-0.11281835495844618
row1377	1376.0	297.1517	11.122	0.5923439426684483	0.5371353373361217
row1378	1377.0	1002.0445	5.682	0.0845451908007019	1.7418730446277344
row1379	1378.0	278.033	1.629	0.008159682810599858	2.6982145175136742
row1380	1379.0	248.9723	5.468	0.19539097546784578	-1.3033459854913683
row1381	1380.0	415.122	4.605	0.28313446223613703	1.0789959839890104
row1382	1381.0	453.1734	5.232	0.9508995730883141	0.061728834317750156
row1383	1382.0	271.0563	6.948	0.8532154946931428	-0.1854869123554408
row1384	1383.0	264.09	2.166	0.2429720936403232	-1.1743933011113867
row1385	1384.0	304.0746	4.309	0.4908248842086128	0.6914958971270052
row1386	1385.0	248.9723	4.273	0.7425165817180626	0.32941623934640885
row1387	1386.0	185.1184	1.749	0.0007068541223307032	3.493357143207868
row1388	1387.0	211.001	4.534	0.6467358940500594	-0.45966366533337055
row1389	1388.0	393.1138	6.412	0.09299336507483728	1.6956987220513027
row1390	1389.0	116.93	0.276	0.07497390032816184	1.7990125430940878
row1391	1390.0	370.1308	1.251	0.7749020972693836	-0.2867281525127347
row1392	1391.0	647.2795	3.387	0.5513852108330581	0.597669332035094
row1393	1392.0	346.157	2.529	0.014668781856252998	2.4827430320449797
row1394	1393.0	1008.965	5.672	0.19653568939575358	-1.2999863173556554
row1395	1394.0	356.0364	3.558	0.2757105102582712	1.0958835272003618
row1396	1395.0	241.1074	1.728	0.9067927006738763	0.11737627476600061
row1397	1396.0	297.1516	11.198	0.000343460668744924	3.7051197690321445
row1398	1397.0	293.1494	2.895	0.7157449552473701	0.3651641722578834
row1399	1398.0	217.9839	3.52	0.9727929451676824	0.0341893883981429
row1400	1399.0	403.1587	3.839	0.45076929439140245	0.7570430366720925
row1401	1400.0	288.1187	6.097	0.558779651785029	-0.5865831887092298
row1402	1401.0	157.015	7.0	0.0008668369506874165	3.4319393395881534
row1403	1402.0	243.0617	6.171	0.1657496940694919	-1.395986294423489
row1404	1403.0	263.0224	1.058	0.3004050298478541	1.0408521951074823
row1405	1404.0	277.0375	0.69	0.11581029168912156	-1.5861077323410948
row1406	1405.0	250.9859	4.109	0.3503774440706672	-0.9381618298382424
row1407	1406.0	448.0567	2.477	0.018591766694461984	2.3919253773077087
row1408	1407.0	297.1517	11.001	0.25463412541561137	-1.1456176898774337
row1409	1408.0	345.0746	1.916	0.3035655512812543	-1.0340342899490298
row1410	1409.0	477.2329	3.126	0.48643587619210327	0.6985292250691253
row1411	1410.0	351.1794	1.67	0.00011726484924646987	4.006586365921194
row1412	1411.0	399.1814	0.641	0.04644317517492421	2.01587010322817
row1413	1412.0	298.0739	1.911	0.4522010355971776	-0.7546446905409562
row1414	1413.0	711.1562	2.304	0.5898776889107289	0.5407225681314783
row1415	1414.0	231.0327	2.086	0.31508527423242416	1.0095805105063473
row1416	1415.0	283.0018	0.429	0.1550282127927817	1.4326058423742347
row1417	1416.0	447.2208	3.886	0.3347124191942068	-0.9692515453833964
row1418	1417.0	197.0454	3.095	0.09547306246143426	-1.682797162872061
row1419	1418.0	529.2632	3.623	0.550348654328479	-0.5992292858129434
row1420	1419.0	391.1238	1.9	0.023318258517622887	2.302839123161038
row1421	1420.0	223.0719	3.126	0.21698932359750386	1.2422597112088816
row1422	1421.0	248.9726	7.03	0.23417291727175124	-1.1967636068051275
row1423	1422.0	247.0625	3.671	0.20549487347438125	1.2741806082482083
row1424	1423.0	317.0642	2.333	0.0015733808166941093	-3.24807647251022
row1425	1424.0	248.9723	4.682	0.14843163101034115	-1.4561165936039764
row1426	1425.0	326.186	11.558	0.1386243974109728	-1.4926161282762898
row1427	1426.0	274.0379	1.137	0.3505399270603048	0.9378441168750683
row1428	1427.0	253.1074	4.571	0.02848892461064658	2.2220489037690085
row1429	1428.0	325.1276	2.905	0.009512576145444053	2.643037514295865
row1430	1429.0	405.174	3.43	0.05225048252706374	1.9640100215368355
row1431	1430.0	234.9888	0.43	0.38508279832815084	0.8723196917199186
row1432	1431.0	247.0464	2.979	0.06842486577579532	1.8416988206421756
row1433	1432.0	273.9511	4.302	0.025918710871122908	2.2604365044426737
row1434	1433.0	248.9723	5.89	0.3715458375383798	0.8975374727663393
row1435	1434.0	305.0621	2.545	0.4130545780554037	0.8218935053922591
row1436	1435.0	498.9042	5.067	0.03518103008786451	2.1347005571583004
row1437	1436.0	290.1418	2.599	0.6527983630617636	0.451206763861849
row1438	1437.0	316.1207	1.501	0.48433643180285146	0.701905854259518
row1439	1438.0	290.1054	1.2	0.04612118905969403	2.018904260327048
row1440	1439.0	111.0103	6.846	0.04770450811932325	-2.004154622074122
row1441	1440.0	435.0422	6.98	0.8737666512042594	-0.15927566366501697
row1442	1441.0	277.0012	4.454	0.917092896073804	-0.10435456885255233
row1443	1442.0	427.1588	2.995	0.6082135667770872	0.5142156050603469
row1444	1443.0	649.0469	5.646	0.5132182891465722	0.6561293823996243
row1445	1444.0	178.0546	1.117	0.11534792138609992	-1.5881483199049524
row1446	1445.0	153.0311	3.779	0.01519722664388987	-2.4693282116919977
row1447	1446.0	528.2016	5.797	0.47084115342399935	-0.7238067567353187
row1448	1447.0	322.0415	1.669	0.020633922726597503	2.3512273177342635
row1449	1448.0	415.1225	1.755	0.5031870086933177	0.6718674853755171
row1450	1449.0	317.0321	0.429	0.30751192239678665	1.025587992904098
row1451	1450.0	281.059	1.554	0.7042069709360029	-0.38071433914113195
row1452	1451.0	363.164	4.05	0.9416229478588027	0.07341085539337967
row1453	1452.0	386.9939	0.431	0.42500317239764784	0.8009833017272248
row1454	1453.0	364.1228	2.848	0.10953088232926676	1.6143963368814012
row1455	1454.0	310.9328	5.09	0.006320541591493894	2.7883806951890246
row1456	1455.0	344.1414	2.736	0.048544092049295	1.996502078682893
row1457	1456.0	156.0672	3.151	0.5300218664081431	0.6301250808329955
row1458	1457.0	552.1439	3.782	0.592740881073367	-0.5365586309128788
row1459	1458.0	431.2117	4.49	0.29155098957083275	1.060214758942247
row1460	1459.0	248.9923	0.354	0.8300486124906894	0.21519033189364364
row1461	1460.0	300.126	0.733	0.02969003794764992	2.2051393516300686
row1462	1461.0	424.0463	6.761	0.0006282699901184704	-3.5285081051853124
row1463	1462.0	318.1362	2.507	0.5216951215631411	-0.6429564377993724
row1464	1463.0	239.1144	6.279	0.020392613647287176	-2.355845424677126
row1465	1464.0	158.0285	1.705	0.20272834857589067	1.2820588142924776
row1466	1465.0	305.1049	0.577	0.5544585195908943	0.5930527607247569
row1467	1466.0	379.1199	0.583	0.38508279832815107	0.8723196917199184
row1468	1467.0	153.0197	3.148	0.13510109942575746	1.5062212968293716
row1469	1468.0	192.9423	0.452	0.8428671789948257	-0.19873302107258645
row1470	1469.0	926.962	5.697	0.3929450180513633	-0.8579255537722844
row1471	1470.0	407.9926	7.249	0.5784803535082976	0.5573926455567162
row1472	1471.0	302.0372	3.136	0.48466617434587866	-0.701374983059553
row1473	1472.0	301.0411	1.3	0.5618415307571898	-0.5820138899918902
row1474	1473.0	214.0273	3.082	0.5386898880378117	0.616877739772676
row1475	1474.0	199.0376	2.571	0.8311637926766199	-0.213756317151879
row1476	1475.0	731.1719	6.744	0.8658197339956633	-0.16939718897179018
row1477	1476.0	448.0569	2.554	0.2588142965775827	-1.1355304485277036
row1478	1477.0	297.0578	1.987	2.458690001384922e-06	-4.993236269755066
row1479	1478.0	402.0126	0.436	0.5880233167228892	-0.5434244206537783
row1480	1479.0	185.0048	1.142	0.3850827983281506	0.8723196917199192
row1481	1480.0	347.1168	0.738	0.911917867143498	0.11089456759198654
row1482	1481.0	257.0771	5.411	0.7233680243320136	-0.354939152092151
row1483	1482.0	446.9887	0.792	0.7415316023128464	-0.33072369839696303
row1484	1483.0	236.0592	4.626	0.0028744328683968094	-3.0547195136290046
row1485	1484.0	276.108	6.535	0.1086293197540127	-1.618563820370512
row1486	1485.0	400.1408	0.501	0.026590317411181733	2.250094532006697
row1487	1486.0	493.1544	0.724	0.3144719033401496	-1.0108673316911967
row1488	1487.0	195.0492	2.237	0.0021578433289292137	3.1477360482591004
row1489	1488.0	413.143	3.023	0.17313069496078073	1.371815575326442
row1490	1489.0	338.0865	3.972	0.017541172607887692	-2.414433798798453
row1491	1490.0	170.9971	1.285	0.2641549482562618	1.1228081103093104
row1492	1491.0	259.0927	6.232	0.5664083694329693	-0.57522132729567
row1493	1492.0	190.0438	3.73	0.03202306645498718	-2.1739325275748516
row1494	1493.0	514.2699	3.011	0.49506083316296823	-0.6847402969515356
row1495	1494.0	160.0771	2.912	0.6866839259656188	0.40451107486227633
row1496	1495.0	213.0165	1.809	0.7930882998504896	-0.2629906209989113
row1497	1496.0	203.0016	0.993	0.5046938757400963	-0.6694927484109032
row1498	1497.0	199.0973	0.725	0.01562899606960665	2.4586734877058607
row1499	1498.0	485.1632	5.27	0.014334202546913557	-2.4914617236037566
row1500	1499.0	316.0429	1.57	0.3495144966013628	0.9398507955016021
row1501	1500.0	305.0154	4.05	0.36152407188680113	-0.9165814157133007
row1502	1501.0	320.152	1.649	0.14634006264324761	1.4637398806018322
row1503	1502.0	285.1443	4.078	0.1388672991126897	1.4916881776484772
row1504	1503.0	248.9723	8.24	0.14741427346208297	-1.4598141475126025
row1505	1504.0	657.9956	5.663	0.14027316204062107	1.4863421677823812
row1506	1505.0	188.093	3.13	0.1187320304724781	1.573361219148557
row1507	1506.0	375.1094	0.421	0.03968931198656793	2.083674174585866
row1508	1507.0	168.0241	5.065	0.0004533847503198019	3.624619989612857
row1509	1508.0	285.1444	3.964	0.4293471124709334	0.7934680899391175
row1510	1509.0	342.0531	0.42	0.6749732911943167	0.4205432962826549
row1511	1510.0	250.0747	4.5	0.7653943953742514	-0.2992024121088029
row1512	1511.0	601.2845	2.262	0.3364801076948837	-0.9656965592397276
row1513	1512.0	346.0852	1.516	0.7496184729934731	0.32000584629810064
row1514	1513.0	567.0433	5.649	0.30348947015716	-1.0341978486307295
row1515	1514.0	352.176	3.005	0.9317435458705359	-0.08586312334733712
row1516	1515.0	469.2234	2.058	0.49095642818696295	0.6912856310898464
row1517	1516.0	216.1065	4.489	0.0013724620206641619	3.2908254052539805
row1518	1517.0	370.1572	2.72	0.3892450238318723	-0.8646771231941165
row1519	1518.0	390.1469	3.137	0.7109240075654625	0.37165049704755554
row1520	1519.0	224.9705	0.512	0.006747254470574399	-2.765510721252315
row1521	1520.0	242.0697	2.348	0.9323840355076378	-0.08505544606479973
row1522	1521.0	429.1742	3.948	0.07292581391516374	1.8120171040110948
row1523	1522.0	495.2569	2.563	0.5306065355323681	0.6292280500321424
row1524	1523.0	370.1566	2.407	0.46247817183404083	0.7375551548953975
row1525	1524.0	295.0305	1.217	0.04113504191683	2.0683693523389874
row1526	1525.0	248.9723	7.57	0.4860257299933578	0.6991882513266837
row1527	1526.0	160.0622	6.339	0.576820089328675	-0.5598339505872474
row1528	1527.0	456.9988	0.553	0.029718437489363425	-2.2047468157196795
row1529	1528.0	248.9722	4.907	0.9254412729284558	-0.09381358622827651
row1530	1529.0	558.1642	7.733	0.19456619355375676	-1.305775759075182
row1531	1530.0	697.9952	5.658	0.12836289374581916	-1.533035981110659
row1532	1531.0	690.2426	7.478	0.23958452383886072	1.1829358129155112
row1533	1532.0	403.1585	4.351	0.017346019550827513	2.4187463472366195
row1534	1533.0	131.0723	3.669	0.2816792381720146	-1.0822819712786405
row1535	1534.0	254.9671	4.782	0.039478042147177296	2.0859507687237566
row1536	1535.0	404.1983	4.519	0.027260588439499252	2.2399989302620957
row1537	1536.0	174.0523	6.268	0.10919859830264173	-1.6159291093908912
row1538	1537.0	249.0984	0.914	0.7768947789077143	-0.2841194834548956
row1539	1538.0	457.2047	3.431	0.27784893624555107	1.090987310096449
row1540	1539.0	295.0812	3.254	0.0496326269758571	1.9867465768057146
row1541	1540.0	307.1319	1.476	0.03680178183801338	2.1157382108602323
row1542	1541.0	326.186	11.164	0.8748690732027373	-0.15787289689487666
row1543	1542.0	384.0448	0.633	0.8661830221708116	0.16893411562647467
row1544	1543.0	537.0624	5.609	0.38766203207896277	0.8675777840999483
row1545	1544.0	245.9889	0.903	9.64037054520485e-06	-4.6585385429821855
row1546	1545.0	281.1223	2.276	0.28985187967229026	-1.0639760915967764
row1547	1546.0	268.1542	2.853	0.5201278365161535	0.645383481265924
row1548	1547.0	225.0604	3.503	0.7541224670702682	0.3140526416286339
row1549	1548.0	289.0375	0.65	0.4541192250063468	0.7514382971354711
row1550	1549.0	267.0072	0.43	0.10740176061059693	1.6242831066448793
row1551	1550.0	334.0723	3.031	0.6707839083122726	0.42630504072147524
row1552	1551.0	381.1352	0.465	0.3447572044414883	-0.9492104187556039
row1553	1552.0	374.1102	0.583	0.38508279832815084	0.8723196917199186
row1554	1553.0	358.1025	1.727	0.0739106264233831	1.8057266180326232
row1555	1554.0	308.0764	3.948	0.7946173637320996	-0.2610017960524392
row1556	1555.0	408.0668	3.751	0.41230412892431	0.8232188159915592
row1557	1556.0	619.0665	5.609	0.41295350695533684	0.8220719148881056
row1558	1557.0	326.186	11.506	0.6309922316594678	0.4817829782716101
row1559	1558.0	318.1362	1.34	0.398741156263398	0.8474271241549691
row1560	1559.0	323.0966	3.894	0.37592317076804826	-0.889321053687902
row1561	1560.0	446.2086	3.394	0.7278772752951481	-0.348908416241178
row1562	1561.0	318.1362	1.054	0.3991805744247392	0.8466350353487648
row1563	1562.0	294.9924	9.081	0.7266020680042903	0.3506125893463593
row1564	1563.0	413.1788	1.731	0.17816520119333348	1.3557741468369797
row1565	1564.0	215.0922	5.238	0.07865991036345209	-1.776331470319594
row1566	1565.0	431.2259	3.134	0.7021678589601509	0.38347209580205316
row1567	1566.0	200.1291	2.542	0.012690275321640755	2.537145860565123
row1568	1567.0	322.08	4.708	0.38508279832815084	0.8723196917199186
row1569	1568.0	213.0166	2.204	0.051131552215448094	1.9736069041083701
row1570	1569.0	293.996	7.211	0.975367035872748	-0.030953593130588722
row1571	1570.0	229.0283	1.211	0.2984977014988498	1.044990194271948
row1572	1571.0	329.0798	3.271	0.6673190059162889	-0.43108118606397855
row1573	1572.0	387.1997	3.296	0.014092899190237833	2.497863547545126
row1574	1573.0	431.1895	3.784	0.7095222059701316	-0.37353949606498227
row1575	1574.0	467.1026	5.386	0.11290066327134388	-1.5990589311260075
row1576	1575.0	416.1984	3.072	0.3868324647679495	0.8691008019000265
row1577	1576.0	932.0231	5.682	0.673935879485139	-0.42196875203387085
row1578	1577.0	248.9723	7.996	0.5509031608720563	0.5983946052997069
row1579	1578.0	396.1123	6.178	0.22472435144936062	-1.2214684767202917
row1580	1579.0	171.0415	4.335	2.840022385080917e-05	-4.383812707296847
row1581	1580.0	85.0322	6.847	0.027018799267133155	-2.2436154206875982
row1582	1581.0	228.0328	0.741	0.32235917650476853	0.9944457651814819
row1583	1582.0	341.0825	1.485	0.009291402933259679	2.6515504826732736
row1584	1583.0	225.9921	0.779	0.4728234706750014	-0.7205680568179944
row1585	1584.0	438.2113	2.466	0.3850827983281504	0.8723196917199194
row1586	1585.0	236.023	6.954	0.6434642558486349	-0.4642412311521035
row1587	1586.0	251.1391	3.098	0.4361493420228444	0.7817893901560428
row1588	1587.0	249.0261	0.356	0.3850827983281506	0.872319691719919
row1589	1588.0	363.179	2.358	0.9590996488358959	-0.051409638301890034
row1590	1589.0	523.2513	3.812	0.6655628305555772	-0.4335057444626747
row1591	1590.0	438.1823	3.022	0.06262588145855362	1.8824429819977124
row1592	1591.0	343.0653	4.152	0.07499809801673459	1.7988606670535767
row1593	1592.0	401.1439	0.603	0.38508279832815107	0.8723196917199184
row1594	1593.0	79.9599	1.886	0.2113858294674916	1.257661843550511
row1595	1594.0	370.0292	0.539	0.19538472260186768	-1.303364377438088
row1596	1595.0	326.1859	0.276	0.926257155724534	-0.09278400454562524
row1597	1596.0	149.0473	2.336	0.00019699626586751706	-3.862952687569637
row1598	1597.0	283.0674	4.82	0.1554202361617811	-1.4312331305815813
row1599	1598.0	349.0579	0.819	0.01415260605260129	-2.496270428611539
row1600	1599.0	266.9629	0.398	0.361684772882211	0.9162734193266442
row1601	1600.0	326.186	11.917	0.803604924318838	-0.24933259561853435
row1602	1601.0	395.115	0.599	0.22664261720721499	1.2163929448538011
row1603	1602.0	227.9966	0.817	0.05623795346897543	-1.9311691407136584
row1604	1603.0	184.0001	1.794	1.3743434832289613e-08	6.172995255465964
row1605	1604.0	222.9912	1.639	0.6179018971529491	-0.5003565646621841
row1606	1605.0	426.1927	0.722	0.018529255927729228	-2.3932326092170255
row1607	1606.0	371.0972	0.581	0.22153332300363374	1.2299816717271435
row1608	1607.0	163.9486	0.345	0.4072549748144426	0.8321737655545831
row1609	1608.0	374.1451	3.168	0.6785427842415077	0.4156451861859322
row1610	1609.0	809.0202	5.671	0.8400626727547966	0.20232883278894392
row1611	1610.0	326.1859	11.428	0.006055366799891553	-2.803314072480519
row1612	1611.0	381.1897	1.822	0.8757621829111489	-0.15673669767190698
row1613	1612.0	216.1236	3.053	0.21803759353584123	-1.2394107403616306
row1614	1613.0	357.1167	3.834	0.6422348409429591	-0.46596391888029026
row1615	1614.0	418.2139	4.634	0.7848323961530657	0.27374729616596316
row1616	1615.0	322.132	4.688	0.4565442291002345	0.7473957943694033
row1617	1616.0	312.1705	11.281	0.08275608196675875	1.7521337122573837
row1618	1617.0	262.0742	4.627	0.8431628901552792	-0.19835402546270406
row1619	1618.0	253.1435	1.704	2.8050770209930425e-05	4.387017999551494
row1620	1619.0	469.223	2.003	0.5861791095017498	0.546115430005373
row1621	1620.0	182.0322	4.64	0.017417021076743325	2.417172362406768
row1622	1621.0	115.0412	1.199	0.508328909300336	-0.6637796907631504
row1623	1622.0	323.054	1.729	0.08124231181492449	1.7609587561983502
row1624	1623.0	365.0525	1.402	0.3723000459546837	0.8961174747616076
row1625	1624.0	362.1621	1.969	0.8600868604020107	0.17670964868639016
row1626	1625.0	447.9559	7.251	0.8747529666765518	-0.15802062075675272
row1627	1626.0	303.1165	3.505	0.7273418369951444	-0.34962384538614666
row1628	1627.0	277.0567	3.157	0.22452930116024428	1.221986315776749
row1629	1628.0	385.1479	2.785	0.9187218897588787	-0.10229685604851425
row1630	1629.0	146.0466	4.129	0.0066089965371829516	-2.7727725433199306
row1631	1630.0	448.0939	3.915	0.1491110835304976	1.4536580708971323
row1632	1631.0	248.9723	8.563	0.04708356129554239	-2.009888601974397
row1633	1632.0	326.1859	11.014	0.14497679597386848	1.4687543246712507
row1634	1633.0	377.0628	3.679	0.23718390408186213	1.1890419615662196
row1635	1634.0	332.1246	0.614	0.38508279832815107	0.8723196917199184
row1636	1635.0	444.2033	0.858	0.6981762727338727	-0.3888789846648232
row1637	1636.0	355.0863	6.763	0.009368671428250703	-2.6485557649595575
row1638	1637.0	284.0431	2.889	0.04988157046545055	1.9845411549772967
row1639	1638.0	388.1671	2.964	0.03156003327568555	2.179964906884639
row1640	1639.0	294.9925	8.907	0.21517555546891654	1.2472129693849614
row1641	1640.0	345.1536	4.091	0.9760223273867477	0.030129903754517753
row1642	1641.0	290.1418	2.312	0.7910610330202396	0.2656290701070722
